epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,1.682+-0.02,1.61+-0.047,0.383+-0.034,0.929+-0.013,0.383+-0.034,0.373+-0.039,0.388+-0.052
1,1.177+-0.022,1.542+-0.273,0.46+-0.056,0.958+-0.01,0.46+-0.056,0.434+-0.068,0.483+-0.061
2,1.018+-0.038,1.251+-0.04,0.524+-0.029,0.972+-0.004,0.524+-0.029,0.49+-0.018,0.526+-0.035
3,0.941+-0.031,1.172+-0.093,0.556+-0.058,0.979+-0.005,0.556+-0.058,0.524+-0.039,0.567+-0.054
4,0.853+-0.016,1.132+-0.096,0.567+-0.044,0.98+-0.002,0.567+-0.044,0.538+-0.029,0.57+-0.046
5,0.795+-0.015,1.077+-0.014,0.583+-0.009,0.985+-0.002,0.583+-0.009,0.556+-0.006,0.59+-0.011
6,0.748+-0.022,1.048+-0.039,0.603+-0.01,0.983+-0.002,0.603+-0.01,0.564+-0.006,0.615+-0.014
7,0.691+-0.02,1.025+-0.069,0.604+-0.022,0.985+-0.002,0.604+-0.022,0.568+-0.006,0.614+-0.022
8,0.643+-0.011,1.021+-0.046,0.6+-0.011,0.986+-0.001,0.6+-0.011,0.562+-0.013,0.611+-0.013
9,0.595+-0.022,0.883+-0.073,0.657+-0.022,0.991+-0.002,0.657+-0.022,0.62+-0.027,0.662+-0.018
10,0.565+-0.015,1.036+-0.139,0.609+-0.051,0.987+-0.003,0.609+-0.051,0.58+-0.026,0.617+-0.045
11,0.53+-0.016,0.951+-0.059,0.624+-0.024,0.991+-0.001,0.624+-0.024,0.599+-0.009,0.63+-0.024
12,0.487+-0.018,0.925+-0.081,0.64+-0.029,0.99+-0.0,0.64+-0.029,0.61+-0.005,0.645+-0.029
13,0.457+-0.036,0.915+-0.123,0.638+-0.048,0.992+-0.001,0.638+-0.048,0.624+-0.017,0.638+-0.048
14,0.429+-0.027,0.858+-0.035,0.665+-0.011,0.99+-0.002,0.665+-0.011,0.626+-0.01,0.665+-0.013
15,0.406+-0.016,0.865+-0.057,0.664+-0.021,0.99+-0.001,0.664+-0.021,0.619+-0.014,0.667+-0.018
16,0.385+-0.009,0.82+-0.016,0.67+-0.005,0.992+-0.001,0.67+-0.005,0.634+-0.013,0.672+-0.004
