epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,1.415+-0.02,1.388+-0.117,0.478+-0.03,0.966+-0.011,0.478+-0.03,0.423+-0.039,0.487+-0.028
1,1.049+-0.002,1.229+-0.033,0.523+-0.004,0.969+-0.005,0.523+-0.004,0.469+-0.009,0.528+-0.014
2,0.975+-0.011,1.301+-0.047,0.496+-0.018,0.966+-0.003,0.496+-0.018,0.467+-0.007,0.483+-0.024
3,0.936+-0.02,1.161+-0.049,0.555+-0.018,0.973+-0.004,0.555+-0.018,0.508+-0.006,0.555+-0.028
4,0.915+-0.017,1.18+-0.164,0.554+-0.056,0.971+-0.009,0.554+-0.056,0.493+-0.027,0.555+-0.066
5,0.92+-0.03,1.115+-0.115,0.566+-0.053,0.976+-0.006,0.566+-0.053,0.523+-0.032,0.571+-0.056
6,0.861+-0.013,1.14+-0.057,0.565+-0.015,0.973+-0.006,0.565+-0.015,0.493+-0.011,0.572+-0.015
7,0.848+-0.026,1.136+-0.034,0.561+-0.023,0.975+-0.003,0.561+-0.023,0.512+-0.021,0.569+-0.029
8,0.837+-0.013,1.11+-0.133,0.576+-0.04,0.977+-0.007,0.576+-0.04,0.526+-0.054,0.582+-0.026
9,0.824+-0.012,1.115+-0.049,0.565+-0.025,0.978+-0.003,0.565+-0.025,0.534+-0.015,0.571+-0.018
10,0.793+-0.004,1.065+-0.045,0.591+-0.022,0.978+-0.003,0.591+-0.022,0.527+-0.017,0.6+-0.019
11,0.802+-0.009,1.125+-0.024,0.568+-0.014,0.976+-0.001,0.568+-0.014,0.531+-0.008,0.58+-0.016
12,0.782+-0.014,1.092+-0.066,0.582+-0.022,0.978+-0.005,0.582+-0.022,0.52+-0.018,0.593+-0.017
13,0.78+-0.014,1.1+-0.092,0.57+-0.025,0.978+-0.007,0.57+-0.025,0.527+-0.018,0.577+-0.027
14,0.782+-0.013,1.11+-0.044,0.568+-0.021,0.977+-0.001,0.568+-0.021,0.532+-0.014,0.572+-0.022
15,0.779+-0.016,1.028+-0.061,0.603+-0.031,0.981+-0.002,0.603+-0.031,0.535+-0.008,0.608+-0.036
16,0.768+-0.018,1.087+-0.036,0.58+-0.027,0.978+-0.003,0.58+-0.027,0.534+-0.01,0.582+-0.034
17,0.752+-0.011,1.005+-0.092,0.604+-0.035,0.981+-0.004,0.604+-0.035,0.55+-0.039,0.611+-0.032
18,0.753+-0.019,1.061+-0.064,0.59+-0.034,0.98+-0.002,0.59+-0.034,0.543+-0.012,0.596+-0.038
19,0.757+-0.006,1.117+-0.013,0.568+-0.012,0.975+-0.0,0.568+-0.012,0.516+-0.004,0.579+-0.017
20,0.747+-0.016,1.063+-0.087,0.596+-0.039,0.978+-0.002,0.596+-0.039,0.538+-0.011,0.601+-0.052
21,0.743+-0.011,1.063+-0.069,0.597+-0.023,0.979+-0.004,0.597+-0.023,0.546+-0.021,0.607+-0.022
22,0.74+-0.014,1.067+-0.055,0.6+-0.022,0.975+-0.004,0.6+-0.022,0.534+-0.012,0.607+-0.025
23,0.737+-0.021,1.083+-0.084,0.585+-0.037,0.979+-0.002,0.585+-0.037,0.534+-0.018,0.597+-0.03
24,0.718+-0.008,1.122+-0.132,0.569+-0.039,0.977+-0.006,0.569+-0.039,0.525+-0.017,0.576+-0.05
25,0.727+-0.01,1.039+-0.073,0.603+-0.025,0.98+-0.003,0.603+-0.025,0.555+-0.019,0.609+-0.024
26,0.723+-0.011,1.051+-0.071,0.594+-0.025,0.98+-0.004,0.594+-0.025,0.541+-0.034,0.601+-0.025
27,0.733+-0.008,1.052+-0.005,0.59+-0.005,0.978+-0.001,0.59+-0.005,0.536+-0.002,0.6+-0.012
28,0.711+-0.011,1.102+-0.096,0.572+-0.049,0.979+-0.003,0.572+-0.049,0.535+-0.026,0.577+-0.062
29,0.699+-0.003,1.172+-0.142,0.551+-0.037,0.972+-0.01,0.551+-0.037,0.507+-0.028,0.553+-0.046
30,0.698+-0.007,1.062+-0.062,0.591+-0.023,0.978+-0.002,0.591+-0.023,0.528+-0.024,0.599+-0.024
31,0.707+-0.006,1.187+-0.049,0.547+-0.019,0.973+-0.005,0.547+-0.019,0.508+-0.019,0.556+-0.027
32,0.707+-0.014,1.03+-0.047,0.602+-0.018,0.982+-0.001,0.602+-0.018,0.54+-0.013,0.612+-0.016
33,0.703+-0.022,1.005+-0.013,0.603+-0.006,0.982+-0.001,0.603+-0.006,0.549+-0.006,0.609+-0.007
34,0.687+-0.012,1.039+-0.02,0.596+-0.012,0.982+-0.001,0.596+-0.012,0.545+-0.003,0.601+-0.018
35,0.687+-0.022,1.089+-0.166,0.589+-0.043,0.976+-0.01,0.589+-0.043,0.533+-0.038,0.593+-0.047
36,0.686+-0.019,1.035+-0.036,0.595+-0.018,0.98+-0.002,0.595+-0.018,0.542+-0.009,0.601+-0.018
37,0.699+-0.004,1.064+-0.024,0.599+-0.007,0.979+-0.0,0.599+-0.007,0.532+-0.012,0.613+-0.009
38,0.695+-0.025,1.1+-0.205,0.584+-0.056,0.978+-0.008,0.584+-0.056,0.536+-0.045,0.58+-0.078
39,0.68+-0.019,1.151+-0.09,0.556+-0.024,0.975+-0.006,0.556+-0.024,0.508+-0.026,0.558+-0.029
40,0.686+-0.01,1.064+-0.052,0.589+-0.025,0.978+-0.004,0.589+-0.025,0.529+-0.011,0.597+-0.03
41,0.686+-0.009,1.032+-0.032,0.607+-0.021,0.981+-0.003,0.607+-0.021,0.551+-0.013,0.61+-0.019
42,0.676+-0.011,1.053+-0.026,0.584+-0.012,0.983+-0.001,0.584+-0.012,0.543+-0.012,0.592+-0.017
43,0.683+-0.018,1.229+-0.127,0.533+-0.036,0.972+-0.009,0.533+-0.036,0.521+-0.036,0.522+-0.038
44,0.696+-0.034,1.066+-0.071,0.59+-0.027,0.98+-0.002,0.59+-0.027,0.537+-0.018,0.603+-0.022
45,0.684+-0.008,1.066+-0.063,0.584+-0.02,0.981+-0.003,0.584+-0.02,0.532+-0.02,0.595+-0.017
46,0.671+-0.01,1.072+-0.067,0.586+-0.028,0.979+-0.002,0.586+-0.028,0.54+-0.005,0.588+-0.039
47,0.681+-0.019,1.094+-0.021,0.575+-0.011,0.981+-0.002,0.575+-0.011,0.529+-0.006,0.585+-0.012
48,0.685+-0.017,0.991+-0.013,0.615+-0.008,0.983+-0.003,0.615+-0.008,0.563+-0.012,0.618+-0.004
49,0.673+-0.011,1.13+-0.11,0.566+-0.031,0.978+-0.002,0.566+-0.031,0.535+-0.019,0.574+-0.031
50,0.672+-0.017,1.04+-0.042,0.614+-0.022,0.979+-0.004,0.614+-0.022,0.539+-0.01,0.621+-0.019
51,0.666+-0.013,1.033+-0.019,0.594+-0.008,0.981+-0.002,0.594+-0.008,0.549+-0.01,0.598+-0.013
52,0.658+-0.017,1.019+-0.059,0.603+-0.026,0.982+-0.002,0.603+-0.026,0.55+-0.018,0.607+-0.026
53,0.663+-0.004,1.028+-0.055,0.6+-0.024,0.982+-0.002,0.6+-0.024,0.544+-0.013,0.607+-0.024
54,0.67+-0.022,1.121+-0.058,0.573+-0.011,0.978+-0.004,0.573+-0.011,0.535+-0.022,0.583+-0.019
55,0.649+-0.014,1.039+-0.043,0.597+-0.02,0.984+-0.003,0.597+-0.02,0.556+-0.018,0.6+-0.027
56,0.651+-0.013,1.079+-0.064,0.575+-0.034,0.982+-0.004,0.575+-0.034,0.532+-0.023,0.579+-0.039
