epoch,train_loss,val_loss,rmse,mae
0,0.339+-0.025,0.27+-0.009,0.133+-0.011,0.084+-0.009
1,0.226+-0.008,0.224+-0.008,0.109+-0.008,0.065+-0.005
2,0.201+-0.003,0.211+-0.005,0.094+-0.001,0.053+-0.001
3,0.191+-0.001,0.206+-0.002,0.091+-0.002,0.052+-0.002
4,0.184+-0.002,0.206+-0.004,0.09+-0.003,0.051+-0.002
5,0.181+-0.002,0.206+-0.003,0.09+-0.003,0.05+-0.002
6,0.18+-0.001,0.204+-0.002,0.088+-0.002,0.049+-0.001
7,0.177+-0.001,0.203+-0.001,0.088+-0.002,0.049+-0.001
8,0.176+-0.001,0.205+-0.005,0.088+-0.005,0.049+-0.003
9,0.176+-0.001,0.202+-0.002,0.087+-0.001,0.048+-0.001
10,0.175+-0.002,0.202+-0.001,0.087+-0.001,0.048+-0.0
11,0.175+-0.001,0.203+-0.001,0.087+-0.001,0.048+-0.001
12,0.173+-0.0,0.202+-0.001,0.087+-0.001,0.048+-0.001
13,0.173+-0.001,0.202+-0.001,0.087+-0.001,0.047+-0.001
14,0.172+-0.001,0.202+-0.002,0.086+-0.001,0.047+-0.001
15,0.172+-0.002,0.203+-0.003,0.088+-0.003,0.048+-0.001
16,0.172+-0.001,0.203+-0.002,0.088+-0.001,0.048+-0.001
17,0.172+-0.001,0.203+-0.002,0.087+-0.002,0.048+-0.002
18,0.172+-0.001,0.206+-0.006,0.09+-0.006,0.049+-0.003
19,0.172+-0.001,0.203+-0.001,0.087+-0.001,0.047+-0.0
20,0.171+-0.001,0.205+-0.001,0.089+-0.001,0.048+-0.001
21,0.171+-0.001,0.203+-0.002,0.088+-0.002,0.048+-0.002
22,0.171+-0.001,0.203+-0.002,0.086+-0.002,0.047+-0.001
23,0.171+-0.001,0.203+-0.002,0.088+-0.002,0.048+-0.001
24,0.171+-0.001,0.204+-0.003,0.088+-0.003,0.048+-0.002
25,0.171+-0.001,0.204+-0.003,0.088+-0.003,0.048+-0.002
26,0.171+-0.001,0.203+-0.0,0.087+-0.001,0.048+-0.001
27,0.17+-0.001,0.203+-0.001,0.087+-0.001,0.048+-0.001
28,0.17+-0.001,0.202+-0.001,0.087+-0.001,0.048+-0.001
29,0.171+-0.001,0.204+-0.002,0.088+-0.002,0.048+-0.001
30,0.17+-0.001,0.205+-0.001,0.089+-0.001,0.049+-0.001
31,0.17+-0.002,0.203+-0.001,0.087+-0.001,0.047+-0.0
32,0.17+-0.001,0.203+-0.001,0.087+-0.001,0.047+-0.001
33,0.17+-0.001,0.204+-0.002,0.088+-0.002,0.048+-0.001
34,0.169+-0.001,0.204+-0.003,0.089+-0.003,0.048+-0.002
35,0.17+-0.001,0.203+-0.003,0.087+-0.001,0.048+-0.001
36,0.169+-0.002,0.203+-0.001,0.087+-0.001,0.048+-0.001
37,0.169+-0.001,0.202+-0.001,0.087+-0.001,0.047+-0.0
