epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,1.849+-0.062,2.542+-0.531,0.169+-0.02,0.796+-0.046,0.169+-0.02,0.123+-0.003,0.15+-0.058
1,1.424+-0.056,2.691+-0.508,0.208+-0.075,0.881+-0.051,0.208+-0.075,0.145+-0.036,0.158+-0.067
2,1.193+-0.076,2.074+-0.096,0.256+-0.043,0.891+-0.033,0.256+-0.043,0.222+-0.022,0.249+-0.071
3,1.082+-0.068,4.891+-4.467,0.211+-0.144,0.809+-0.186,0.211+-0.144,0.183+-0.11,0.191+-0.118
4,1.071+-0.087,2.475+-0.625,0.261+-0.07,0.895+-0.037,0.261+-0.07,0.212+-0.054,0.248+-0.092
5,0.984+-0.05,2.43+-1.039,0.27+-0.118,0.881+-0.093,0.27+-0.118,0.264+-0.093,0.264+-0.123
6,0.921+-0.036,2.031+-0.537,0.348+-0.146,0.914+-0.05,0.348+-0.146,0.249+-0.06,0.354+-0.156
7,0.881+-0.117,2.428+-0.731,0.344+-0.108,0.944+-0.022,0.344+-0.108,0.269+-0.05,0.357+-0.114
8,0.847+-0.099,2.107+-0.341,0.309+-0.024,0.953+-0.007,0.309+-0.024,0.284+-0.044,0.31+-0.022
9,0.79+-0.092,2.073+-0.854,0.377+-0.116,0.956+-0.008,0.377+-0.116,0.294+-0.093,0.375+-0.103
10,0.767+-0.044,1.777+-0.064,0.378+-0.008,0.951+-0.019,0.378+-0.008,0.299+-0.032,0.368+-0.02
11,0.727+-0.087,1.688+-0.253,0.4+-0.007,0.964+-0.013,0.4+-0.007,0.356+-0.048,0.404+-0.037
12,0.622+-0.071,1.529+-0.26,0.466+-0.049,0.967+-0.011,0.466+-0.049,0.369+-0.048,0.46+-0.045
13,0.573+-0.07,1.427+-0.096,0.489+-0.045,0.971+-0.006,0.489+-0.045,0.391+-0.051,0.494+-0.038
14,0.566+-0.087,1.547+-0.273,0.455+-0.081,0.97+-0.009,0.455+-0.081,0.387+-0.053,0.48+-0.061
15,0.515+-0.016,1.462+-0.105,0.478+-0.017,0.972+-0.004,0.478+-0.017,0.422+-0.036,0.472+-0.006
16,0.49+-0.06,1.545+-0.084,0.463+-0.016,0.971+-0.009,0.463+-0.016,0.403+-0.03,0.467+-0.031
17,0.493+-0.115,1.458+-0.14,0.482+-0.034,0.97+-0.008,0.482+-0.034,0.409+-0.038,0.469+-0.032
18,0.414+-0.064,1.606+-0.274,0.434+-0.044,0.974+-0.005,0.434+-0.044,0.384+-0.054,0.419+-0.018
19,0.448+-0.056,1.369+-0.126,0.525+-0.045,0.97+-0.007,0.525+-0.045,0.406+-0.035,0.509+-0.041
20,0.412+-0.051,1.401+-0.121,0.478+-0.039,0.964+-0.012,0.478+-0.039,0.387+-0.069,0.466+-0.042
21,0.371+-0.042,1.556+-0.173,0.484+-0.044,0.968+-0.003,0.484+-0.044,0.425+-0.029,0.467+-0.061
22,0.373+-0.072,1.476+-0.189,0.508+-0.058,0.971+-0.008,0.508+-0.058,0.411+-0.057,0.492+-0.066
23,0.402+-0.095,1.624+-0.309,0.501+-0.069,0.961+-0.01,0.501+-0.069,0.372+-0.087,0.488+-0.065
24,0.385+-0.106,1.517+-0.19,0.49+-0.055,0.966+-0.01,0.49+-0.055,0.364+-0.068,0.451+-0.067
25,0.37+-0.052,1.838+-0.336,0.428+-0.041,0.965+-0.009,0.428+-0.041,0.361+-0.044,0.416+-0.045
26,0.357+-0.003,1.629+-0.249,0.48+-0.061,0.972+-0.003,0.48+-0.061,0.385+-0.065,0.475+-0.065
27,0.325+-0.093,1.346+-0.096,0.56+-0.014,0.97+-0.002,0.56+-0.014,0.416+-0.071,0.548+-0.024
28,0.337+-0.071,1.402+-0.142,0.525+-0.033,0.973+-0.002,0.525+-0.033,0.395+-0.052,0.516+-0.036
29,0.306+-0.07,1.901+-0.534,0.492+-0.101,0.961+-0.014,0.492+-0.101,0.384+-0.014,0.478+-0.097
30,0.291+-0.079,1.503+-0.324,0.542+-0.038,0.962+-0.007,0.542+-0.038,0.405+-0.016,0.537+-0.03
31,0.254+-0.045,1.578+-0.135,0.513+-0.037,0.966+-0.007,0.513+-0.037,0.412+-0.032,0.493+-0.046
32,0.218+-0.044,1.694+-0.46,0.521+-0.068,0.963+-0.006,0.521+-0.068,0.397+-0.026,0.514+-0.058
33,0.2+-0.03,1.555+-0.047,0.511+-0.014,0.96+-0.006,0.511+-0.014,0.388+-0.033,0.51+-0.016
34,0.172+-0.085,1.711+-0.073,0.498+-0.048,0.97+-0.006,0.498+-0.048,0.379+-0.038,0.473+-0.074
35,0.157+-0.046,1.581+-0.163,0.548+-0.016,0.971+-0.004,0.548+-0.016,0.406+-0.011,0.535+-0.017
36,0.138+-0.051,1.943+-0.354,0.51+-0.037,0.96+-0.008,0.51+-0.037,0.373+-0.058,0.485+-0.06
37,0.129+-0.045,1.801+-0.014,0.499+-0.031,0.957+-0.02,0.499+-0.031,0.379+-0.034,0.483+-0.038
38,0.091+-0.04,1.736+-0.093,0.546+-0.045,0.963+-0.002,0.546+-0.045,0.399+-0.017,0.527+-0.044
39,0.116+-0.05,1.67+-0.384,0.528+-0.085,0.968+-0.011,0.528+-0.085,0.401+-0.077,0.521+-0.081
40,0.073+-0.028,1.563+-0.076,0.569+-0.03,0.966+-0.003,0.569+-0.03,0.416+-0.054,0.555+-0.027
41,0.049+-0.014,1.595+-0.05,0.559+-0.017,0.97+-0.002,0.559+-0.017,0.44+-0.029,0.554+-0.018
42,0.076+-0.045,1.742+-0.168,0.538+-0.015,0.964+-0.002,0.538+-0.015,0.392+-0.051,0.521+-0.02
43,0.064+-0.028,1.723+-0.201,0.538+-0.028,0.962+-0.002,0.538+-0.028,0.437+-0.024,0.526+-0.03
44,0.042+-0.011,1.818+-0.258,0.542+-0.019,0.963+-0.007,0.542+-0.019,0.416+-0.034,0.523+-0.009
45,0.05+-0.013,1.968+-0.456,0.552+-0.046,0.963+-0.008,0.552+-0.046,0.428+-0.035,0.536+-0.055
46,0.047+-0.013,1.677+-0.083,0.555+-0.005,0.972+-0.002,0.555+-0.005,0.441+-0.015,0.537+-0.011
47,0.048+-0.007,1.869+-0.279,0.552+-0.024,0.968+-0.006,0.552+-0.024,0.422+-0.025,0.534+-0.026
48,0.034+-0.01,1.869+-0.221,0.559+-0.026,0.963+-0.009,0.559+-0.026,0.419+-0.007,0.544+-0.022
49,0.035+-0.012,1.679+-0.06,0.568+-0.015,0.962+-0.005,0.568+-0.015,0.447+-0.013,0.557+-0.014
50,0.021+-0.003,1.913+-0.178,0.546+-0.009,0.958+-0.008,0.546+-0.009,0.407+-0.013,0.528+-0.008
51,0.03+-0.026,2.295+-0.655,0.52+-0.082,0.953+-0.015,0.52+-0.082,0.386+-0.088,0.507+-0.083
52,0.043+-0.04,1.888+-0.217,0.534+-0.05,0.963+-0.004,0.534+-0.05,0.44+-0.036,0.525+-0.054
