epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,2.038+-0.053,2.284+-0.052,0.038+-0.04,0.518+-0.195,0.038+-0.04,0.06+-0.051,0.026+-0.039
1,1.841+-0.112,2.01+-0.155,0.154+-0.093,0.84+-0.066,0.154+-0.093,0.095+-0.009,0.077+-0.042
2,1.725+-0.14,2.265+-0.221,0.152+-0.076,0.773+-0.04,0.152+-0.076,0.128+-0.009,0.114+-0.045
3,1.692+-0.074,2.11+-0.1,0.267+-0.026,0.83+-0.054,0.267+-0.026,0.209+-0.015,0.243+-0.067
4,1.623+-0.097,2.081+-0.462,0.352+-0.073,0.86+-0.057,0.352+-0.073,0.284+-0.069,0.292+-0.146
5,1.478+-0.076,2.219+-0.597,0.297+-0.147,0.89+-0.054,0.297+-0.147,0.225+-0.09,0.27+-0.151
6,1.437+-0.125,1.83+-0.184,0.39+-0.112,0.928+-0.019,0.39+-0.112,0.305+-0.031,0.416+-0.119
7,1.497+-0.28,2.244+-0.131,0.326+-0.055,0.898+-0.015,0.326+-0.055,0.263+-0.049,0.28+-0.089
8,1.501+-0.274,2.107+-0.317,0.364+-0.127,0.932+-0.024,0.364+-0.127,0.265+-0.048,0.352+-0.105
9,1.65+-0.23,2.112+-0.146,0.385+-0.043,0.915+-0.03,0.385+-0.043,0.277+-0.021,0.372+-0.055
10,1.455+-0.127,2.689+-0.209,0.318+-0.05,0.842+-0.009,0.318+-0.05,0.261+-0.015,0.288+-0.054
11,1.582+-0.067,2.609+-0.48,0.335+-0.097,0.931+-0.009,0.335+-0.097,0.253+-0.037,0.332+-0.075
12,1.462+-0.209,2.691+-0.325,0.359+-0.016,0.878+-0.09,0.359+-0.016,0.267+-0.019,0.306+-0.017
13,1.407+-0.091,2.472+-0.637,0.355+-0.174,0.918+-0.029,0.355+-0.174,0.26+-0.097,0.334+-0.167
14,1.394+-0.147,2.685+-0.801,0.407+-0.109,0.868+-0.089,0.407+-0.109,0.3+-0.079,0.364+-0.14
15,1.501+-0.125,2.397+-1.17,0.472+-0.081,0.946+-0.015,0.472+-0.081,0.34+-0.048,0.442+-0.083
16,1.552+-0.073,3.371+-1.183,0.324+-0.056,0.809+-0.145,0.324+-0.056,0.273+-0.05,0.287+-0.082
17,1.606+-0.338,2.303+-0.312,0.392+-0.125,0.926+-0.019,0.392+-0.125,0.301+-0.047,0.367+-0.097
18,1.384+-0.081,3.732+-0.755,0.367+-0.047,0.842+-0.076,0.367+-0.047,0.307+-0.024,0.348+-0.055
19,1.682+-0.182,3.155+-1.103,0.405+-0.08,0.882+-0.039,0.405+-0.08,0.293+-0.054,0.371+-0.106
20,1.56+-0.459,2.655+-0.227,0.374+-0.044,0.923+-0.019,0.374+-0.044,0.273+-0.038,0.364+-0.074
21,1.522+-0.415,3.016+-0.713,0.344+-0.041,0.86+-0.085,0.344+-0.041,0.284+-0.042,0.31+-0.058
22,1.475+-0.048,3.245+-0.348,0.378+-0.079,0.895+-0.05,0.378+-0.079,0.277+-0.057,0.318+-0.093
23,1.71+-0.522,3.684+-0.4,0.299+-0.052,0.879+-0.068,0.299+-0.052,0.24+-0.046,0.245+-0.079
24,1.929+-0.126,3.419+-1.434,0.389+-0.033,0.845+-0.126,0.389+-0.033,0.3+-0.032,0.35+-0.06
25,1.495+-0.317,2.607+-0.971,0.407+-0.093,0.928+-0.042,0.407+-0.093,0.304+-0.07,0.402+-0.089
