epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,2.064+-0.022,2.087+-0.079,0.251+-0.118,0.802+-0.081,0.251+-0.118,0.157+-0.029,0.223+-0.116
1,1.612+-0.022,1.88+-0.08,0.316+-0.11,0.921+-0.017,0.316+-0.11,0.253+-0.065,0.328+-0.117
2,1.269+-0.027,1.683+-0.101,0.379+-0.058,0.931+-0.005,0.379+-0.058,0.322+-0.046,0.382+-0.068
3,1.078+-0.031,1.508+-0.013,0.454+-0.011,0.947+-0.011,0.454+-0.011,0.388+-0.014,0.47+-0.012
4,0.944+-0.071,1.446+-0.096,0.46+-0.045,0.949+-0.02,0.46+-0.045,0.416+-0.032,0.473+-0.038
5,0.863+-0.027,1.378+-0.058,0.476+-0.02,0.965+-0.002,0.476+-0.02,0.428+-0.015,0.48+-0.034
6,0.767+-0.043,1.32+-0.066,0.49+-0.037,0.968+-0.002,0.49+-0.037,0.444+-0.029,0.491+-0.048
7,0.73+-0.041,1.259+-0.013,0.508+-0.014,0.972+-0.003,0.508+-0.014,0.462+-0.012,0.516+-0.022
8,0.673+-0.029,1.241+-0.049,0.506+-0.017,0.975+-0.001,0.506+-0.017,0.473+-0.011,0.513+-0.019
9,0.629+-0.034,1.18+-0.077,0.538+-0.03,0.977+-0.003,0.538+-0.03,0.493+-0.027,0.543+-0.033
10,0.583+-0.021,1.195+-0.077,0.537+-0.041,0.978+-0.006,0.537+-0.041,0.495+-0.031,0.544+-0.041
11,0.555+-0.008,1.179+-0.006,0.528+-0.01,0.979+-0.004,0.528+-0.01,0.49+-0.013,0.532+-0.009
12,0.532+-0.015,1.155+-0.016,0.538+-0.006,0.982+-0.004,0.538+-0.006,0.493+-0.008,0.544+-0.008
13,0.533+-0.027,1.088+-0.035,0.576+-0.017,0.982+-0.004,0.576+-0.017,0.52+-0.018,0.583+-0.015
14,0.509+-0.034,1.092+-0.044,0.565+-0.022,0.982+-0.003,0.565+-0.022,0.53+-0.022,0.568+-0.023
15,0.491+-0.013,1.068+-0.05,0.569+-0.025,0.984+-0.004,0.569+-0.025,0.53+-0.009,0.574+-0.023
16,0.471+-0.028,1.066+-0.036,0.572+-0.029,0.982+-0.005,0.572+-0.029,0.527+-0.014,0.577+-0.036
17,0.436+-0.021,1.063+-0.04,0.577+-0.002,0.985+-0.002,0.577+-0.002,0.536+-0.002,0.581+-0.001
18,0.423+-0.043,1.03+-0.032,0.585+-0.011,0.985+-0.003,0.585+-0.011,0.55+-0.011,0.588+-0.012
19,0.424+-0.043,1.027+-0.036,0.586+-0.018,0.985+-0.003,0.586+-0.018,0.536+-0.012,0.587+-0.021
20,0.409+-0.035,1.028+-0.082,0.588+-0.033,0.984+-0.003,0.588+-0.033,0.547+-0.019,0.591+-0.036
21,0.402+-0.039,1.051+-0.04,0.575+-0.011,0.985+-0.005,0.575+-0.011,0.54+-0.009,0.582+-0.011
22,0.36+-0.022,1.032+-0.037,0.581+-0.017,0.985+-0.004,0.581+-0.017,0.54+-0.017,0.587+-0.014
23,0.352+-0.038,1.023+-0.05,0.588+-0.019,0.986+-0.002,0.588+-0.019,0.546+-0.016,0.59+-0.02
24,0.357+-0.018,0.945+-0.027,0.626+-0.011,0.986+-0.001,0.626+-0.011,0.579+-0.011,0.628+-0.01
25,0.322+-0.021,0.991+-0.006,0.592+-0.008,0.986+-0.003,0.592+-0.008,0.553+-0.007,0.594+-0.007
26,0.327+-0.035,1.011+-0.052,0.586+-0.017,0.986+-0.003,0.586+-0.017,0.544+-0.019,0.586+-0.02
27,0.315+-0.019,0.98+-0.031,0.6+-0.006,0.986+-0.004,0.6+-0.006,0.557+-0.011,0.603+-0.004
28,0.291+-0.027,1.009+-0.032,0.598+-0.003,0.986+-0.002,0.598+-0.003,0.552+-0.005,0.6+-0.004
29,0.302+-0.008,1.016+-0.194,0.598+-0.079,0.983+-0.006,0.598+-0.079,0.542+-0.055,0.599+-0.08
30,0.296+-0.004,0.952+-0.058,0.627+-0.025,0.986+-0.004,0.627+-0.025,0.569+-0.027,0.63+-0.023
31,0.28+-0.024,1.003+-0.049,0.601+-0.023,0.985+-0.004,0.601+-0.023,0.566+-0.016,0.604+-0.02
32,0.272+-0.045,0.965+-0.054,0.614+-0.024,0.984+-0.004,0.614+-0.024,0.572+-0.012,0.613+-0.023
33,0.259+-0.018,1.069+-0.134,0.578+-0.035,0.985+-0.006,0.578+-0.035,0.542+-0.028,0.579+-0.038
34,0.239+-0.005,1.004+-0.101,0.619+-0.03,0.986+-0.003,0.619+-0.03,0.559+-0.017,0.618+-0.035
35,0.241+-0.007,0.921+-0.039,0.637+-0.019,0.985+-0.002,0.637+-0.019,0.578+-0.006,0.637+-0.017
36,0.236+-0.033,0.989+-0.066,0.611+-0.017,0.985+-0.003,0.611+-0.017,0.565+-0.016,0.608+-0.016
37,0.226+-0.032,0.916+-0.037,0.645+-0.003,0.987+-0.003,0.645+-0.003,0.585+-0.01,0.646+-0.001
38,0.219+-0.022,0.968+-0.093,0.623+-0.027,0.986+-0.003,0.623+-0.027,0.576+-0.014,0.624+-0.03
39,0.192+-0.03,0.966+-0.007,0.631+-0.019,0.983+-0.004,0.631+-0.019,0.567+-0.012,0.622+-0.021
40,0.21+-0.032,1.082+-0.236,0.594+-0.057,0.984+-0.002,0.594+-0.057,0.557+-0.043,0.596+-0.055
41,0.2+-0.016,0.933+-0.054,0.637+-0.03,0.985+-0.002,0.637+-0.03,0.584+-0.011,0.636+-0.032
42,0.189+-0.015,0.946+-0.042,0.641+-0.013,0.986+-0.003,0.641+-0.013,0.575+-0.016,0.64+-0.017
43,0.206+-0.03,0.928+-0.085,0.645+-0.032,0.986+-0.002,0.645+-0.032,0.584+-0.019,0.643+-0.029
44,0.174+-0.039,0.96+-0.072,0.629+-0.027,0.985+-0.003,0.629+-0.027,0.57+-0.019,0.627+-0.025
45,0.17+-0.019,0.969+-0.036,0.633+-0.009,0.987+-0.003,0.633+-0.009,0.579+-0.019,0.633+-0.008
46,0.172+-0.021,0.96+-0.091,0.633+-0.037,0.985+-0.002,0.633+-0.037,0.575+-0.017,0.631+-0.037
47,0.148+-0.027,0.935+-0.04,0.642+-0.014,0.986+-0.002,0.642+-0.014,0.586+-0.016,0.641+-0.015
48,0.142+-0.018,0.906+-0.042,0.661+-0.021,0.986+-0.004,0.661+-0.021,0.596+-0.011,0.659+-0.021
49,0.156+-0.02,1.034+-0.054,0.616+-0.018,0.985+-0.003,0.616+-0.018,0.576+-0.006,0.617+-0.021
50,0.155+-0.022,0.963+-0.019,0.645+-0.006,0.985+-0.004,0.645+-0.006,0.583+-0.007,0.642+-0.004
51,0.147+-0.018,0.926+-0.059,0.654+-0.028,0.985+-0.003,0.654+-0.028,0.59+-0.008,0.653+-0.024
52,0.141+-0.024,0.957+-0.064,0.647+-0.016,0.987+-0.002,0.647+-0.016,0.589+-0.013,0.646+-0.017
53,0.148+-0.012,1.034+-0.093,0.621+-0.031,0.985+-0.002,0.621+-0.031,0.573+-0.019,0.617+-0.032
54,0.131+-0.029,0.932+-0.026,0.659+-0.011,0.983+-0.004,0.659+-0.011,0.588+-0.008,0.654+-0.009
55,0.118+-0.02,0.978+-0.097,0.645+-0.027,0.984+-0.003,0.645+-0.027,0.577+-0.021,0.642+-0.024
56,0.113+-0.004,1.122+-0.253,0.623+-0.033,0.985+-0.003,0.623+-0.033,0.575+-0.02,0.623+-0.031
57,0.114+-0.02,1.032+-0.07,0.639+-0.028,0.984+-0.003,0.639+-0.028,0.571+-0.007,0.63+-0.025
58,0.103+-0.02,0.971+-0.043,0.654+-0.011,0.986+-0.004,0.654+-0.011,0.594+-0.006,0.654+-0.013
59,0.105+-0.025,0.967+-0.07,0.651+-0.009,0.985+-0.002,0.651+-0.009,0.585+-0.006,0.648+-0.008
60,0.098+-0.015,0.991+-0.11,0.657+-0.021,0.984+-0.003,0.657+-0.021,0.577+-0.014,0.651+-0.021
61,0.109+-0.026,1.084+-0.128,0.621+-0.024,0.984+-0.004,0.621+-0.024,0.559+-0.027,0.618+-0.033
62,0.101+-0.024,0.987+-0.042,0.645+-0.009,0.985+-0.003,0.645+-0.009,0.579+-0.007,0.646+-0.008
63,0.084+-0.016,1.035+-0.131,0.647+-0.025,0.986+-0.004,0.647+-0.025,0.584+-0.009,0.642+-0.026
64,0.092+-0.006,1.005+-0.133,0.649+-0.027,0.986+-0.003,0.649+-0.027,0.575+-0.015,0.646+-0.026
65,0.079+-0.01,0.994+-0.061,0.668+-0.019,0.984+-0.003,0.668+-0.019,0.591+-0.009,0.663+-0.017
66,0.074+-0.011,1.002+-0.068,0.655+-0.008,0.986+-0.003,0.655+-0.008,0.586+-0.005,0.654+-0.008
67,0.074+-0.015,1.062+-0.131,0.642+-0.037,0.985+-0.003,0.642+-0.037,0.575+-0.005,0.636+-0.037
68,0.073+-0.01,1.022+-0.109,0.658+-0.036,0.984+-0.003,0.658+-0.036,0.582+-0.018,0.653+-0.035
69,0.066+-0.004,0.993+-0.024,0.664+-0.013,0.984+-0.002,0.664+-0.013,0.588+-0.008,0.659+-0.011
70,0.072+-0.004,1.089+-0.099,0.646+-0.009,0.986+-0.002,0.646+-0.009,0.584+-0.004,0.646+-0.007
71,0.065+-0.008,1.012+-0.109,0.666+-0.02,0.983+-0.005,0.666+-0.02,0.575+-0.018,0.659+-0.024
72,0.066+-0.013,1.025+-0.066,0.659+-0.008,0.983+-0.006,0.659+-0.008,0.586+-0.008,0.656+-0.007
73,0.067+-0.001,1.038+-0.05,0.647+-0.013,0.986+-0.003,0.647+-0.013,0.578+-0.009,0.646+-0.009
74,0.058+-0.018,1.01+-0.057,0.66+-0.02,0.984+-0.005,0.66+-0.02,0.589+-0.01,0.657+-0.02
75,0.052+-0.013,1.05+-0.056,0.659+-0.008,0.984+-0.001,0.659+-0.008,0.586+-0.016,0.653+-0.009
76,0.054+-0.013,1.237+-0.164,0.61+-0.012,0.983+-0.005,0.61+-0.012,0.564+-0.014,0.608+-0.007
77,0.046+-0.018,1.041+-0.052,0.66+-0.006,0.984+-0.005,0.66+-0.006,0.581+-0.014,0.655+-0.009
78,0.051+-0.011,1.058+-0.012,0.658+-0.006,0.982+-0.002,0.658+-0.006,0.59+-0.004,0.656+-0.005
79,0.047+-0.015,1.052+-0.06,0.665+-0.012,0.983+-0.005,0.665+-0.012,0.581+-0.008,0.659+-0.007
80,0.048+-0.009,1.104+-0.087,0.644+-0.022,0.984+-0.003,0.644+-0.022,0.581+-0.013,0.642+-0.019
81,0.045+-0.014,1.011+-0.042,0.673+-0.016,0.983+-0.004,0.673+-0.016,0.598+-0.006,0.671+-0.014
82,0.041+-0.008,1.053+-0.053,0.666+-0.018,0.982+-0.006,0.666+-0.018,0.59+-0.007,0.662+-0.021
83,0.048+-0.018,1.142+-0.123,0.639+-0.018,0.985+-0.003,0.639+-0.018,0.581+-0.016,0.636+-0.021
84,0.041+-0.017,1.039+-0.013,0.668+-0.017,0.983+-0.004,0.668+-0.017,0.59+-0.019,0.662+-0.018
85,0.038+-0.007,1.107+-0.089,0.65+-0.012,0.984+-0.003,0.65+-0.012,0.584+-0.01,0.648+-0.008
86,0.033+-0.008,1.047+-0.029,0.671+-0.018,0.986+-0.002,0.671+-0.018,0.593+-0.007,0.668+-0.016
87,0.034+-0.012,1.113+-0.075,0.652+-0.016,0.983+-0.005,0.652+-0.016,0.568+-0.017,0.648+-0.015
88,0.041+-0.011,1.041+-0.03,0.665+-0.025,0.984+-0.003,0.665+-0.025,0.59+-0.005,0.662+-0.023
89,0.043+-0.012,1.121+-0.059,0.66+-0.012,0.984+-0.002,0.66+-0.012,0.582+-0.007,0.656+-0.011
90,0.031+-0.011,1.104+-0.081,0.66+-0.029,0.981+-0.006,0.66+-0.029,0.577+-0.02,0.656+-0.029
91,0.038+-0.01,1.077+-0.025,0.674+-0.012,0.984+-0.003,0.674+-0.012,0.598+-0.009,0.67+-0.013
92,0.036+-0.009,1.169+-0.129,0.645+-0.026,0.984+-0.003,0.645+-0.026,0.579+-0.015,0.641+-0.023
93,0.031+-0.008,1.082+-0.091,0.67+-0.014,0.984+-0.003,0.67+-0.014,0.599+-0.012,0.668+-0.014
94,0.029+-0.006,1.084+-0.068,0.665+-0.009,0.981+-0.006,0.665+-0.009,0.59+-0.015,0.661+-0.009
95,0.025+-0.009,1.07+-0.032,0.669+-0.017,0.983+-0.004,0.669+-0.017,0.59+-0.003,0.665+-0.018
96,0.022+-0.004,1.069+-0.038,0.674+-0.007,0.984+-0.005,0.674+-0.007,0.594+-0.005,0.67+-0.008
97,0.029+-0.009,1.355+-0.442,0.63+-0.06,0.983+-0.002,0.63+-0.06,0.568+-0.038,0.62+-0.069
98,0.023+-0.005,1.102+-0.058,0.665+-0.001,0.984+-0.004,0.665+-0.001,0.591+-0.004,0.661+-0.002
99,0.041+-0.007,1.181+-0.065,0.665+-0.022,0.984+-0.003,0.665+-0.022,0.587+-0.01,0.661+-0.02
