epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,1.873+-0.016,1.872+-0.164,0.297+-0.088,0.836+-0.117,0.297+-0.088,0.232+-0.085,0.275+-0.108
1,1.192+-0.018,1.491+-0.177,0.475+-0.049,0.94+-0.013,0.475+-0.049,0.394+-0.04,0.469+-0.068
2,1.143+-0.053,1.714+-0.107,0.487+-0.043,0.951+-0.001,0.487+-0.043,0.415+-0.026,0.485+-0.053
3,1.175+-0.12,2.008+-0.425,0.452+-0.055,0.949+-0.022,0.452+-0.055,0.395+-0.04,0.464+-0.055
4,1.142+-0.167,2.04+-0.377,0.456+-0.069,0.963+-0.011,0.456+-0.069,0.411+-0.052,0.456+-0.076
5,1.21+-0.072,2.497+-0.337,0.405+-0.075,0.96+-0.006,0.405+-0.075,0.379+-0.014,0.414+-0.07
6,1.18+-0.054,2.211+-0.266,0.427+-0.029,0.967+-0.004,0.427+-0.029,0.381+-0.032,0.417+-0.036
7,1.19+-0.04,2.496+-0.209,0.382+-0.02,0.963+-0.007,0.382+-0.02,0.368+-0.007,0.373+-0.033
8,1.132+-0.057,2.205+-0.256,0.452+-0.058,0.973+-0.004,0.452+-0.058,0.38+-0.014,0.441+-0.047
9,1.072+-0.042,2.462+-0.553,0.419+-0.068,0.96+-0.02,0.419+-0.068,0.38+-0.051,0.431+-0.067
10,1.056+-0.123,2.247+-0.172,0.457+-0.053,0.967+-0.01,0.457+-0.053,0.408+-0.011,0.449+-0.067
11,0.954+-0.132,2.202+-0.16,0.487+-0.035,0.972+-0.005,0.487+-0.035,0.428+-0.02,0.473+-0.046
12,0.982+-0.167,2.278+-0.15,0.474+-0.011,0.973+-0.009,0.474+-0.011,0.416+-0.02,0.475+-0.02
13,0.889+-0.031,2.171+-0.087,0.515+-0.039,0.971+-0.007,0.515+-0.039,0.427+-0.027,0.512+-0.039
14,0.941+-0.138,2.534+-0.817,0.447+-0.104,0.97+-0.008,0.447+-0.104,0.422+-0.071,0.436+-0.113
15,0.878+-0.094,2.025+-0.188,0.51+-0.06,0.975+-0.003,0.51+-0.06,0.455+-0.016,0.514+-0.045
16,0.89+-0.067,2.41+-0.497,0.466+-0.059,0.971+-0.006,0.466+-0.059,0.417+-0.027,0.474+-0.056
17,0.91+-0.149,2.308+-0.313,0.482+-0.031,0.976+-0.002,0.482+-0.031,0.431+-0.026,0.467+-0.045
18,0.803+-0.079,2.3+-0.711,0.503+-0.102,0.974+-0.009,0.503+-0.102,0.436+-0.072,0.491+-0.128
19,0.857+-0.128,2.296+-0.12,0.487+-0.015,0.977+-0.003,0.487+-0.015,0.445+-0.008,0.465+-0.019
20,0.808+-0.055,2.04+-0.211,0.546+-0.022,0.976+-0.003,0.546+-0.022,0.463+-0.014,0.545+-0.019
21,0.91+-0.2,2.627+-0.624,0.458+-0.054,0.971+-0.002,0.458+-0.054,0.415+-0.037,0.451+-0.049
22,0.846+-0.335,2.274+-0.172,0.518+-0.016,0.97+-0.006,0.518+-0.016,0.446+-0.018,0.521+-0.014
23,0.88+-0.201,2.409+-0.378,0.495+-0.021,0.971+-0.002,0.495+-0.021,0.449+-0.026,0.482+-0.024
24,0.882+-0.235,2.399+-0.342,0.517+-0.05,0.97+-0.01,0.517+-0.05,0.456+-0.031,0.503+-0.08
25,0.786+-0.128,2.824+-0.6,0.466+-0.036,0.966+-0.003,0.466+-0.036,0.413+-0.034,0.443+-0.032
26,0.984+-0.283,2.176+-0.343,0.529+-0.022,0.976+-0.002,0.529+-0.022,0.462+-0.018,0.524+-0.022
27,0.831+-0.132,2.748+-0.277,0.483+-0.069,0.973+-0.006,0.483+-0.069,0.427+-0.035,0.463+-0.07
28,0.821+-0.111,2.488+-0.501,0.503+-0.082,0.971+-0.011,0.503+-0.082,0.436+-0.053,0.508+-0.065
29,0.82+-0.106,2.581+-0.559,0.51+-0.049,0.97+-0.005,0.51+-0.049,0.441+-0.023,0.509+-0.045
30,0.899+-0.131,2.489+-0.058,0.506+-0.009,0.973+-0.002,0.506+-0.009,0.436+-0.014,0.513+-0.025
31,0.852+-0.151,2.317+-0.244,0.519+-0.04,0.97+-0.013,0.519+-0.04,0.45+-0.018,0.505+-0.049
32,0.811+-0.193,2.688+-0.087,0.498+-0.048,0.968+-0.006,0.498+-0.048,0.439+-0.029,0.479+-0.056
33,0.768+-0.177,2.672+-0.468,0.481+-0.037,0.973+-0.007,0.481+-0.037,0.432+-0.029,0.486+-0.037
34,0.736+-0.107,2.717+-0.276,0.487+-0.052,0.969+-0.002,0.487+-0.052,0.419+-0.062,0.477+-0.074
35,0.755+-0.137,2.614+-0.346,0.518+-0.02,0.975+-0.003,0.518+-0.02,0.439+-0.054,0.495+-0.048
36,0.782+-0.181,2.433+-0.098,0.516+-0.03,0.977+-0.002,0.516+-0.03,0.44+-0.033,0.504+-0.037
37,0.715+-0.058,3.082+-1.112,0.468+-0.118,0.968+-0.014,0.468+-0.118,0.409+-0.046,0.447+-0.124
38,0.75+-0.232,2.386+-0.25,0.514+-0.039,0.977+-0.002,0.514+-0.039,0.462+-0.016,0.51+-0.026
39,0.729+-0.203,2.249+-0.038,0.545+-0.027,0.976+-0.002,0.545+-0.027,0.474+-0.017,0.538+-0.031
40,0.754+-0.098,2.693+-0.502,0.491+-0.064,0.969+-0.006,0.491+-0.064,0.441+-0.034,0.485+-0.071
41,0.738+-0.125,2.344+-0.273,0.529+-0.025,0.975+-0.003,0.529+-0.025,0.466+-0.004,0.531+-0.025
42,0.659+-0.236,2.344+-0.249,0.53+-0.038,0.974+-0.003,0.53+-0.038,0.468+-0.032,0.521+-0.046
43,0.697+-0.262,2.558+-0.753,0.518+-0.049,0.97+-0.014,0.518+-0.049,0.455+-0.022,0.513+-0.049
44,0.647+-0.152,2.692+-0.565,0.497+-0.043,0.974+-0.005,0.497+-0.043,0.44+-0.039,0.486+-0.069
45,0.659+-0.164,2.62+-0.145,0.514+-0.024,0.973+-0.007,0.514+-0.024,0.449+-0.032,0.492+-0.028
46,0.654+-0.213,2.544+-0.159,0.52+-0.016,0.97+-0.008,0.52+-0.016,0.451+-0.02,0.508+-0.026
47,0.565+-0.197,2.545+-0.503,0.522+-0.028,0.975+-0.003,0.522+-0.028,0.448+-0.013,0.502+-0.038
