epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,10.466+-4.511,13.583+-6.755,0.236+-0.032,0.66+-0.184,0.236+-0.032,0.207+-0.111,0.186+-0.085
1,6.664+-2.173,10.118+-1.605,0.336+-0.054,0.819+-0.103,0.336+-0.054,0.263+-0.041,0.305+-0.096
2,3.741+-0.673,6.448+-1.736,0.478+-0.078,0.916+-0.029,0.478+-0.078,0.411+-0.055,0.477+-0.073
3,1.888+-0.689,5.309+-0.614,0.511+-0.063,0.962+-0.017,0.511+-0.063,0.42+-0.034,0.521+-0.069
4,1.592+-0.161,5.216+-1.182,0.513+-0.066,0.954+-0.01,0.513+-0.066,0.443+-0.041,0.505+-0.094
5,1.169+-0.221,3.987+-0.341,0.573+-0.02,0.968+-0.008,0.573+-0.02,0.46+-0.028,0.571+-0.012
6,1.141+-0.165,3.714+-0.823,0.583+-0.051,0.972+-0.008,0.583+-0.051,0.476+-0.044,0.582+-0.049
7,0.946+-0.259,4.334+-0.861,0.558+-0.035,0.972+-0.007,0.558+-0.035,0.448+-0.044,0.55+-0.037
8,0.691+-0.223,3.74+-0.232,0.576+-0.012,0.971+-0.002,0.576+-0.012,0.471+-0.016,0.579+-0.011
9,0.679+-0.109,4.259+-0.299,0.577+-0.012,0.977+-0.001,0.577+-0.012,0.456+-0.02,0.566+-0.008
10,0.691+-0.141,3.797+-0.659,0.598+-0.016,0.972+-0.007,0.598+-0.016,0.461+-0.016,0.591+-0.026
11,0.656+-0.162,4.27+-0.332,0.557+-0.003,0.971+-0.002,0.557+-0.003,0.463+-0.03,0.539+-0.007
12,0.622+-0.207,3.77+-0.227,0.585+-0.029,0.974+-0.005,0.585+-0.029,0.474+-0.043,0.578+-0.034
13,0.499+-0.079,4.393+-0.54,0.551+-0.021,0.967+-0.004,0.551+-0.021,0.454+-0.017,0.54+-0.024
14,0.62+-0.024,4.357+-1.049,0.57+-0.064,0.97+-0.01,0.57+-0.064,0.45+-0.05,0.558+-0.07
15,0.501+-0.122,4.051+-0.645,0.572+-0.025,0.97+-0.006,0.572+-0.025,0.468+-0.028,0.568+-0.033
16,0.452+-0.055,4.111+-0.558,0.568+-0.047,0.973+-0.002,0.568+-0.047,0.456+-0.039,0.561+-0.049
17,0.392+-0.071,4.498+-0.409,0.542+-0.039,0.975+-0.003,0.542+-0.039,0.446+-0.044,0.54+-0.046
18,0.393+-0.223,4.015+-0.436,0.58+-0.025,0.974+-0.004,0.58+-0.025,0.473+-0.026,0.571+-0.029
19,0.461+-0.074,3.856+-0.152,0.592+-0.015,0.972+-0.006,0.592+-0.015,0.476+-0.049,0.588+-0.02
20,0.354+-0.07,3.968+-0.426,0.588+-0.034,0.975+-0.003,0.588+-0.034,0.458+-0.052,0.579+-0.039
21,0.417+-0.02,4.315+-0.504,0.557+-0.036,0.972+-0.005,0.557+-0.036,0.454+-0.044,0.555+-0.05
22,0.457+-0.115,4.412+-0.506,0.578+-0.029,0.967+-0.007,0.578+-0.029,0.448+-0.04,0.569+-0.039
23,0.518+-0.263,4.479+-0.498,0.57+-0.036,0.967+-0.012,0.57+-0.036,0.452+-0.031,0.569+-0.034
24,0.547+-0.326,4.756+-1.188,0.553+-0.049,0.971+-0.009,0.553+-0.049,0.439+-0.056,0.548+-0.062
25,0.459+-0.036,4.459+-0.897,0.57+-0.032,0.974+-0.005,0.57+-0.032,0.454+-0.017,0.56+-0.043
26,0.347+-0.14,4.791+-0.816,0.559+-0.051,0.974+-0.008,0.559+-0.051,0.46+-0.047,0.546+-0.057
27,0.294+-0.08,4.072+-0.218,0.599+-0.007,0.975+-0.005,0.599+-0.007,0.472+-0.011,0.592+-0.011
28,0.324+-0.191,4.1+-0.084,0.599+-0.012,0.972+-0.007,0.599+-0.012,0.48+-0.022,0.594+-0.005
29,0.23+-0.091,4.033+-0.162,0.599+-0.008,0.973+-0.003,0.599+-0.008,0.485+-0.016,0.596+-0.01
30,0.22+-0.106,4.39+-0.023,0.57+-0.016,0.969+-0.002,0.57+-0.016,0.458+-0.017,0.572+-0.007
31,0.248+-0.13,4.176+-0.125,0.586+-0.026,0.973+-0.004,0.586+-0.026,0.465+-0.032,0.581+-0.027
32,0.25+-0.006,4.889+-1.184,0.568+-0.046,0.972+-0.005,0.568+-0.046,0.453+-0.027,0.552+-0.06
33,0.416+-0.258,4.973+-1.26,0.55+-0.046,0.966+-0.005,0.55+-0.046,0.454+-0.012,0.539+-0.064
34,0.383+-0.086,4.885+-0.592,0.567+-0.032,0.97+-0.003,0.567+-0.032,0.44+-0.036,0.56+-0.025
35,0.425+-0.14,4.574+-0.71,0.581+-0.038,0.972+-0.006,0.581+-0.038,0.451+-0.03,0.57+-0.039
36,0.242+-0.062,4.899+-0.72,0.569+-0.036,0.97+-0.006,0.569+-0.036,0.448+-0.023,0.554+-0.034
37,0.261+-0.154,4.833+-0.772,0.579+-0.053,0.973+-0.006,0.579+-0.053,0.451+-0.012,0.565+-0.049
38,0.384+-0.255,4.594+-0.407,0.593+-0.027,0.971+-0.001,0.593+-0.027,0.466+-0.023,0.585+-0.026
39,0.22+-0.015,4.734+-0.847,0.578+-0.043,0.968+-0.007,0.578+-0.043,0.46+-0.027,0.573+-0.041
40,0.238+-0.106,4.935+-1.143,0.583+-0.031,0.969+-0.006,0.583+-0.031,0.444+-0.025,0.571+-0.041
