epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,1.392+-0.074,1.532+-0.096,0.403+-0.01,0.932+-0.038,0.403+-0.01,0.366+-0.038,0.341+-0.025
1,0.47+-0.022,1.061+-0.035,0.595+-0.028,0.981+-0.005,0.595+-0.028,0.517+-0.031,0.591+-0.025
2,0.294+-0.017,1.073+-0.127,0.6+-0.042,0.978+-0.006,0.6+-0.042,0.512+-0.045,0.597+-0.045
3,0.163+-0.024,1.011+-0.075,0.648+-0.023,0.984+-0.003,0.648+-0.023,0.551+-0.03,0.644+-0.02
4,0.119+-0.007,1.121+-0.077,0.617+-0.036,0.979+-0.009,0.617+-0.036,0.494+-0.063,0.602+-0.043
5,0.076+-0.009,1.013+-0.058,0.673+-0.019,0.983+-0.005,0.673+-0.019,0.535+-0.05,0.66+-0.019
6,0.073+-0.012,1.03+-0.104,0.67+-0.038,0.982+-0.005,0.67+-0.038,0.551+-0.047,0.665+-0.033
7,0.052+-0.012,1.086+-0.108,0.663+-0.025,0.985+-0.003,0.663+-0.025,0.534+-0.038,0.651+-0.019
8,0.038+-0.016,1.087+-0.058,0.677+-0.012,0.983+-0.005,0.677+-0.012,0.558+-0.034,0.667+-0.006
9,0.028+-0.008,1.187+-0.139,0.648+-0.013,0.983+-0.003,0.648+-0.013,0.544+-0.024,0.643+-0.009
10,0.021+-0.004,1.125+-0.063,0.686+-0.003,0.983+-0.004,0.686+-0.003,0.534+-0.043,0.667+-0.005
11,0.017+-0.002,1.068+-0.077,0.687+-0.013,0.984+-0.005,0.687+-0.013,0.548+-0.042,0.675+-0.008
12,0.018+-0.01,1.096+-0.039,0.692+-0.004,0.983+-0.006,0.692+-0.004,0.545+-0.038,0.68+-0.002
13,0.013+-0.007,1.156+-0.115,0.697+-0.008,0.982+-0.007,0.697+-0.008,0.538+-0.057,0.679+-0.018
14,0.007+-0.002,1.142+-0.139,0.682+-0.027,0.982+-0.004,0.682+-0.027,0.538+-0.039,0.668+-0.023
15,0.011+-0.008,1.081+-0.082,0.695+-0.006,0.983+-0.004,0.695+-0.006,0.545+-0.037,0.682+-0.007
16,0.006+-0.001,1.08+-0.078,0.7+-0.007,0.983+-0.007,0.7+-0.007,0.554+-0.046,0.689+-0.011
17,0.01+-0.008,1.066+-0.036,0.698+-0.009,0.983+-0.005,0.698+-0.009,0.56+-0.048,0.687+-0.01
18,0.004+-0.003,1.097+-0.037,0.695+-0.01,0.984+-0.004,0.695+-0.01,0.556+-0.051,0.683+-0.017
19,0.003+-0.001,1.096+-0.042,0.699+-0.016,0.983+-0.006,0.699+-0.016,0.562+-0.053,0.687+-0.023
20,0.002+-0.0,1.093+-0.02,0.703+-0.009,0.983+-0.006,0.703+-0.009,0.562+-0.055,0.691+-0.016
21,0.002+-0.001,1.119+-0.025,0.701+-0.01,0.983+-0.006,0.701+-0.01,0.552+-0.049,0.687+-0.016
22,0.005+-0.006,1.158+-0.055,0.696+-0.017,0.983+-0.006,0.696+-0.017,0.555+-0.056,0.682+-0.024
23,0.003+-0.002,1.128+-0.035,0.701+-0.008,0.983+-0.006,0.701+-0.008,0.554+-0.045,0.687+-0.014
24,0.001+-0.001,1.123+-0.068,0.699+-0.015,0.984+-0.005,0.699+-0.015,0.564+-0.051,0.688+-0.021
25,0.001+-0.001,1.106+-0.069,0.702+-0.009,0.983+-0.004,0.702+-0.009,0.566+-0.051,0.691+-0.015
26,0.001+-0.001,1.1+-0.064,0.703+-0.01,0.984+-0.004,0.703+-0.01,0.568+-0.048,0.692+-0.015
27,0.001+-0.0,1.104+-0.071,0.705+-0.011,0.984+-0.004,0.705+-0.011,0.565+-0.045,0.694+-0.016
28,0.001+-0.0,1.114+-0.069,0.707+-0.01,0.984+-0.004,0.707+-0.01,0.567+-0.042,0.695+-0.014
29,0.001+-0.0,1.133+-0.061,0.703+-0.008,0.984+-0.005,0.703+-0.008,0.561+-0.042,0.691+-0.013
