epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,1.994+-0.047,2.784+-0.161,0.006+-0.0,0.475+-0.147,0.006+-0.0,0.001+-0.0,0.0+-0.001
1,1.729+-0.086,2.988+-0.51,0.043+-0.059,0.486+-0.094,0.043+-0.059,0.017+-0.02,0.024+-0.034
2,1.57+-0.108,2.931+-0.573,0.06+-0.037,0.606+-0.152,0.06+-0.037,0.037+-0.021,0.051+-0.043
3,1.469+-0.078,3.315+-0.902,0.109+-0.124,0.697+-0.165,0.109+-0.124,0.074+-0.065,0.104+-0.122
4,1.299+-0.114,3.045+-0.767,0.17+-0.1,0.763+-0.153,0.17+-0.1,0.111+-0.05,0.164+-0.068
5,1.07+-0.112,2.8+-0.416,0.224+-0.032,0.862+-0.052,0.224+-0.032,0.147+-0.017,0.213+-0.023
6,0.951+-0.134,2.396+-0.398,0.266+-0.063,0.875+-0.043,0.266+-0.063,0.166+-0.039,0.21+-0.083
7,0.857+-0.106,2.172+-0.398,0.29+-0.051,0.868+-0.079,0.29+-0.051,0.195+-0.06,0.23+-0.095
8,0.813+-0.129,2.185+-0.273,0.288+-0.038,0.884+-0.063,0.288+-0.038,0.214+-0.053,0.278+-0.057
9,0.832+-0.087,2.233+-0.191,0.301+-0.024,0.898+-0.048,0.301+-0.024,0.209+-0.035,0.296+-0.043
10,0.799+-0.088,1.973+-0.365,0.352+-0.043,0.93+-0.018,0.352+-0.043,0.257+-0.046,0.336+-0.053
11,0.762+-0.14,2.389+-1.011,0.337+-0.089,0.93+-0.021,0.337+-0.089,0.243+-0.072,0.326+-0.116
12,0.663+-0.094,2.269+-0.999,0.381+-0.066,0.947+-0.01,0.381+-0.066,0.263+-0.037,0.388+-0.077
13,0.65+-0.064,2.748+-0.687,0.312+-0.021,0.941+-0.017,0.312+-0.021,0.214+-0.036,0.304+-0.039
14,0.793+-0.178,2.791+-0.538,0.301+-0.117,0.901+-0.06,0.301+-0.117,0.198+-0.067,0.301+-0.137
15,0.567+-0.126,2.677+-0.525,0.334+-0.099,0.911+-0.029,0.334+-0.099,0.197+-0.059,0.31+-0.104
16,0.578+-0.054,2.639+-0.658,0.338+-0.086,0.924+-0.021,0.338+-0.086,0.208+-0.049,0.307+-0.077
17,0.527+-0.043,2.34+-0.397,0.349+-0.067,0.931+-0.017,0.349+-0.067,0.219+-0.021,0.325+-0.036
18,0.507+-0.027,2.291+-0.271,0.321+-0.09,0.938+-0.004,0.321+-0.09,0.211+-0.031,0.309+-0.081
19,0.525+-0.086,2.831+-1.082,0.3+-0.037,0.919+-0.05,0.3+-0.037,0.209+-0.049,0.308+-0.018
20,0.473+-0.04,2.402+-0.49,0.345+-0.025,0.947+-0.007,0.345+-0.025,0.25+-0.055,0.347+-0.025
21,0.442+-0.052,2.592+-0.198,0.332+-0.006,0.943+-0.01,0.332+-0.006,0.258+-0.044,0.332+-0.037
22,0.476+-0.03,3.338+-1.284,0.296+-0.105,0.928+-0.026,0.296+-0.105,0.236+-0.079,0.316+-0.084
23,0.564+-0.087,3.309+-2.652,0.374+-0.106,0.947+-0.018,0.374+-0.106,0.295+-0.051,0.391+-0.105
24,0.454+-0.067,2.825+-1.697,0.353+-0.079,0.943+-0.017,0.353+-0.079,0.276+-0.058,0.359+-0.085
25,0.467+-0.134,2.191+-0.922,0.369+-0.097,0.945+-0.016,0.369+-0.097,0.292+-0.041,0.376+-0.09
26,0.415+-0.07,2.119+-0.579,0.367+-0.06,0.939+-0.014,0.367+-0.06,0.263+-0.035,0.367+-0.05
27,0.415+-0.04,1.855+-0.16,0.416+-0.004,0.949+-0.003,0.416+-0.004,0.286+-0.061,0.381+-0.06
28,0.403+-0.066,1.769+-0.165,0.426+-0.025,0.952+-0.005,0.426+-0.025,0.297+-0.024,0.398+-0.035
29,0.357+-0.048,2.222+-0.448,0.373+-0.039,0.947+-0.002,0.373+-0.039,0.273+-0.019,0.37+-0.023
30,0.355+-0.045,1.803+-0.145,0.438+-0.02,0.95+-0.001,0.438+-0.02,0.3+-0.016,0.425+-0.017
31,0.339+-0.08,1.722+-0.149,0.449+-0.032,0.95+-0.006,0.449+-0.032,0.301+-0.02,0.442+-0.023
32,0.299+-0.043,1.829+-0.229,0.412+-0.042,0.95+-0.005,0.412+-0.042,0.288+-0.019,0.392+-0.046
33,0.418+-0.079,2.05+-0.186,0.38+-0.02,0.95+-0.004,0.38+-0.02,0.273+-0.015,0.363+-0.029
34,0.409+-0.065,1.94+-0.283,0.426+-0.056,0.956+-0.008,0.426+-0.056,0.287+-0.036,0.419+-0.068
