epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,2.046+-0.063,2.375+-0.038,0.006+-0.001,0.391+-0.089,0.006+-0.001,0.004+-0.004,0.001+-0.001
1,1.886+-0.038,2.355+-0.116,0.062+-0.074,0.452+-0.141,0.062+-0.074,0.022+-0.016,0.028+-0.028
2,1.862+-0.03,2.287+-0.131,0.064+-0.053,0.55+-0.158,0.064+-0.053,0.045+-0.013,0.02+-0.025
3,1.811+-0.068,2.174+-0.149,0.155+-0.133,0.659+-0.151,0.155+-0.133,0.059+-0.01,0.084+-0.068
4,1.763+-0.162,2.075+-0.063,0.14+-0.082,0.762+-0.071,0.14+-0.082,0.072+-0.03,0.101+-0.077
5,1.564+-0.128,2.128+-0.119,0.094+-0.073,0.758+-0.077,0.094+-0.073,0.075+-0.036,0.084+-0.076
6,1.52+-0.152,2.257+-0.231,0.062+-0.068,0.553+-0.141,0.062+-0.068,0.061+-0.045,0.062+-0.069
7,1.452+-0.127,2.334+-0.242,0.127+-0.062,0.538+-0.119,0.127+-0.062,0.086+-0.036,0.087+-0.022
8,1.458+-0.11,2.287+-0.183,0.146+-0.066,0.583+-0.134,0.146+-0.066,0.092+-0.048,0.084+-0.047
9,1.334+-0.14,2.112+-0.023,0.145+-0.01,0.707+-0.057,0.145+-0.01,0.098+-0.029,0.126+-0.022
10,1.319+-0.148,2.08+-0.083,0.148+-0.045,0.801+-0.056,0.148+-0.045,0.074+-0.021,0.118+-0.036
11,1.252+-0.105,2.077+-0.107,0.145+-0.014,0.83+-0.085,0.145+-0.014,0.094+-0.008,0.119+-0.028
12,1.273+-0.04,2.09+-0.161,0.21+-0.133,0.822+-0.024,0.21+-0.133,0.135+-0.054,0.175+-0.115
13,1.137+-0.101,2.175+-0.172,0.216+-0.154,0.766+-0.006,0.216+-0.154,0.152+-0.048,0.187+-0.11
14,1.241+-0.051,2.19+-0.116,0.213+-0.083,0.76+-0.079,0.213+-0.083,0.169+-0.015,0.163+-0.067
15,1.136+-0.065,2.144+-0.156,0.203+-0.06,0.784+-0.116,0.203+-0.06,0.173+-0.016,0.137+-0.024
16,1.1+-0.19,2.012+-0.349,0.287+-0.129,0.854+-0.066,0.287+-0.129,0.223+-0.045,0.26+-0.117
17,0.973+-0.146,1.82+-0.184,0.349+-0.051,0.889+-0.055,0.349+-0.051,0.248+-0.026,0.347+-0.056
18,0.963+-0.091,1.748+-0.065,0.355+-0.03,0.915+-0.029,0.355+-0.03,0.247+-0.024,0.336+-0.066
19,0.961+-0.117,1.715+-0.142,0.38+-0.103,0.924+-0.027,0.38+-0.103,0.264+-0.022,0.363+-0.095
20,0.957+-0.132,2.001+-0.229,0.313+-0.087,0.908+-0.036,0.313+-0.087,0.226+-0.011,0.247+-0.071
21,0.882+-0.114,2.317+-0.195,0.276+-0.043,0.876+-0.035,0.276+-0.043,0.23+-0.034,0.215+-0.058
22,0.883+-0.019,2.459+-0.14,0.242+-0.079,0.861+-0.03,0.242+-0.079,0.188+-0.033,0.151+-0.045
23,0.946+-0.102,2.208+-0.286,0.27+-0.102,0.882+-0.052,0.27+-0.102,0.199+-0.027,0.198+-0.075
24,0.854+-0.134,1.836+-0.257,0.407+-0.109,0.907+-0.047,0.407+-0.109,0.284+-0.052,0.396+-0.117
25,0.776+-0.056,1.875+-0.199,0.399+-0.048,0.914+-0.042,0.399+-0.048,0.26+-0.04,0.388+-0.02
26,0.895+-0.043,2.011+-0.294,0.38+-0.075,0.907+-0.056,0.38+-0.075,0.25+-0.064,0.348+-0.066
27,0.765+-0.095,2.146+-0.152,0.336+-0.028,0.893+-0.073,0.336+-0.028,0.244+-0.036,0.305+-0.017
28,0.811+-0.014,2.191+-0.156,0.315+-0.085,0.913+-0.042,0.315+-0.085,0.253+-0.008,0.282+-0.06
29,0.673+-0.087,2.109+-0.147,0.344+-0.095,0.913+-0.022,0.344+-0.095,0.286+-0.003,0.337+-0.081
30,0.686+-0.068,2.088+-0.219,0.347+-0.112,0.917+-0.033,0.347+-0.112,0.261+-0.032,0.309+-0.069
31,0.637+-0.122,2.063+-0.28,0.359+-0.093,0.928+-0.04,0.359+-0.093,0.262+-0.035,0.318+-0.029
32,0.795+-0.168,1.911+-0.271,0.426+-0.039,0.941+-0.029,0.426+-0.039,0.278+-0.025,0.381+-0.069
33,0.728+-0.028,1.798+-0.287,0.48+-0.041,0.95+-0.02,0.48+-0.041,0.309+-0.025,0.458+-0.038
34,0.678+-0.044,1.824+-0.28,0.465+-0.04,0.946+-0.023,0.465+-0.04,0.302+-0.024,0.442+-0.036
35,0.724+-0.065,1.937+-0.294,0.427+-0.02,0.94+-0.024,0.427+-0.02,0.3+-0.035,0.406+-0.024
36,0.675+-0.114,2.125+-0.162,0.372+-0.038,0.935+-0.016,0.372+-0.038,0.274+-0.022,0.337+-0.088
37,0.724+-0.166,2.234+-0.132,0.376+-0.058,0.926+-0.012,0.376+-0.058,0.283+-0.019,0.36+-0.089
38,0.71+-0.049,2.27+-0.264,0.392+-0.06,0.92+-0.021,0.392+-0.06,0.276+-0.009,0.37+-0.065
39,0.58+-0.041,2.366+-0.235,0.396+-0.06,0.919+-0.007,0.396+-0.06,0.27+-0.018,0.363+-0.064
40,0.625+-0.1,2.404+-0.137,0.354+-0.097,0.93+-0.011,0.354+-0.097,0.251+-0.014,0.338+-0.071
41,0.864+-0.044,2.146+-0.151,0.402+-0.068,0.941+-0.009,0.402+-0.068,0.283+-0.021,0.407+-0.045
42,0.599+-0.055,1.942+-0.157,0.466+-0.04,0.945+-0.008,0.466+-0.04,0.317+-0.014,0.458+-0.036
43,0.51+-0.035,1.994+-0.143,0.464+-0.021,0.941+-0.007,0.464+-0.021,0.314+-0.009,0.436+-0.067
44,0.563+-0.127,2.149+-0.153,0.431+-0.018,0.938+-0.004,0.431+-0.018,0.308+-0.01,0.405+-0.057
