epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,1.988+-0.106,2.259+-0.045,0.13+-0.037,0.582+-0.041,0.13+-0.037,0.084+-0.021,0.128+-0.03
1,1.174+-0.103,2.069+-0.127,0.279+-0.027,0.727+-0.064,0.279+-0.027,0.156+-0.037,0.212+-0.035
2,0.807+-0.13,1.674+-0.151,0.438+-0.05,0.888+-0.089,0.438+-0.05,0.274+-0.07,0.403+-0.081
3,0.506+-0.049,1.354+-0.033,0.52+-0.041,0.957+-0.01,0.52+-0.041,0.313+-0.08,0.495+-0.066
4,0.359+-0.054,1.3+-0.061,0.491+-0.051,0.962+-0.009,0.491+-0.051,0.302+-0.088,0.458+-0.07
5,0.241+-0.023,1.191+-0.077,0.539+-0.05,0.964+-0.008,0.539+-0.05,0.339+-0.071,0.515+-0.063
6,0.147+-0.021,1.139+-0.069,0.574+-0.048,0.965+-0.01,0.574+-0.048,0.363+-0.066,0.553+-0.058
7,0.124+-0.032,1.095+-0.015,0.598+-0.016,0.967+-0.01,0.598+-0.016,0.388+-0.031,0.582+-0.016
8,0.09+-0.019,1.083+-0.024,0.611+-0.006,0.967+-0.009,0.611+-0.006,0.402+-0.025,0.589+-0.016
9,0.08+-0.016,1.133+-0.043,0.603+-0.02,0.967+-0.009,0.603+-0.02,0.398+-0.028,0.578+-0.031
10,0.058+-0.042,1.175+-0.063,0.598+-0.024,0.967+-0.008,0.598+-0.024,0.395+-0.025,0.573+-0.036
11,0.073+-0.031,1.177+-0.057,0.6+-0.018,0.967+-0.008,0.6+-0.018,0.397+-0.029,0.577+-0.029
12,0.027+-0.008,1.21+-0.06,0.597+-0.018,0.968+-0.009,0.597+-0.018,0.396+-0.027,0.576+-0.023
13,0.022+-0.007,1.233+-0.071,0.589+-0.032,0.969+-0.009,0.589+-0.032,0.395+-0.029,0.572+-0.031
14,0.033+-0.011,1.298+-0.169,0.573+-0.06,0.968+-0.01,0.573+-0.06,0.393+-0.041,0.554+-0.066
15,0.022+-0.011,1.349+-0.286,0.573+-0.08,0.968+-0.01,0.573+-0.08,0.391+-0.048,0.549+-0.093
16,0.039+-0.017,1.336+-0.232,0.581+-0.069,0.969+-0.01,0.581+-0.069,0.4+-0.049,0.559+-0.077
17,0.011+-0.001,1.307+-0.138,0.596+-0.043,0.969+-0.01,0.596+-0.043,0.402+-0.03,0.573+-0.048
18,0.006+-0.002,1.314+-0.075,0.6+-0.027,0.969+-0.01,0.6+-0.027,0.398+-0.031,0.575+-0.034
19,0.006+-0.001,1.308+-0.049,0.607+-0.014,0.969+-0.011,0.607+-0.014,0.394+-0.03,0.581+-0.021
20,0.009+-0.004,1.3+-0.038,0.614+-0.016,0.969+-0.011,0.614+-0.016,0.398+-0.028,0.588+-0.023
21,0.008+-0.004,1.286+-0.034,0.619+-0.014,0.969+-0.01,0.619+-0.014,0.401+-0.024,0.594+-0.019
22,0.005+-0.001,1.253+-0.005,0.628+-0.005,0.97+-0.012,0.628+-0.005,0.414+-0.02,0.606+-0.008
23,0.007+-0.003,1.242+-0.033,0.632+-0.004,0.97+-0.011,0.632+-0.004,0.418+-0.01,0.61+-0.004
24,0.004+-0.002,1.242+-0.049,0.632+-0.002,0.971+-0.011,0.632+-0.002,0.415+-0.005,0.611+-0.004
25,0.003+-0.002,1.247+-0.077,0.632+-0.005,0.971+-0.011,0.632+-0.005,0.414+-0.009,0.611+-0.009
26,0.002+-0.001,1.244+-0.093,0.631+-0.004,0.971+-0.01,0.631+-0.004,0.418+-0.009,0.611+-0.01
27,0.001+-0.0,1.26+-0.101,0.628+-0.004,0.971+-0.01,0.628+-0.004,0.416+-0.009,0.607+-0.009
28,0.004+-0.001,1.26+-0.095,0.627+-0.005,0.97+-0.011,0.627+-0.005,0.415+-0.006,0.607+-0.01
29,0.002+-0.001,1.275+-0.108,0.628+-0.009,0.97+-0.011,0.628+-0.009,0.413+-0.006,0.607+-0.013
30,0.002+-0.001,1.274+-0.113,0.629+-0.012,0.97+-0.012,0.629+-0.012,0.42+-0.009,0.609+-0.016
31,0.001+-0.001,1.282+-0.102,0.63+-0.006,0.971+-0.011,0.63+-0.006,0.418+-0.011,0.609+-0.01
32,0.002+-0.001,1.296+-0.085,0.63+-0.005,0.97+-0.011,0.63+-0.005,0.417+-0.006,0.608+-0.009
33,0.001+-0.001,1.272+-0.083,0.633+-0.005,0.97+-0.01,0.633+-0.005,0.425+-0.013,0.613+-0.009
34,0.001+-0.001,1.268+-0.083,0.635+-0.004,0.971+-0.011,0.635+-0.004,0.427+-0.006,0.614+-0.005
35,0.001+-0.0,1.259+-0.083,0.637+-0.004,0.971+-0.01,0.637+-0.004,0.428+-0.006,0.617+-0.004
36,0.001+-0.001,1.263+-0.089,0.638+-0.001,0.971+-0.01,0.638+-0.001,0.429+-0.007,0.618+-0.004
37,0.001+-0.001,1.253+-0.072,0.638+-0.001,0.971+-0.011,0.638+-0.001,0.43+-0.007,0.618+-0.002
38,0.001+-0.0,1.257+-0.061,0.639+-0.002,0.972+-0.01,0.639+-0.002,0.429+-0.007,0.619+-0.002
39,0.001+-0.0,1.258+-0.056,0.642+-0.001,0.971+-0.009,0.642+-0.001,0.43+-0.009,0.621+-0.001
40,0.001+-0.0,1.265+-0.049,0.64+-0.004,0.972+-0.009,0.64+-0.004,0.431+-0.011,0.62+-0.005
41,0.001+-0.0,1.265+-0.043,0.639+-0.004,0.971+-0.011,0.639+-0.004,0.429+-0.012,0.618+-0.005
42,0.001+-0.0,1.265+-0.066,0.641+-0.003,0.971+-0.011,0.641+-0.003,0.429+-0.007,0.62+-0.005
43,0.001+-0.0,1.269+-0.068,0.64+-0.002,0.972+-0.009,0.64+-0.002,0.425+-0.003,0.619+-0.004
44,0.001+-0.0,1.271+-0.066,0.639+-0.003,0.972+-0.009,0.639+-0.003,0.425+-0.003,0.618+-0.005
45,0.001+-0.0,1.267+-0.064,0.639+-0.004,0.972+-0.009,0.639+-0.004,0.427+-0.001,0.618+-0.007
46,0.001+-0.001,1.275+-0.074,0.64+-0.003,0.972+-0.009,0.64+-0.003,0.423+-0.0,0.619+-0.005
47,0.001+-0.0,1.272+-0.08,0.641+-0.002,0.972+-0.01,0.641+-0.002,0.428+-0.003,0.62+-0.004
48,0.001+-0.001,1.269+-0.081,0.641+-0.003,0.971+-0.01,0.641+-0.003,0.426+-0.003,0.62+-0.004
49,0.001+-0.0,1.266+-0.078,0.64+-0.003,0.972+-0.01,0.64+-0.003,0.427+-0.001,0.62+-0.004
50,0.001+-0.001,1.263+-0.079,0.639+-0.005,0.972+-0.009,0.639+-0.005,0.429+-0.003,0.619+-0.008
51,0.001+-0.0,1.256+-0.087,0.641+-0.003,0.971+-0.01,0.641+-0.003,0.432+-0.005,0.621+-0.007
52,0.001+-0.001,1.252+-0.085,0.64+-0.002,0.972+-0.009,0.64+-0.002,0.432+-0.006,0.62+-0.004
