epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,1.589+-0.031,1.872+-0.114,0.304+-0.057,0.915+-0.025,0.304+-0.057,0.287+-0.041,0.312+-0.061
1,1.208+-0.055,1.774+-0.168,0.383+-0.049,0.943+-0.013,0.383+-0.049,0.351+-0.067,0.411+-0.045
2,1.09+-0.035,1.576+-0.431,0.461+-0.098,0.934+-0.038,0.461+-0.098,0.408+-0.106,0.483+-0.088
3,0.979+-0.049,1.303+-0.071,0.499+-0.019,0.978+-0.001,0.499+-0.019,0.477+-0.008,0.504+-0.017
4,0.899+-0.033,1.375+-0.16,0.504+-0.068,0.967+-0.008,0.504+-0.068,0.449+-0.033,0.513+-0.06
5,0.85+-0.033,1.223+-0.116,0.545+-0.035,0.975+-0.009,0.545+-0.035,0.497+-0.027,0.56+-0.037
6,0.792+-0.017,1.096+-0.13,0.588+-0.057,0.987+-0.002,0.588+-0.057,0.54+-0.057,0.594+-0.057
7,0.73+-0.006,1.11+-0.038,0.568+-0.012,0.981+-0.007,0.568+-0.012,0.522+-0.029,0.576+-0.016
8,0.664+-0.041,1.131+-0.135,0.556+-0.031,0.987+-0.001,0.556+-0.031,0.528+-0.021,0.551+-0.034
9,0.623+-0.06,1.173+-0.163,0.547+-0.054,0.987+-0.004,0.547+-0.054,0.535+-0.042,0.544+-0.065
10,0.585+-0.051,1.279+-0.167,0.517+-0.023,0.988+-0.002,0.517+-0.023,0.499+-0.049,0.501+-0.017
11,0.525+-0.043,1.035+-0.015,0.591+-0.016,0.987+-0.002,0.591+-0.016,0.567+-0.01,0.59+-0.02
12,0.49+-0.056,1.05+-0.057,0.599+-0.035,0.988+-0.001,0.599+-0.035,0.556+-0.015,0.6+-0.037
13,0.453+-0.014,1.083+-0.065,0.599+-0.036,0.985+-0.003,0.599+-0.036,0.556+-0.023,0.595+-0.037
14,0.418+-0.018,1.052+-0.042,0.613+-0.006,0.986+-0.001,0.613+-0.006,0.584+-0.006,0.615+-0.01
15,0.395+-0.022,1.117+-0.134,0.601+-0.073,0.986+-0.002,0.601+-0.073,0.546+-0.038,0.593+-0.087
16,0.364+-0.032,1.149+-0.08,0.598+-0.022,0.983+-0.002,0.598+-0.022,0.562+-0.017,0.591+-0.025
17,0.352+-0.015,0.983+-0.077,0.642+-0.019,0.984+-0.002,0.642+-0.019,0.568+-0.003,0.643+-0.021
18,0.315+-0.035,1.035+-0.086,0.632+-0.033,0.983+-0.003,0.632+-0.033,0.566+-0.026,0.629+-0.036
19,0.286+-0.026,1.101+-0.059,0.639+-0.016,0.981+-0.003,0.639+-0.016,0.542+-0.056,0.635+-0.022
20,0.265+-0.009,1.216+-0.177,0.603+-0.061,0.982+-0.006,0.603+-0.061,0.536+-0.035,0.586+-0.083
21,0.245+-0.03,1.106+-0.062,0.649+-0.02,0.982+-0.002,0.649+-0.02,0.567+-0.036,0.645+-0.017
22,0.21+-0.03,1.217+-0.077,0.618+-0.043,0.982+-0.003,0.618+-0.043,0.538+-0.026,0.614+-0.037
23,0.18+-0.031,1.207+-0.138,0.637+-0.035,0.982+-0.002,0.637+-0.035,0.544+-0.033,0.63+-0.042
24,0.154+-0.03,1.284+-0.019,0.637+-0.014,0.982+-0.002,0.637+-0.014,0.572+-0.026,0.634+-0.014
