epoch,train_loss,val_loss,rmse,mae
0,0.462+-0.031,0.3+-0.004,0.167+-0.002,0.12+-0.003
1,0.27+-0.008,0.314+-0.01,0.168+-0.01,0.111+-0.004
2,0.311+-0.012,0.329+-0.01,0.173+-0.011,0.109+-0.005
3,0.311+-0.015,0.333+-0.015,0.165+-0.003,0.104+-0.001
4,0.304+-0.003,0.309+-0.006,0.151+-0.001,0.095+-0.0
5,0.278+-0.006,0.313+-0.015,0.158+-0.009,0.101+-0.006
6,0.276+-0.009,0.297+-0.021,0.15+-0.006,0.095+-0.003
7,0.253+-0.018,0.297+-0.015,0.15+-0.001,0.093+-0.003
8,0.244+-0.013,0.297+-0.008,0.149+-0.004,0.092+-0.005
9,0.239+-0.016,0.282+-0.009,0.14+-0.003,0.086+-0.002
10,0.233+-0.019,0.277+-0.008,0.139+-0.006,0.087+-0.003
11,0.23+-0.012,0.279+-0.007,0.141+-0.004,0.088+-0.002
12,0.227+-0.013,0.276+-0.004,0.138+-0.003,0.085+-0.004
13,0.218+-0.008,0.27+-0.004,0.135+-0.004,0.081+-0.003
14,0.216+-0.007,0.268+-0.003,0.134+-0.003,0.08+-0.002
15,0.214+-0.006,0.266+-0.004,0.133+-0.002,0.08+-0.003
16,0.208+-0.005,0.264+-0.008,0.132+-0.002,0.079+-0.001
17,0.207+-0.006,0.262+-0.004,0.132+-0.002,0.079+-0.001
18,0.202+-0.004,0.259+-0.003,0.13+-0.002,0.078+-0.0
19,0.204+-0.001,0.258+-0.005,0.13+-0.003,0.078+-0.002
20,0.201+-0.006,0.256+-0.003,0.129+-0.002,0.077+-0.001
21,0.201+-0.008,0.255+-0.004,0.128+-0.002,0.077+-0.002
22,0.197+-0.005,0.255+-0.005,0.129+-0.002,0.078+-0.002
23,0.194+-0.004,0.252+-0.004,0.128+-0.002,0.077+-0.002
24,0.194+-0.004,0.252+-0.005,0.129+-0.002,0.077+-0.001
25,0.19+-0.002,0.25+-0.005,0.128+-0.001,0.076+-0.0
26,0.191+-0.003,0.248+-0.005,0.127+-0.001,0.076+-0.001
27,0.191+-0.002,0.248+-0.005,0.128+-0.001,0.076+-0.001
28,0.189+-0.002,0.248+-0.005,0.128+-0.001,0.077+-0.001
29,0.185+-0.002,0.247+-0.005,0.127+-0.001,0.076+-0.001
30,0.184+-0.001,0.246+-0.005,0.127+-0.002,0.076+-0.001
31,0.186+-0.004,0.245+-0.006,0.127+-0.002,0.076+-0.001
32,0.185+-0.004,0.244+-0.005,0.127+-0.001,0.075+-0.001
33,0.184+-0.003,0.245+-0.005,0.127+-0.001,0.076+-0.001
34,0.183+-0.002,0.243+-0.006,0.126+-0.002,0.076+-0.001
35,0.186+-0.001,0.242+-0.006,0.126+-0.002,0.076+-0.001
36,0.183+-0.001,0.242+-0.006,0.127+-0.002,0.076+-0.001
37,0.182+-0.001,0.242+-0.005,0.127+-0.002,0.076+-0.001
38,0.181+-0.002,0.242+-0.006,0.127+-0.002,0.076+-0.001
39,0.181+-0.002,0.241+-0.006,0.126+-0.002,0.076+-0.001
40,0.178+-0.003,0.241+-0.006,0.126+-0.002,0.075+-0.001
41,0.179+-0.003,0.24+-0.005,0.126+-0.002,0.075+-0.001
42,0.179+-0.003,0.24+-0.005,0.126+-0.002,0.075+-0.001
43,0.178+-0.004,0.24+-0.005,0.126+-0.002,0.075+-0.001
44,0.18+-0.003,0.239+-0.004,0.126+-0.002,0.075+-0.001
45,0.18+-0.002,0.239+-0.005,0.126+-0.002,0.075+-0.001
46,0.178+-0.005,0.239+-0.005,0.126+-0.002,0.075+-0.002
47,0.177+-0.003,0.239+-0.005,0.126+-0.002,0.075+-0.001
48,0.179+-0.004,0.239+-0.004,0.126+-0.002,0.075+-0.001
49,0.177+-0.003,0.239+-0.004,0.126+-0.002,0.076+-0.001
50,0.179+-0.001,0.239+-0.004,0.126+-0.002,0.075+-0.001
51,0.177+-0.003,0.239+-0.004,0.126+-0.002,0.075+-0.001
52,0.178+-0.003,0.238+-0.003,0.125+-0.002,0.074+-0.001
53,0.176+-0.004,0.238+-0.003,0.125+-0.002,0.074+-0.001
54,0.175+-0.003,0.238+-0.003,0.125+-0.002,0.074+-0.001
55,0.173+-0.003,0.238+-0.003,0.125+-0.002,0.074+-0.0
56,0.174+-0.003,0.238+-0.003,0.125+-0.001,0.074+-0.0
57,0.173+-0.005,0.238+-0.003,0.125+-0.001,0.074+-0.0
58,0.17+-0.004,0.237+-0.003,0.124+-0.001,0.074+-0.001
59,0.171+-0.003,0.237+-0.003,0.124+-0.001,0.073+-0.0
60,0.17+-0.002,0.237+-0.003,0.123+-0.001,0.073+-0.001
61,0.17+-0.004,0.236+-0.003,0.123+-0.001,0.072+-0.001
62,0.169+-0.004,0.236+-0.003,0.123+-0.001,0.072+-0.001
63,0.166+-0.006,0.236+-0.004,0.122+-0.001,0.072+-0.0
64,0.168+-0.002,0.235+-0.003,0.123+-0.002,0.072+-0.001
65,0.166+-0.004,0.235+-0.004,0.122+-0.002,0.072+-0.001
66,0.167+-0.004,0.235+-0.004,0.122+-0.002,0.072+-0.001
67,0.165+-0.003,0.235+-0.004,0.122+-0.002,0.071+-0.001
68,0.164+-0.005,0.235+-0.004,0.122+-0.002,0.071+-0.001
69,0.163+-0.002,0.235+-0.004,0.122+-0.002,0.071+-0.001
70,0.163+-0.003,0.235+-0.004,0.122+-0.002,0.071+-0.001
71,0.163+-0.005,0.236+-0.004,0.122+-0.002,0.071+-0.001
72,0.162+-0.002,0.236+-0.004,0.122+-0.002,0.071+-0.001
