epoch,train_loss,val_loss,rmse,mae
0,0.57+-0.043,0.589+-0.031,0.179+-0.002,0.131+-0.002
1,0.453+-0.029,0.453+-0.018,0.175+-0.003,0.128+-0.002
2,0.331+-0.019,0.354+-0.008,0.17+-0.002,0.124+-0.003
3,0.263+-0.006,0.304+-0.004,0.165+-0.002,0.119+-0.003
4,0.246+-0.003,0.284+-0.003,0.16+-0.002,0.113+-0.003
5,0.246+-0.003,0.276+-0.003,0.156+-0.003,0.108+-0.003
6,0.249+-0.005,0.273+-0.004,0.153+-0.003,0.103+-0.003
7,0.247+-0.004,0.27+-0.003,0.151+-0.003,0.099+-0.002
8,0.239+-0.008,0.266+-0.002,0.149+-0.002,0.095+-0.002
9,0.232+-0.006,0.262+-0.001,0.146+-0.001,0.092+-0.001
10,0.227+-0.003,0.259+-0.004,0.144+-0.002,0.089+-0.001
11,0.219+-0.003,0.257+-0.005,0.141+-0.003,0.087+-0.001
12,0.216+-0.001,0.256+-0.004,0.138+-0.002,0.085+-0.001
13,0.214+-0.002,0.255+-0.003,0.137+-0.002,0.084+-0.002
14,0.212+-0.003,0.253+-0.002,0.136+-0.002,0.083+-0.002
15,0.209+-0.002,0.251+-0.002,0.135+-0.002,0.082+-0.001
16,0.204+-0.004,0.249+-0.003,0.134+-0.002,0.082+-0.001
17,0.201+-0.002,0.246+-0.004,0.133+-0.001,0.081+-0.001
18,0.199+-0.002,0.245+-0.004,0.132+-0.001,0.081+-0.001
19,0.2+-0.004,0.244+-0.003,0.131+-0.002,0.08+-0.001
20,0.197+-0.003,0.243+-0.003,0.131+-0.002,0.08+-0.001
21,0.196+-0.004,0.242+-0.002,0.13+-0.002,0.079+-0.002
22,0.193+-0.005,0.242+-0.002,0.129+-0.001,0.078+-0.002
23,0.191+-0.002,0.24+-0.002,0.128+-0.001,0.077+-0.002
24,0.191+-0.004,0.239+-0.002,0.128+-0.001,0.077+-0.001
25,0.189+-0.002,0.239+-0.001,0.127+-0.002,0.077+-0.001
26,0.189+-0.002,0.238+-0.001,0.127+-0.002,0.076+-0.001
27,0.19+-0.003,0.237+-0.0,0.126+-0.002,0.076+-0.001
28,0.187+-0.003,0.236+-0.001,0.125+-0.001,0.076+-0.001
29,0.184+-0.003,0.236+-0.001,0.125+-0.001,0.076+-0.001
30,0.183+-0.004,0.236+-0.001,0.125+-0.001,0.075+-0.001
31,0.185+-0.006,0.235+-0.001,0.125+-0.001,0.075+-0.001
32,0.184+-0.006,0.235+-0.001,0.125+-0.002,0.075+-0.001
33,0.182+-0.005,0.234+-0.001,0.124+-0.001,0.075+-0.001
34,0.183+-0.006,0.234+-0.001,0.124+-0.002,0.075+-0.001
35,0.185+-0.004,0.234+-0.001,0.123+-0.001,0.074+-0.001
36,0.182+-0.004,0.233+-0.001,0.123+-0.002,0.074+-0.001
37,0.18+-0.002,0.233+-0.001,0.123+-0.002,0.074+-0.001
38,0.179+-0.002,0.233+-0.001,0.123+-0.002,0.073+-0.001
39,0.178+-0.004,0.232+-0.002,0.122+-0.001,0.073+-0.001
40,0.177+-0.002,0.232+-0.001,0.122+-0.001,0.073+-0.0
41,0.177+-0.005,0.232+-0.001,0.122+-0.001,0.073+-0.0
42,0.177+-0.003,0.232+-0.002,0.122+-0.001,0.073+-0.001
43,0.177+-0.005,0.232+-0.002,0.122+-0.001,0.073+-0.001
44,0.178+-0.004,0.231+-0.001,0.122+-0.001,0.073+-0.001
45,0.177+-0.003,0.231+-0.001,0.122+-0.001,0.073+-0.001
46,0.175+-0.007,0.231+-0.001,0.122+-0.001,0.072+-0.001
47,0.175+-0.002,0.231+-0.002,0.122+-0.001,0.072+-0.001
48,0.177+-0.006,0.231+-0.002,0.121+-0.001,0.072+-0.001
49,0.173+-0.005,0.231+-0.002,0.121+-0.001,0.072+-0.001
50,0.176+-0.003,0.231+-0.002,0.121+-0.0,0.072+-0.001
51,0.174+-0.002,0.23+-0.001,0.121+-0.001,0.072+-0.001
52,0.176+-0.003,0.23+-0.001,0.121+-0.0,0.072+-0.001
53,0.173+-0.004,0.23+-0.002,0.121+-0.001,0.071+-0.001
54,0.173+-0.005,0.23+-0.002,0.12+-0.001,0.071+-0.001
