epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,2.052+-0.022,2.171+-0.046,0.123+-0.09,0.654+-0.089,0.123+-0.09,0.078+-0.043,0.059+-0.034
1,1.759+-0.024,1.963+-0.095,0.182+-0.01,0.844+-0.069,0.182+-0.01,0.182+-0.042,0.173+-0.033
2,1.597+-0.042,1.823+-0.092,0.314+-0.072,0.894+-0.021,0.314+-0.072,0.245+-0.034,0.317+-0.056
3,1.544+-0.023,1.791+-0.054,0.314+-0.042,0.865+-0.041,0.314+-0.042,0.268+-0.011,0.265+-0.04
4,1.483+-0.032,1.765+-0.157,0.346+-0.118,0.884+-0.019,0.346+-0.118,0.282+-0.067,0.344+-0.128
5,1.398+-0.038,1.832+-0.009,0.298+-0.013,0.89+-0.012,0.298+-0.013,0.276+-0.046,0.309+-0.012
6,1.357+-0.026,1.717+-0.087,0.361+-0.034,0.875+-0.023,0.361+-0.034,0.335+-0.004,0.349+-0.066
7,1.312+-0.014,1.596+-0.144,0.407+-0.084,0.928+-0.02,0.407+-0.084,0.356+-0.035,0.423+-0.078
8,1.277+-0.035,1.636+-0.077,0.37+-0.073,0.923+-0.013,0.37+-0.073,0.351+-0.037,0.369+-0.099
9,1.244+-0.035,1.556+-0.081,0.415+-0.075,0.918+-0.017,0.415+-0.075,0.362+-0.03,0.408+-0.084
10,1.221+-0.033,1.666+-0.114,0.365+-0.031,0.895+-0.031,0.365+-0.031,0.312+-0.035,0.351+-0.06
11,1.223+-0.074,1.639+-0.126,0.415+-0.041,0.91+-0.021,0.415+-0.041,0.357+-0.042,0.401+-0.111
12,1.226+-0.054,1.64+-0.229,0.375+-0.133,0.906+-0.029,0.375+-0.133,0.336+-0.069,0.37+-0.148
13,1.162+-0.012,1.469+-0.067,0.465+-0.041,0.941+-0.009,0.465+-0.041,0.394+-0.029,0.473+-0.043
14,1.163+-0.026,1.509+-0.117,0.446+-0.065,0.934+-0.018,0.446+-0.065,0.378+-0.034,0.443+-0.069
15,1.124+-0.044,1.511+-0.165,0.443+-0.112,0.929+-0.023,0.443+-0.112,0.368+-0.067,0.441+-0.129
16,1.125+-0.038,1.586+-0.079,0.398+-0.037,0.913+-0.026,0.398+-0.037,0.351+-0.024,0.364+-0.022
17,1.14+-0.011,1.463+-0.102,0.46+-0.057,0.942+-0.016,0.46+-0.057,0.39+-0.036,0.472+-0.048
18,1.112+-0.046,1.537+-0.29,0.424+-0.137,0.916+-0.062,0.424+-0.137,0.338+-0.099,0.409+-0.161
