epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,1.75+-0.029,2.466+-0.296,0.246+-0.063,0.836+-0.094,0.246+-0.063,0.181+-0.039,0.205+-0.083
1,1.318+-0.051,2.511+-1.041,0.246+-0.122,0.874+-0.08,0.246+-0.122,0.227+-0.102,0.245+-0.117
2,1.172+-0.061,1.877+-0.281,0.379+-0.052,0.929+-0.016,0.379+-0.052,0.291+-0.056,0.396+-0.062
3,1.12+-0.085,2.489+-0.805,0.339+-0.066,0.919+-0.011,0.339+-0.066,0.286+-0.029,0.349+-0.054
4,1.027+-0.091,1.703+-0.395,0.415+-0.117,0.949+-0.011,0.415+-0.117,0.364+-0.105,0.439+-0.095
5,0.915+-0.071,2.31+-1.236,0.338+-0.155,0.935+-0.033,0.338+-0.155,0.3+-0.119,0.359+-0.139
6,0.882+-0.045,1.601+-0.215,0.427+-0.069,0.956+-0.013,0.427+-0.069,0.317+-0.038,0.423+-0.063
7,0.842+-0.012,2.425+-1.696,0.437+-0.099,0.917+-0.079,0.437+-0.099,0.355+-0.041,0.437+-0.081
8,0.672+-0.102,1.405+-0.085,0.474+-0.029,0.964+-0.01,0.474+-0.029,0.395+-0.06,0.467+-0.029
9,0.637+-0.07,1.741+-0.532,0.442+-0.12,0.931+-0.045,0.442+-0.12,0.37+-0.032,0.426+-0.127
10,0.551+-0.04,1.308+-0.082,0.52+-0.037,0.968+-0.015,0.52+-0.037,0.45+-0.045,0.508+-0.039
11,0.53+-0.069,1.217+-0.046,0.569+-0.028,0.974+-0.005,0.569+-0.028,0.496+-0.014,0.567+-0.03
12,0.473+-0.049,1.631+-0.376,0.481+-0.05,0.963+-0.005,0.481+-0.05,0.407+-0.066,0.488+-0.029
13,0.443+-0.074,1.36+-0.05,0.509+-0.033,0.968+-0.01,0.509+-0.033,0.425+-0.019,0.495+-0.035
14,0.42+-0.067,1.463+-0.254,0.53+-0.074,0.969+-0.002,0.53+-0.074,0.427+-0.054,0.518+-0.079
15,0.385+-0.123,1.414+-0.109,0.55+-0.033,0.968+-0.005,0.55+-0.033,0.417+-0.039,0.548+-0.034
16,0.346+-0.124,1.533+-0.34,0.513+-0.071,0.968+-0.006,0.513+-0.071,0.429+-0.052,0.507+-0.073
17,0.31+-0.109,1.45+-0.138,0.53+-0.046,0.965+-0.007,0.53+-0.046,0.41+-0.048,0.522+-0.044
18,0.284+-0.079,1.403+-0.351,0.564+-0.044,0.971+-0.009,0.564+-0.044,0.474+-0.041,0.55+-0.049
19,0.251+-0.081,1.356+-0.325,0.575+-0.046,0.968+-0.009,0.575+-0.046,0.462+-0.081,0.568+-0.042
20,0.223+-0.075,1.453+-0.047,0.56+-0.016,0.966+-0.007,0.56+-0.016,0.451+-0.044,0.552+-0.011
21,0.182+-0.103,1.556+-0.359,0.561+-0.047,0.966+-0.011,0.561+-0.047,0.457+-0.046,0.541+-0.063
22,0.173+-0.076,1.647+-0.281,0.553+-0.016,0.964+-0.009,0.553+-0.016,0.434+-0.03,0.539+-0.02
23,0.159+-0.063,1.577+-0.287,0.542+-0.063,0.971+-0.005,0.542+-0.063,0.439+-0.04,0.529+-0.07
24,0.138+-0.036,1.604+-0.28,0.57+-0.032,0.966+-0.01,0.57+-0.032,0.433+-0.013,0.556+-0.026
25,0.131+-0.051,1.795+-0.276,0.514+-0.035,0.948+-0.021,0.514+-0.035,0.418+-0.06,0.497+-0.043
26,0.105+-0.061,1.766+-0.182,0.559+-0.037,0.959+-0.006,0.559+-0.037,0.419+-0.036,0.538+-0.046
27,0.094+-0.066,1.595+-0.057,0.574+-0.014,0.965+-0.005,0.574+-0.014,0.466+-0.01,0.564+-0.011
28,0.069+-0.033,1.725+-0.481,0.59+-0.01,0.963+-0.012,0.59+-0.01,0.475+-0.036,0.58+-0.014
29,0.06+-0.041,1.728+-0.058,0.552+-0.024,0.959+-0.002,0.552+-0.024,0.441+-0.019,0.539+-0.032
30,0.056+-0.025,1.799+-0.206,0.568+-0.022,0.965+-0.007,0.568+-0.022,0.453+-0.02,0.552+-0.023
31,0.059+-0.031,1.666+-0.094,0.568+-0.013,0.963+-0.003,0.568+-0.013,0.484+-0.002,0.564+-0.009
32,0.056+-0.044,1.867+-0.361,0.572+-0.03,0.959+-0.014,0.572+-0.03,0.437+-0.017,0.559+-0.031
33,0.034+-0.02,1.833+-0.117,0.591+-0.008,0.964+-0.006,0.591+-0.008,0.462+-0.007,0.569+-0.009
34,0.03+-0.017,1.783+-0.15,0.572+-0.009,0.964+-0.007,0.572+-0.009,0.441+-0.026,0.559+-0.006
35,0.026+-0.016,1.816+-0.126,0.56+-0.032,0.964+-0.006,0.56+-0.032,0.448+-0.022,0.548+-0.038
36,0.026+-0.013,1.864+-0.29,0.573+-0.016,0.955+-0.01,0.573+-0.016,0.445+-0.044,0.56+-0.024
37,0.03+-0.012,2.046+-0.116,0.56+-0.023,0.955+-0.009,0.56+-0.023,0.43+-0.023,0.545+-0.025
38,0.032+-0.015,1.919+-0.175,0.577+-0.011,0.963+-0.005,0.577+-0.011,0.46+-0.018,0.564+-0.011
39,0.017+-0.009,1.786+-0.073,0.59+-0.005,0.964+-0.005,0.59+-0.005,0.474+-0.029,0.582+-0.005
40,0.011+-0.004,1.856+-0.179,0.589+-0.01,0.963+-0.006,0.589+-0.01,0.479+-0.023,0.576+-0.013
41,0.005+-0.002,1.814+-0.132,0.599+-0.014,0.962+-0.007,0.599+-0.014,0.486+-0.035,0.588+-0.017
42,0.008+-0.003,1.892+-0.202,0.589+-0.021,0.963+-0.006,0.589+-0.021,0.483+-0.023,0.579+-0.021
43,0.007+-0.002,1.839+-0.068,0.596+-0.014,0.96+-0.004,0.596+-0.014,0.473+-0.008,0.586+-0.014
44,0.004+-0.002,1.752+-0.145,0.594+-0.009,0.964+-0.01,0.594+-0.009,0.489+-0.026,0.587+-0.006
45,0.003+-0.001,1.795+-0.179,0.613+-0.006,0.964+-0.007,0.613+-0.006,0.501+-0.023,0.604+-0.008
46,0.003+-0.001,1.86+-0.038,0.608+-0.004,0.965+-0.007,0.608+-0.004,0.492+-0.012,0.597+-0.004
