epoch,train_loss,val_loss,rmse,mae
0,0.395+-0.016,0.312+-0.015,0.166+-0.003,0.112+-0.003
1,0.337+-0.017,0.302+-0.009,0.158+-0.001,0.11+-0.002
2,0.294+-0.002,0.277+-0.006,0.149+-0.002,0.098+-0.001
3,0.267+-0.004,0.267+-0.008,0.144+-0.002,0.093+-0.002
4,0.255+-0.003,0.258+-0.008,0.141+-0.003,0.091+-0.003
5,0.246+-0.002,0.252+-0.005,0.14+-0.0,0.091+-0.002
6,0.239+-0.004,0.249+-0.004,0.137+-0.002,0.088+-0.003
7,0.238+-0.003,0.251+-0.006,0.138+-0.003,0.089+-0.004
8,0.237+-0.003,0.25+-0.004,0.137+-0.003,0.087+-0.004
9,0.235+-0.002,0.245+-0.002,0.135+-0.002,0.087+-0.001
10,0.232+-0.002,0.244+-0.002,0.134+-0.002,0.086+-0.003
11,0.233+-0.001,0.245+-0.002,0.134+-0.002,0.085+-0.003
12,0.233+-0.002,0.245+-0.003,0.134+-0.003,0.086+-0.003
13,0.233+-0.001,0.244+-0.003,0.133+-0.002,0.084+-0.002
14,0.234+-0.001,0.248+-0.001,0.135+-0.001,0.086+-0.001
15,0.233+-0.001,0.247+-0.005,0.135+-0.004,0.085+-0.003
16,0.231+-0.003,0.245+-0.004,0.133+-0.003,0.084+-0.002
17,0.23+-0.003,0.243+-0.004,0.131+-0.001,0.084+-0.002
18,0.23+-0.003,0.245+-0.001,0.132+-0.002,0.084+-0.002
19,0.229+-0.002,0.242+-0.002,0.131+-0.001,0.083+-0.001
20,0.23+-0.001,0.241+-0.001,0.13+-0.001,0.082+-0.002
21,0.228+-0.0,0.243+-0.0,0.132+-0.001,0.083+-0.001
22,0.227+-0.003,0.242+-0.005,0.132+-0.004,0.083+-0.004
23,0.227+-0.002,0.241+-0.003,0.13+-0.002,0.083+-0.003
24,0.227+-0.005,0.244+-0.006,0.132+-0.005,0.083+-0.003
25,0.228+-0.002,0.241+-0.002,0.13+-0.002,0.083+-0.001
26,0.226+-0.002,0.241+-0.004,0.129+-0.002,0.082+-0.002
27,0.225+-0.002,0.24+-0.002,0.129+-0.001,0.081+-0.001
28,0.225+-0.001,0.24+-0.003,0.13+-0.002,0.081+-0.002
29,0.227+-0.003,0.244+-0.001,0.132+-0.0,0.084+-0.001
30,0.226+-0.002,0.241+-0.002,0.13+-0.002,0.081+-0.002
31,0.225+-0.0,0.241+-0.003,0.129+-0.001,0.082+-0.001
32,0.225+-0.003,0.24+-0.002,0.13+-0.002,0.081+-0.002
33,0.226+-0.003,0.241+-0.004,0.129+-0.003,0.081+-0.003
34,0.225+-0.003,0.242+-0.005,0.13+-0.003,0.081+-0.003
35,0.224+-0.002,0.239+-0.001,0.128+-0.001,0.081+-0.001
36,0.224+-0.001,0.239+-0.002,0.128+-0.001,0.08+-0.002
37,0.224+-0.001,0.243+-0.005,0.13+-0.003,0.082+-0.003
38,0.224+-0.001,0.239+-0.002,0.128+-0.002,0.08+-0.0
39,0.224+-0.002,0.24+-0.001,0.128+-0.0,0.081+-0.001
40,0.223+-0.001,0.239+-0.002,0.128+-0.001,0.081+-0.001
41,0.222+-0.001,0.238+-0.002,0.128+-0.002,0.08+-0.003
42,0.222+-0.001,0.239+-0.0,0.128+-0.001,0.079+-0.001
43,0.223+-0.001,0.242+-0.003,0.129+-0.002,0.081+-0.001
44,0.223+-0.001,0.244+-0.004,0.131+-0.003,0.082+-0.003
45,0.222+-0.002,0.238+-0.002,0.127+-0.002,0.08+-0.002
46,0.22+-0.001,0.237+-0.001,0.126+-0.001,0.079+-0.0
47,0.221+-0.002,0.239+-0.003,0.128+-0.003,0.08+-0.002
48,0.222+-0.002,0.239+-0.002,0.128+-0.002,0.08+-0.001
49,0.22+-0.001,0.239+-0.001,0.127+-0.002,0.079+-0.001
50,0.237+-0.004,0.487+-0.139,0.185+-0.014,0.117+-0.012
51,0.242+-0.003,0.389+-0.107,0.168+-0.015,0.106+-0.011
52,0.231+-0.001,0.306+-0.035,0.155+-0.014,0.099+-0.012
53,0.225+-0.004,0.266+-0.011,0.138+-0.006,0.085+-0.006
54,0.223+-0.003,0.256+-0.015,0.137+-0.007,0.082+-0.006
55,0.215+-0.002,0.247+-0.005,0.131+-0.003,0.077+-0.002
56,0.209+-0.004,0.246+-0.008,0.13+-0.006,0.079+-0.004
57,0.202+-0.003,0.253+-0.014,0.137+-0.011,0.084+-0.007
58,0.195+-0.004,0.25+-0.025,0.127+-0.008,0.074+-0.005
59,0.192+-0.003,0.238+-0.006,0.124+-0.006,0.074+-0.003
60,0.187+-0.002,0.237+-0.004,0.124+-0.006,0.072+-0.004
61,0.185+-0.001,0.239+-0.008,0.125+-0.008,0.073+-0.004
62,0.181+-0.002,0.249+-0.015,0.128+-0.011,0.077+-0.006
63,0.179+-0.002,0.232+-0.002,0.118+-0.002,0.068+-0.001
64,0.178+-0.001,0.234+-0.004,0.121+-0.002,0.071+-0.001
65,0.177+-0.003,0.231+-0.001,0.117+-0.002,0.068+-0.001
66,0.172+-0.003,0.233+-0.004,0.118+-0.004,0.07+-0.004
67,0.174+-0.004,0.237+-0.003,0.123+-0.004,0.072+-0.002
68,0.173+-0.003,0.235+-0.002,0.119+-0.002,0.071+-0.002
69,0.172+-0.003,0.23+-0.003,0.117+-0.002,0.068+-0.001
70,0.172+-0.003,0.234+-0.003,0.118+-0.002,0.069+-0.002
71,0.171+-0.004,0.234+-0.003,0.12+-0.002,0.07+-0.001
72,0.172+-0.002,0.238+-0.004,0.123+-0.004,0.071+-0.003
73,0.17+-0.004,0.236+-0.001,0.12+-0.003,0.07+-0.001
74,0.169+-0.003,0.233+-0.006,0.117+-0.003,0.068+-0.003
75,0.167+-0.003,0.232+-0.002,0.117+-0.001,0.069+-0.001
76,0.169+-0.004,0.234+-0.001,0.118+-0.001,0.068+-0.0
77,0.169+-0.004,0.239+-0.012,0.12+-0.006,0.07+-0.005
78,0.167+-0.005,0.235+-0.006,0.118+-0.004,0.069+-0.003
79,0.167+-0.003,0.236+-0.004,0.12+-0.006,0.07+-0.003
80,0.168+-0.001,0.233+-0.003,0.118+-0.004,0.068+-0.001
81,0.168+-0.002,0.232+-0.002,0.117+-0.001,0.068+-0.001
82,0.168+-0.002,0.233+-0.003,0.118+-0.003,0.068+-0.001
83,0.168+-0.001,0.237+-0.007,0.122+-0.007,0.07+-0.003
84,0.168+-0.002,0.235+-0.001,0.119+-0.002,0.068+-0.001
85,0.168+-0.003,0.234+-0.002,0.118+-0.002,0.068+-0.001
86,0.167+-0.005,0.234+-0.002,0.116+-0.001,0.069+-0.001
87,0.167+-0.006,0.235+-0.002,0.118+-0.002,0.068+-0.002
88,0.167+-0.004,0.243+-0.012,0.123+-0.007,0.072+-0.003
89,0.166+-0.004,0.236+-0.001,0.121+-0.003,0.069+-0.002
90,0.166+-0.003,0.234+-0.004,0.117+-0.004,0.069+-0.002
91,0.166+-0.005,0.234+-0.001,0.118+-0.002,0.068+-0.002
92,0.165+-0.004,0.233+-0.001,0.118+-0.001,0.068+-0.001
93,0.166+-0.005,0.241+-0.009,0.12+-0.003,0.069+-0.003
94,0.165+-0.003,0.237+-0.004,0.118+-0.001,0.068+-0.002
95,0.166+-0.003,0.234+-0.003,0.117+-0.002,0.068+-0.001
96,0.165+-0.004,0.234+-0.001,0.119+-0.002,0.069+-0.001
97,0.164+-0.003,0.236+-0.003,0.117+-0.003,0.068+-0.002
98,0.164+-0.005,0.235+-0.003,0.118+-0.002,0.068+-0.001
99,0.165+-0.003,0.234+-0.001,0.117+-0.001,0.067+-0.0
