epoch,train_loss,val_loss,rmse,mae
0,0.376+-0.017,0.425+-0.112,0.177+-0.018,0.112+-0.01
1,0.293+-0.011,0.457+-0.242,0.155+-0.019,0.097+-0.012
2,0.254+-0.003,0.281+-0.013,0.143+-0.003,0.084+-0.002
3,0.239+-0.004,0.263+-0.01,0.14+-0.004,0.086+-0.003
4,0.232+-0.001,0.253+-0.011,0.137+-0.005,0.084+-0.004
5,0.228+-0.002,0.253+-0.009,0.134+-0.003,0.079+-0.002
6,0.224+-0.003,0.25+-0.017,0.134+-0.006,0.079+-0.005
7,0.221+-0.002,0.247+-0.009,0.132+-0.007,0.08+-0.006
8,0.219+-0.002,0.241+-0.008,0.128+-0.004,0.076+-0.005
9,0.219+-0.002,0.245+-0.008,0.132+-0.005,0.077+-0.003
10,0.213+-0.002,0.245+-0.012,0.13+-0.008,0.079+-0.008
11,0.212+-0.004,0.249+-0.014,0.135+-0.01,0.08+-0.006
12,0.209+-0.003,0.24+-0.008,0.127+-0.005,0.077+-0.003
13,0.208+-0.004,0.235+-0.005,0.124+-0.004,0.074+-0.004
14,0.206+-0.004,0.238+-0.005,0.128+-0.007,0.074+-0.006
15,0.204+-0.003,0.239+-0.012,0.121+-0.003,0.07+-0.002
16,0.203+-0.006,0.24+-0.009,0.128+-0.009,0.076+-0.006
17,0.201+-0.007,0.24+-0.009,0.127+-0.007,0.075+-0.006
18,0.2+-0.007,0.233+-0.005,0.119+-0.004,0.069+-0.002
19,0.198+-0.007,0.266+-0.009,0.136+-0.004,0.077+-0.006
20,0.198+-0.006,0.236+-0.011,0.121+-0.006,0.069+-0.002
21,0.196+-0.007,0.235+-0.009,0.121+-0.006,0.071+-0.005
22,0.195+-0.004,0.251+-0.007,0.13+-0.001,0.075+-0.002
23,0.194+-0.004,0.23+-0.006,0.118+-0.006,0.071+-0.005
24,0.192+-0.004,0.242+-0.024,0.122+-0.011,0.07+-0.006
25,0.19+-0.008,0.236+-0.013,0.119+-0.005,0.069+-0.001
26,0.189+-0.007,0.238+-0.016,0.119+-0.005,0.068+-0.002
27,0.186+-0.006,0.231+-0.01,0.121+-0.015,0.07+-0.009
28,0.185+-0.005,0.232+-0.009,0.119+-0.009,0.069+-0.006
29,0.185+-0.005,0.26+-0.034,0.127+-0.015,0.071+-0.006
30,0.183+-0.002,0.23+-0.004,0.117+-0.005,0.068+-0.004
31,0.181+-0.004,0.234+-0.004,0.121+-0.005,0.07+-0.003
32,0.182+-0.004,0.232+-0.004,0.118+-0.006,0.068+-0.006
33,0.179+-0.005,0.229+-0.004,0.117+-0.005,0.066+-0.003
34,0.178+-0.006,0.228+-0.003,0.114+-0.001,0.066+-0.001
35,0.177+-0.006,0.229+-0.006,0.116+-0.003,0.067+-0.003
36,0.175+-0.005,0.226+-0.002,0.114+-0.003,0.065+-0.002
37,0.175+-0.006,0.234+-0.008,0.118+-0.005,0.067+-0.002
38,0.176+-0.006,0.23+-0.006,0.117+-0.006,0.067+-0.002
39,0.176+-0.005,0.228+-0.001,0.115+-0.001,0.065+-0.0
40,0.175+-0.004,0.233+-0.008,0.118+-0.005,0.069+-0.004
41,0.173+-0.004,0.235+-0.003,0.12+-0.002,0.069+-0.003
42,0.173+-0.003,0.226+-0.003,0.113+-0.004,0.065+-0.003
43,0.173+-0.005,0.233+-0.008,0.118+-0.006,0.067+-0.003
44,0.171+-0.005,0.23+-0.004,0.117+-0.005,0.069+-0.004
45,0.171+-0.003,0.226+-0.001,0.112+-0.002,0.064+-0.002
46,0.169+-0.005,0.229+-0.002,0.115+-0.002,0.067+-0.002
47,0.171+-0.003,0.228+-0.003,0.115+-0.003,0.066+-0.003
48,0.171+-0.005,0.233+-0.006,0.117+-0.003,0.067+-0.004
49,0.17+-0.004,0.228+-0.004,0.115+-0.003,0.065+-0.001
50,0.17+-0.004,0.229+-0.007,0.117+-0.008,0.067+-0.004
51,0.169+-0.005,0.227+-0.002,0.114+-0.001,0.066+-0.002
52,0.168+-0.004,0.226+-0.002,0.112+-0.003,0.065+-0.002
53,0.168+-0.005,0.227+-0.004,0.112+-0.002,0.065+-0.003
54,0.169+-0.005,0.23+-0.004,0.117+-0.004,0.066+-0.003
55,0.168+-0.003,0.23+-0.007,0.115+-0.005,0.066+-0.005
56,0.169+-0.002,0.228+-0.004,0.114+-0.004,0.065+-0.003
57,0.168+-0.002,0.228+-0.002,0.114+-0.003,0.065+-0.002
58,0.167+-0.003,0.231+-0.006,0.117+-0.004,0.065+-0.002
59,0.168+-0.004,0.227+-0.001,0.114+-0.002,0.066+-0.002
60,0.168+-0.001,0.227+-0.001,0.113+-0.002,0.064+-0.001
61,0.167+-0.003,0.227+-0.001,0.113+-0.001,0.065+-0.003
62,0.166+-0.002,0.23+-0.003,0.116+-0.003,0.068+-0.001
63,0.166+-0.003,0.227+-0.001,0.114+-0.002,0.065+-0.002
64,0.166+-0.002,0.228+-0.002,0.114+-0.002,0.063+-0.001
65,0.166+-0.003,0.227+-0.002,0.114+-0.003,0.064+-0.002
66,0.163+-0.003,0.225+-0.002,0.111+-0.002,0.064+-0.002
67,0.164+-0.003,0.226+-0.003,0.112+-0.002,0.064+-0.003
