epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,1.331+-0.012,1.202+-0.059,0.545+-0.033,0.973+-0.002,0.545+-0.033,0.514+-0.013,0.556+-0.028
1,0.86+-0.005,1.046+-0.048,0.597+-0.011,0.983+-0.005,0.597+-0.011,0.557+-0.017,0.604+-0.009
2,0.728+-0.02,0.97+-0.062,0.622+-0.03,0.987+-0.001,0.622+-0.03,0.581+-0.015,0.628+-0.029
3,0.645+-0.014,0.939+-0.033,0.628+-0.009,0.988+-0.004,0.628+-0.009,0.599+-0.01,0.631+-0.01
4,0.565+-0.026,0.945+-0.059,0.628+-0.011,0.986+-0.003,0.628+-0.011,0.585+-0.006,0.632+-0.01
5,0.521+-0.019,0.876+-0.055,0.644+-0.019,0.991+-0.001,0.644+-0.019,0.608+-0.008,0.654+-0.017
6,0.46+-0.019,0.884+-0.14,0.65+-0.035,0.993+-0.002,0.65+-0.035,0.629+-0.027,0.65+-0.034
7,0.425+-0.025,0.828+-0.064,0.67+-0.027,0.991+-0.002,0.67+-0.027,0.628+-0.02,0.674+-0.026
8,0.403+-0.007,0.914+-0.104,0.644+-0.039,0.989+-0.003,0.644+-0.039,0.603+-0.037,0.65+-0.037
9,0.39+-0.019,0.898+-0.145,0.646+-0.064,0.992+-0.003,0.646+-0.064,0.618+-0.034,0.634+-0.075
10,0.35+-0.009,0.835+-0.053,0.666+-0.025,0.993+-0.001,0.666+-0.025,0.633+-0.025,0.667+-0.023
11,0.321+-0.003,0.858+-0.067,0.665+-0.023,0.993+-0.003,0.665+-0.023,0.631+-0.014,0.664+-0.026
12,0.31+-0.017,0.824+-0.023,0.686+-0.006,0.991+-0.003,0.686+-0.006,0.636+-0.014,0.688+-0.007
13,0.281+-0.002,0.762+-0.061,0.701+-0.023,0.993+-0.001,0.701+-0.023,0.648+-0.015,0.704+-0.02
14,0.268+-0.002,0.771+-0.033,0.705+-0.012,0.993+-0.001,0.705+-0.012,0.657+-0.002,0.707+-0.014
15,0.255+-0.009,0.863+-0.096,0.681+-0.025,0.991+-0.002,0.681+-0.025,0.627+-0.026,0.682+-0.027
16,0.239+-0.023,0.825+-0.071,0.682+-0.03,0.993+-0.001,0.682+-0.03,0.624+-0.035,0.683+-0.021
17,0.225+-0.01,0.788+-0.055,0.704+-0.015,0.991+-0.001,0.704+-0.015,0.651+-0.009,0.706+-0.012
18,0.21+-0.005,0.887+-0.104,0.687+-0.037,0.992+-0.003,0.687+-0.037,0.635+-0.027,0.683+-0.037
19,0.191+-0.02,0.869+-0.006,0.69+-0.003,0.991+-0.002,0.69+-0.003,0.642+-0.02,0.689+-0.002
20,0.175+-0.006,0.904+-0.03,0.682+-0.017,0.991+-0.001,0.682+-0.017,0.643+-0.009,0.683+-0.02
21,0.167+-0.003,0.879+-0.048,0.676+-0.014,0.99+-0.003,0.676+-0.014,0.631+-0.016,0.676+-0.017
22,0.153+-0.005,0.94+-0.153,0.674+-0.044,0.991+-0.001,0.674+-0.044,0.633+-0.027,0.671+-0.054
23,0.144+-0.013,0.933+-0.067,0.677+-0.018,0.99+-0.001,0.677+-0.018,0.63+-0.016,0.676+-0.014
