epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,2.773+-0.304,2.37+-0.564,0.474+-0.026,0.941+-0.027,0.474+-0.026,0.412+-0.025,0.467+-0.05
1,2.064+-0.066,2.716+-1.051,0.482+-0.064,0.907+-0.091,0.482+-0.064,0.399+-0.058,0.466+-0.085
2,1.795+-0.162,2.503+-1.01,0.487+-0.061,0.925+-0.069,0.487+-0.061,0.431+-0.043,0.462+-0.094
3,1.883+-0.047,2.798+-1.04,0.444+-0.092,0.93+-0.054,0.444+-0.092,0.424+-0.065,0.43+-0.101
4,1.551+-0.135,2.313+-0.511,0.493+-0.046,0.967+-0.008,0.493+-0.046,0.464+-0.037,0.471+-0.059
5,1.676+-0.038,3.124+-0.603,0.425+-0.045,0.928+-0.065,0.425+-0.045,0.412+-0.051,0.39+-0.061
6,1.722+-0.505,1.992+-0.508,0.541+-0.039,0.973+-0.006,0.541+-0.039,0.48+-0.025,0.555+-0.025
7,1.52+-0.062,2.25+-0.543,0.463+-0.076,0.97+-0.008,0.463+-0.076,0.455+-0.048,0.459+-0.101
8,1.482+-0.333,2.039+-0.547,0.557+-0.078,0.971+-0.011,0.557+-0.078,0.51+-0.036,0.548+-0.075
9,1.375+-0.125,2.146+-0.439,0.515+-0.026,0.974+-0.008,0.515+-0.026,0.488+-0.029,0.501+-0.058
10,1.354+-0.058,2.82+-0.584,0.474+-0.079,0.949+-0.017,0.474+-0.079,0.424+-0.036,0.462+-0.102
11,1.33+-0.168,2.92+-0.443,0.472+-0.049,0.94+-0.027,0.472+-0.049,0.449+-0.035,0.436+-0.057
12,1.253+-0.124,2.501+-0.576,0.465+-0.073,0.958+-0.016,0.465+-0.073,0.459+-0.021,0.468+-0.085
13,1.263+-0.159,2.441+-0.168,0.512+-0.086,0.957+-0.01,0.512+-0.086,0.446+-0.077,0.497+-0.088
14,1.427+-0.042,3.252+-0.73,0.485+-0.071,0.943+-0.027,0.485+-0.071,0.442+-0.019,0.447+-0.093
15,1.487+-0.234,2.432+-0.686,0.5+-0.116,0.962+-0.019,0.5+-0.116,0.473+-0.093,0.512+-0.101
16,1.202+-0.285,2.242+-0.33,0.523+-0.008,0.974+-0.013,0.523+-0.008,0.491+-0.019,0.502+-0.046
17,1.261+-0.271,2.091+-0.285,0.562+-0.034,0.972+-0.011,0.562+-0.034,0.518+-0.02,0.555+-0.026
18,1.189+-0.209,2.697+-0.137,0.485+-0.047,0.956+-0.024,0.485+-0.047,0.465+-0.026,0.471+-0.056
19,1.651+-0.572,3.076+-0.938,0.464+-0.052,0.936+-0.033,0.464+-0.052,0.446+-0.059,0.451+-0.076
20,1.44+-0.079,2.171+-0.427,0.544+-0.058,0.965+-0.015,0.544+-0.058,0.499+-0.056,0.558+-0.045
21,1.367+-0.246,2.544+-0.515,0.524+-0.068,0.948+-0.028,0.524+-0.068,0.459+-0.063,0.519+-0.066
22,1.147+-0.199,2.585+-0.617,0.477+-0.058,0.959+-0.019,0.477+-0.058,0.454+-0.051,0.489+-0.057
23,1.201+-0.158,1.749+-0.159,0.596+-0.028,0.98+-0.005,0.596+-0.028,0.53+-0.03,0.595+-0.029
24,1.145+-0.044,2.794+-1.218,0.552+-0.019,0.94+-0.052,0.552+-0.019,0.469+-0.033,0.527+-0.041
25,1.11+-0.13,2.253+-0.393,0.546+-0.034,0.966+-0.018,0.546+-0.034,0.498+-0.002,0.525+-0.049
26,1.304+-0.223,2.458+-0.962,0.517+-0.076,0.965+-0.018,0.517+-0.076,0.486+-0.051,0.508+-0.099
27,1.079+-0.053,2.651+-0.113,0.525+-0.008,0.961+-0.013,0.525+-0.008,0.474+-0.017,0.516+-0.044
28,0.984+-0.188,2.077+-0.385,0.545+-0.038,0.971+-0.008,0.545+-0.038,0.505+-0.034,0.541+-0.04
29,1.057+-0.017,2.108+-0.48,0.546+-0.051,0.972+-0.018,0.546+-0.051,0.509+-0.049,0.553+-0.054
30,1.004+-0.036,3.168+-0.783,0.457+-0.092,0.957+-0.009,0.457+-0.092,0.441+-0.046,0.43+-0.111
31,1.069+-0.051,2.246+-0.777,0.58+-0.046,0.98+-0.006,0.58+-0.046,0.519+-0.059,0.539+-0.084
32,1.009+-0.163,2.242+-0.328,0.581+-0.046,0.971+-0.014,0.581+-0.046,0.517+-0.037,0.552+-0.048
33,0.946+-0.05,2.4+-0.588,0.509+-0.087,0.967+-0.011,0.509+-0.087,0.49+-0.057,0.519+-0.086
34,0.864+-0.075,2.704+-0.917,0.519+-0.058,0.952+-0.03,0.519+-0.058,0.51+-0.039,0.482+-0.083
35,0.915+-0.049,1.954+-0.16,0.563+-0.029,0.976+-0.006,0.563+-0.029,0.523+-0.022,0.563+-0.021
36,0.957+-0.164,2.398+-1.01,0.551+-0.088,0.965+-0.022,0.551+-0.088,0.501+-0.07,0.548+-0.098
37,1.075+-0.055,2.245+-0.661,0.563+-0.042,0.971+-0.019,0.563+-0.042,0.516+-0.05,0.558+-0.06
38,1.033+-0.197,2.405+-1.003,0.527+-0.091,0.968+-0.019,0.527+-0.091,0.494+-0.089,0.506+-0.119
39,1.068+-0.187,2.587+-1.141,0.524+-0.075,0.948+-0.051,0.524+-0.075,0.478+-0.072,0.521+-0.081
40,1.014+-0.153,2.51+-0.727,0.526+-0.065,0.956+-0.036,0.526+-0.065,0.489+-0.051,0.508+-0.092
41,0.972+-0.269,2.662+-0.457,0.497+-0.034,0.957+-0.028,0.497+-0.034,0.478+-0.033,0.489+-0.055
42,0.987+-0.14,2.17+-0.548,0.558+-0.057,0.972+-0.018,0.558+-0.057,0.501+-0.06,0.535+-0.085
43,0.961+-0.109,2.198+-0.319,0.548+-0.032,0.971+-0.005,0.548+-0.032,0.505+-0.013,0.53+-0.04
44,1.05+-0.088,2.705+-1.131,0.515+-0.092,0.96+-0.031,0.515+-0.092,0.469+-0.062,0.514+-0.094
45,1.028+-0.105,2.582+-0.519,0.561+-0.042,0.958+-0.016,0.561+-0.042,0.485+-0.03,0.558+-0.042
46,1.007+-0.287,2.351+-0.709,0.538+-0.086,0.963+-0.022,0.538+-0.086,0.497+-0.065,0.527+-0.101
47,1.013+-0.238,2.583+-0.351,0.523+-0.06,0.965+-0.005,0.523+-0.06,0.481+-0.022,0.508+-0.072
48,1.002+-0.086,2.149+-0.444,0.56+-0.027,0.976+-0.009,0.56+-0.027,0.516+-0.026,0.555+-0.038
49,0.923+-0.102,2.013+-0.139,0.593+-0.019,0.976+-0.007,0.593+-0.019,0.525+-0.036,0.59+-0.019
50,0.901+-0.049,2.592+-0.63,0.495+-0.089,0.968+-0.01,0.495+-0.089,0.474+-0.054,0.484+-0.137
51,0.911+-0.034,1.969+-0.489,0.57+-0.052,0.981+-0.003,0.57+-0.052,0.537+-0.025,0.562+-0.07
52,0.947+-0.147,2.666+-1.431,0.561+-0.048,0.937+-0.071,0.561+-0.048,0.519+-0.038,0.532+-0.091
53,1.029+-0.082,1.991+-0.089,0.565+-0.004,0.977+-0.006,0.565+-0.004,0.53+-0.012,0.567+-0.005
54,0.877+-0.188,2.849+-0.631,0.503+-0.068,0.961+-0.012,0.503+-0.068,0.474+-0.056,0.503+-0.047
55,0.924+-0.282,2.387+-0.597,0.509+-0.048,0.97+-0.009,0.509+-0.048,0.5+-0.04,0.495+-0.063
56,0.893+-0.092,2.519+-0.172,0.509+-0.028,0.966+-0.016,0.509+-0.028,0.494+-0.025,0.493+-0.045
57,0.937+-0.017,2.29+-0.502,0.514+-0.08,0.975+-0.009,0.514+-0.08,0.504+-0.057,0.499+-0.089
58,0.894+-0.13,2.126+-0.113,0.545+-0.029,0.976+-0.006,0.545+-0.029,0.509+-0.029,0.55+-0.027
59,0.852+-0.108,2.224+-0.488,0.568+-0.053,0.977+-0.003,0.568+-0.053,0.523+-0.037,0.556+-0.045
60,0.751+-0.076,3.254+-0.514,0.449+-0.059,0.953+-0.011,0.449+-0.059,0.444+-0.043,0.394+-0.079
61,1.016+-0.286,2.578+-0.31,0.547+-0.023,0.968+-0.004,0.547+-0.023,0.502+-0.004,0.52+-0.031
62,0.937+-0.031,2.218+-0.339,0.549+-0.015,0.975+-0.004,0.549+-0.015,0.52+-0.015,0.545+-0.027
63,0.783+-0.021,2.323+-0.262,0.527+-0.006,0.971+-0.01,0.527+-0.006,0.502+-0.026,0.521+-0.007
64,1.023+-0.148,2.39+-0.327,0.568+-0.051,0.971+-0.005,0.568+-0.051,0.514+-0.018,0.556+-0.08
65,1.032+-0.198,2.516+-0.434,0.526+-0.02,0.973+-0.004,0.526+-0.02,0.49+-0.022,0.517+-0.01
66,0.991+-0.114,2.311+-0.292,0.566+-0.035,0.971+-0.004,0.566+-0.035,0.51+-0.024,0.56+-0.052
67,0.936+-0.127,2.207+-0.175,0.578+-0.027,0.98+-0.003,0.578+-0.027,0.513+-0.013,0.564+-0.022
68,0.956+-0.094,2.315+-0.31,0.564+-0.042,0.97+-0.01,0.564+-0.042,0.497+-0.023,0.565+-0.039
69,0.938+-0.073,2.574+-0.317,0.511+-0.029,0.962+-0.023,0.511+-0.029,0.493+-0.039,0.486+-0.042
70,0.935+-0.106,2.505+-0.445,0.537+-0.026,0.97+-0.002,0.537+-0.026,0.512+-0.01,0.532+-0.041
71,0.894+-0.176,2.562+-0.631,0.546+-0.071,0.975+-0.009,0.546+-0.071,0.504+-0.047,0.528+-0.081
72,0.916+-0.184,2.153+-0.121,0.589+-0.041,0.976+-0.003,0.589+-0.041,0.521+-0.027,0.573+-0.039
73,0.822+-0.133,2.727+-0.436,0.513+-0.027,0.968+-0.005,0.513+-0.027,0.488+-0.02,0.485+-0.056
74,0.874+-0.056,2.315+-0.915,0.571+-0.062,0.972+-0.021,0.571+-0.062,0.541+-0.044,0.553+-0.087
75,0.874+-0.099,2.145+-0.45,0.596+-0.035,0.977+-0.006,0.596+-0.035,0.531+-0.019,0.587+-0.041
76,0.861+-0.094,2.756+-0.456,0.5+-0.052,0.97+-0.009,0.5+-0.052,0.483+-0.037,0.479+-0.063
77,1.039+-0.191,2.695+-1.078,0.534+-0.084,0.962+-0.026,0.534+-0.084,0.486+-0.07,0.533+-0.091
78,0.858+-0.121,2.748+-1.314,0.544+-0.059,0.956+-0.039,0.544+-0.059,0.5+-0.04,0.524+-0.092
79,0.849+-0.176,2.746+-0.728,0.52+-0.04,0.956+-0.022,0.52+-0.04,0.485+-0.035,0.498+-0.069
80,0.829+-0.102,2.934+-1.219,0.545+-0.081,0.967+-0.021,0.545+-0.081,0.484+-0.05,0.505+-0.124
81,0.945+-0.205,2.301+-0.386,0.589+-0.031,0.974+-0.011,0.589+-0.031,0.529+-0.049,0.58+-0.044
82,0.763+-0.072,2.468+-0.696,0.546+-0.037,0.954+-0.038,0.546+-0.037,0.508+-0.029,0.522+-0.068
83,0.832+-0.152,2.219+-0.209,0.567+-0.049,0.973+-0.002,0.567+-0.049,0.514+-0.023,0.569+-0.04
84,0.898+-0.138,2.291+-0.55,0.561+-0.08,0.971+-0.011,0.561+-0.08,0.524+-0.056,0.554+-0.092
85,0.874+-0.052,2.295+-0.527,0.561+-0.064,0.969+-0.014,0.561+-0.064,0.506+-0.049,0.555+-0.07
86,0.95+-0.163,2.642+-0.78,0.53+-0.061,0.97+-0.015,0.53+-0.061,0.484+-0.044,0.515+-0.068
87,1.149+-0.319,2.72+-0.814,0.527+-0.056,0.973+-0.01,0.527+-0.056,0.498+-0.053,0.512+-0.076
88,0.986+-0.166,2.089+-0.438,0.579+-0.05,0.979+-0.002,0.579+-0.05,0.53+-0.023,0.59+-0.038
89,0.831+-0.138,2.177+-0.216,0.56+-0.031,0.977+-0.006,0.56+-0.031,0.513+-0.036,0.567+-0.016
90,0.895+-0.163,2.588+-0.544,0.535+-0.052,0.975+-0.007,0.535+-0.052,0.5+-0.05,0.517+-0.068
91,0.945+-0.295,2.51+-0.628,0.572+-0.055,0.964+-0.023,0.572+-0.055,0.509+-0.051,0.552+-0.067
92,0.95+-0.221,2.497+-0.558,0.557+-0.053,0.976+-0.003,0.557+-0.053,0.521+-0.035,0.562+-0.044
93,0.989+-0.155,2.937+-0.27,0.507+-0.01,0.97+-0.008,0.507+-0.01,0.493+-0.014,0.495+-0.025
94,0.922+-0.125,1.933+-0.08,0.603+-0.013,0.983+-0.001,0.603+-0.013,0.547+-0.008,0.599+-0.01
95,0.704+-0.007,2.492+-0.627,0.548+-0.073,0.966+-0.019,0.548+-0.073,0.511+-0.042,0.532+-0.079
96,0.862+-0.093,2.514+-0.326,0.524+-0.033,0.977+-0.006,0.524+-0.033,0.519+-0.027,0.521+-0.029
97,0.874+-0.142,2.301+-0.599,0.577+-0.032,0.979+-0.003,0.577+-0.032,0.539+-0.01,0.566+-0.04
98,0.889+-0.107,2.371+-0.32,0.58+-0.012,0.976+-0.002,0.58+-0.012,0.521+-0.009,0.566+-0.02
99,0.786+-0.272,2.032+-0.434,0.586+-0.028,0.976+-0.006,0.586+-0.028,0.528+-0.029,0.586+-0.026
