epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,2.034+-0.015,1.982+-0.138,0.29+-0.084,0.808+-0.09,0.29+-0.084,0.273+-0.059,0.303+-0.103
1,1.152+-0.018,1.196+-0.138,0.571+-0.068,0.975+-0.013,0.571+-0.068,0.541+-0.034,0.578+-0.063
2,0.727+-0.003,1.088+-0.045,0.598+-0.024,0.981+-0.002,0.598+-0.024,0.562+-0.017,0.606+-0.023
3,0.559+-0.012,0.95+-0.049,0.648+-0.016,0.988+-0.003,0.648+-0.016,0.614+-0.01,0.652+-0.014
4,0.46+-0.002,0.867+-0.015,0.667+-0.005,0.991+-0.002,0.667+-0.005,0.627+-0.006,0.672+-0.005
5,0.365+-0.016,0.795+-0.012,0.693+-0.007,0.992+-0.001,0.693+-0.007,0.653+-0.01,0.695+-0.009
6,0.303+-0.016,0.773+-0.017,0.704+-0.009,0.992+-0.001,0.704+-0.009,0.666+-0.01,0.705+-0.01
7,0.257+-0.006,0.754+-0.036,0.712+-0.014,0.993+-0.001,0.712+-0.014,0.66+-0.01,0.714+-0.012
8,0.222+-0.005,0.722+-0.006,0.727+-0.01,0.993+-0.001,0.727+-0.01,0.675+-0.01,0.727+-0.009
9,0.193+-0.003,0.709+-0.025,0.727+-0.002,0.993+-0.001,0.727+-0.002,0.669+-0.018,0.727+-0.004
10,0.16+-0.006,0.714+-0.017,0.731+-0.005,0.992+-0.001,0.731+-0.005,0.674+-0.013,0.73+-0.004
11,0.132+-0.007,0.723+-0.021,0.731+-0.006,0.992+-0.001,0.731+-0.006,0.669+-0.005,0.73+-0.004
12,0.114+-0.007,0.723+-0.018,0.739+-0.008,0.993+-0.001,0.739+-0.008,0.669+-0.009,0.737+-0.007
13,0.099+-0.009,0.717+-0.021,0.741+-0.006,0.992+-0.001,0.741+-0.006,0.672+-0.023,0.74+-0.006
14,0.087+-0.007,0.726+-0.019,0.744+-0.004,0.993+-0.001,0.744+-0.004,0.674+-0.011,0.742+-0.004
15,0.074+-0.003,0.733+-0.023,0.746+-0.005,0.992+-0.001,0.746+-0.005,0.675+-0.012,0.743+-0.004
16,0.062+-0.002,0.745+-0.026,0.744+-0.003,0.992+-0.002,0.744+-0.003,0.669+-0.021,0.742+-0.002
17,0.052+-0.001,0.761+-0.03,0.745+-0.01,0.992+-0.001,0.745+-0.01,0.674+-0.016,0.743+-0.007
18,0.046+-0.0,0.762+-0.02,0.749+-0.003,0.992+-0.001,0.749+-0.003,0.678+-0.018,0.746+-0.003
19,0.038+-0.002,0.77+-0.021,0.749+-0.003,0.992+-0.001,0.749+-0.003,0.677+-0.02,0.746+-0.003
20,0.033+-0.003,0.79+-0.025,0.75+-0.006,0.992+-0.001,0.75+-0.006,0.673+-0.023,0.746+-0.006
21,0.028+-0.003,0.792+-0.028,0.749+-0.001,0.992+-0.001,0.749+-0.001,0.678+-0.016,0.747+-0.0
22,0.026+-0.002,0.801+-0.037,0.752+-0.003,0.992+-0.002,0.752+-0.003,0.676+-0.016,0.748+-0.003
23,0.023+-0.001,0.817+-0.033,0.753+-0.004,0.991+-0.002,0.753+-0.004,0.679+-0.02,0.749+-0.005
24,0.021+-0.001,0.814+-0.029,0.753+-0.003,0.992+-0.002,0.753+-0.003,0.681+-0.018,0.75+-0.002
25,0.017+-0.001,0.831+-0.033,0.752+-0.004,0.992+-0.002,0.752+-0.004,0.673+-0.018,0.749+-0.003
26,0.017+-0.002,0.85+-0.024,0.752+-0.006,0.992+-0.001,0.752+-0.006,0.674+-0.017,0.748+-0.005
27,0.016+-0.001,0.848+-0.025,0.752+-0.002,0.991+-0.002,0.752+-0.002,0.673+-0.014,0.748+-0.001
28,0.014+-0.001,0.855+-0.032,0.754+-0.001,0.991+-0.001,0.754+-0.001,0.673+-0.014,0.749+-0.001
29,0.012+-0.002,0.859+-0.038,0.753+-0.005,0.991+-0.001,0.753+-0.005,0.672+-0.019,0.75+-0.006
30,0.01+-0.001,0.87+-0.03,0.755+-0.003,0.992+-0.001,0.755+-0.003,0.676+-0.015,0.751+-0.002
31,0.01+-0.0,0.87+-0.034,0.755+-0.002,0.991+-0.002,0.755+-0.002,0.672+-0.018,0.751+-0.003
32,0.009+-0.001,0.881+-0.039,0.751+-0.002,0.991+-0.001,0.751+-0.002,0.673+-0.016,0.748+-0.002
33,0.009+-0.0,0.879+-0.04,0.751+-0.004,0.991+-0.001,0.751+-0.004,0.674+-0.023,0.748+-0.006
