epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,1.575+-0.041,1.422+-0.089,0.481+-0.037,0.951+-0.01,0.481+-0.037,0.438+-0.034,0.491+-0.035
1,0.973+-0.049,1.173+-0.082,0.56+-0.041,0.976+-0.005,0.56+-0.041,0.514+-0.041,0.569+-0.038
2,0.823+-0.034,1.144+-0.018,0.552+-0.015,0.977+-0.002,0.552+-0.015,0.518+-0.007,0.556+-0.019
3,0.719+-0.032,1.027+-0.025,0.594+-0.012,0.984+-0.001,0.594+-0.012,0.555+-0.009,0.602+-0.013
4,0.663+-0.02,1.048+-0.095,0.588+-0.036,0.982+-0.003,0.588+-0.036,0.551+-0.033,0.596+-0.034
5,0.587+-0.04,1.016+-0.087,0.596+-0.036,0.987+-0.005,0.596+-0.036,0.552+-0.019,0.606+-0.036
6,0.532+-0.027,0.937+-0.046,0.62+-0.039,0.99+-0.002,0.62+-0.039,0.575+-0.024,0.625+-0.04
7,0.496+-0.028,0.995+-0.082,0.596+-0.033,0.989+-0.003,0.596+-0.033,0.573+-0.02,0.603+-0.033
8,0.44+-0.017,0.932+-0.03,0.626+-0.011,0.989+-0.002,0.626+-0.011,0.575+-0.012,0.631+-0.012
9,0.433+-0.023,0.956+-0.086,0.614+-0.029,0.991+-0.003,0.614+-0.029,0.574+-0.028,0.62+-0.029
10,0.401+-0.013,0.85+-0.036,0.66+-0.014,0.992+-0.002,0.66+-0.014,0.611+-0.008,0.665+-0.013
11,0.369+-0.023,0.845+-0.027,0.662+-0.01,0.992+-0.002,0.662+-0.01,0.614+-0.02,0.665+-0.007
12,0.362+-0.02,0.914+-0.082,0.64+-0.026,0.991+-0.002,0.64+-0.026,0.602+-0.019,0.644+-0.025
13,0.345+-0.007,0.912+-0.085,0.645+-0.027,0.992+-0.002,0.645+-0.027,0.614+-0.023,0.648+-0.023
14,0.32+-0.031,0.854+-0.096,0.659+-0.044,0.991+-0.002,0.659+-0.044,0.611+-0.036,0.661+-0.044
15,0.3+-0.03,0.897+-0.062,0.649+-0.013,0.992+-0.001,0.649+-0.013,0.614+-0.004,0.651+-0.009
16,0.289+-0.02,0.833+-0.054,0.671+-0.028,0.992+-0.002,0.671+-0.028,0.613+-0.013,0.674+-0.026
17,0.271+-0.014,0.844+-0.05,0.67+-0.021,0.991+-0.001,0.67+-0.021,0.623+-0.019,0.671+-0.022
18,0.248+-0.021,0.875+-0.016,0.67+-0.005,0.99+-0.003,0.67+-0.005,0.615+-0.025,0.673+-0.007
19,0.26+-0.013,0.854+-0.058,0.675+-0.021,0.992+-0.001,0.675+-0.021,0.631+-0.02,0.675+-0.021
20,0.242+-0.016,0.913+-0.093,0.65+-0.024,0.99+-0.002,0.65+-0.024,0.601+-0.008,0.653+-0.021
21,0.224+-0.02,0.857+-0.054,0.679+-0.02,0.989+-0.001,0.679+-0.02,0.626+-0.006,0.678+-0.021
22,0.205+-0.027,0.902+-0.199,0.665+-0.075,0.991+-0.001,0.665+-0.075,0.612+-0.051,0.662+-0.078
23,0.198+-0.013,0.962+-0.117,0.651+-0.042,0.989+-0.003,0.651+-0.042,0.609+-0.02,0.644+-0.042
24,0.185+-0.013,0.961+-0.055,0.648+-0.033,0.99+-0.004,0.648+-0.033,0.602+-0.023,0.648+-0.032
25,0.18+-0.01,0.903+-0.038,0.685+-0.01,0.991+-0.001,0.685+-0.01,0.63+-0.005,0.684+-0.013
26,0.169+-0.008,0.918+-0.181,0.681+-0.032,0.991+-0.0,0.681+-0.032,0.622+-0.01,0.677+-0.036
27,0.15+-0.01,0.9+-0.07,0.687+-0.025,0.989+-0.003,0.687+-0.025,0.625+-0.023,0.688+-0.022
28,0.133+-0.014,0.871+-0.042,0.698+-0.007,0.992+-0.001,0.698+-0.007,0.637+-0.012,0.699+-0.007
29,0.133+-0.012,0.915+-0.033,0.69+-0.016,0.991+-0.001,0.69+-0.016,0.635+-0.004,0.69+-0.014
30,0.127+-0.008,1.057+-0.161,0.654+-0.045,0.988+-0.002,0.654+-0.045,0.601+-0.022,0.646+-0.048
31,0.11+-0.01,0.934+-0.084,0.687+-0.034,0.991+-0.002,0.687+-0.034,0.629+-0.027,0.69+-0.03
32,0.099+-0.003,1.01+-0.048,0.667+-0.018,0.989+-0.001,0.667+-0.018,0.61+-0.023,0.665+-0.022
33,0.1+-0.013,0.95+-0.13,0.685+-0.039,0.991+-0.002,0.685+-0.039,0.63+-0.027,0.684+-0.035
34,0.1+-0.007,1.06+-0.285,0.667+-0.053,0.987+-0.006,0.667+-0.053,0.616+-0.022,0.669+-0.048
35,0.085+-0.006,1.005+-0.045,0.683+-0.027,0.987+-0.002,0.683+-0.027,0.622+-0.007,0.675+-0.026
