epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,2.05+-0.034,1.893+-0.146,0.326+-0.11,0.842+-0.074,0.326+-0.11,0.287+-0.054,0.333+-0.125
1,1.162+-0.043,1.19+-0.011,0.579+-0.028,0.977+-0.006,0.579+-0.028,0.525+-0.018,0.585+-0.027
2,0.747+-0.052,1.092+-0.114,0.597+-0.033,0.982+-0.007,0.597+-0.033,0.573+-0.034,0.604+-0.033
3,0.582+-0.027,0.923+-0.026,0.658+-0.007,0.988+-0.001,0.658+-0.007,0.618+-0.009,0.663+-0.006
4,0.436+-0.023,0.863+-0.043,0.667+-0.013,0.991+-0.002,0.667+-0.013,0.625+-0.017,0.671+-0.013
5,0.373+-0.019,0.787+-0.016,0.692+-0.007,0.992+-0.001,0.692+-0.007,0.653+-0.009,0.695+-0.006
6,0.303+-0.014,0.754+-0.029,0.7+-0.008,0.993+-0.001,0.7+-0.008,0.661+-0.013,0.702+-0.008
7,0.267+-0.018,0.73+-0.016,0.707+-0.003,0.993+-0.0,0.707+-0.003,0.669+-0.01,0.708+-0.002
8,0.208+-0.009,0.711+-0.037,0.722+-0.018,0.994+-0.001,0.722+-0.018,0.678+-0.005,0.723+-0.017
9,0.188+-0.002,0.706+-0.032,0.729+-0.002,0.994+-0.001,0.729+-0.002,0.682+-0.006,0.73+-0.002
10,0.16+-0.006,0.705+-0.03,0.73+-0.008,0.994+-0.001,0.73+-0.008,0.68+-0.005,0.731+-0.006
11,0.138+-0.005,0.703+-0.024,0.736+-0.003,0.993+-0.002,0.736+-0.003,0.679+-0.012,0.735+-0.003
12,0.116+-0.009,0.704+-0.008,0.737+-0.013,0.994+-0.001,0.737+-0.013,0.681+-0.013,0.737+-0.011
13,0.099+-0.004,0.699+-0.018,0.743+-0.006,0.993+-0.001,0.743+-0.006,0.683+-0.012,0.742+-0.005
14,0.089+-0.005,0.713+-0.024,0.741+-0.006,0.993+-0.001,0.741+-0.006,0.682+-0.003,0.739+-0.004
15,0.073+-0.002,0.72+-0.017,0.744+-0.006,0.993+-0.001,0.744+-0.006,0.681+-0.009,0.742+-0.006
16,0.063+-0.0,0.724+-0.028,0.749+-0.003,0.993+-0.0,0.749+-0.003,0.685+-0.005,0.747+-0.003
17,0.054+-0.004,0.742+-0.02,0.744+-0.006,0.993+-0.001,0.744+-0.006,0.683+-0.005,0.742+-0.005
