epoch,train_loss,val_loss,rmse,mae
0,0.491+-0.022,0.449+-0.037,0.175+-0.003,0.128+-0.003
1,0.271+-0.009,0.347+-0.025,0.168+-0.005,0.12+-0.005
2,0.312+-0.023,0.306+-0.007,0.161+-0.006,0.109+-0.006
3,0.302+-0.017,0.348+-0.033,0.157+-0.001,0.103+-0.002
4,0.288+-0.016,0.387+-0.062,0.16+-0.003,0.104+-0.002
5,0.286+-0.009,0.474+-0.14,0.174+-0.023,0.109+-0.012
6,0.271+-0.014,0.517+-0.155,0.178+-0.022,0.108+-0.014
7,0.254+-0.007,0.455+-0.096,0.157+-0.01,0.094+-0.007
8,0.249+-0.014,0.62+-0.298,0.164+-0.005,0.1+-0.004
9,0.242+-0.018,0.654+-0.309,0.163+-0.003,0.101+-0.003
10,0.226+-0.011,0.449+-0.131,0.16+-0.015,0.097+-0.01
11,0.217+-0.011,0.374+-0.032,0.148+-0.003,0.088+-0.003
12,0.217+-0.004,0.387+-0.066,0.158+-0.012,0.094+-0.004
13,0.216+-0.003,0.358+-0.066,0.152+-0.01,0.092+-0.005
14,0.212+-0.007,0.338+-0.046,0.153+-0.008,0.093+-0.004
15,0.207+-0.004,0.31+-0.031,0.148+-0.004,0.09+-0.004
16,0.203+-0.007,0.298+-0.024,0.145+-0.006,0.087+-0.005
17,0.202+-0.004,0.296+-0.029,0.145+-0.01,0.086+-0.006
18,0.197+-0.004,0.277+-0.016,0.138+-0.005,0.082+-0.004
19,0.194+-0.005,0.27+-0.014,0.136+-0.003,0.08+-0.002
20,0.195+-0.006,0.269+-0.012,0.136+-0.005,0.08+-0.003
21,0.19+-0.008,0.27+-0.012,0.136+-0.003,0.079+-0.002
22,0.189+-0.003,0.269+-0.011,0.136+-0.003,0.079+-0.002
23,0.187+-0.007,0.267+-0.01,0.136+-0.002,0.078+-0.001
24,0.185+-0.003,0.267+-0.009,0.135+-0.002,0.078+-0.0
25,0.188+-0.009,0.283+-0.017,0.138+-0.007,0.079+-0.003
26,0.182+-0.005,0.273+-0.004,0.135+-0.005,0.077+-0.002
27,0.18+-0.004,0.257+-0.011,0.133+-0.005,0.078+-0.005
28,0.181+-0.006,0.266+-0.022,0.137+-0.003,0.08+-0.003
29,0.178+-0.009,0.258+-0.016,0.134+-0.003,0.078+-0.003
30,0.181+-0.005,0.253+-0.013,0.132+-0.004,0.077+-0.003
31,0.177+-0.005,0.254+-0.014,0.133+-0.006,0.077+-0.004
32,0.174+-0.005,0.26+-0.01,0.134+-0.004,0.078+-0.002
33,0.175+-0.007,0.27+-0.017,0.137+-0.005,0.08+-0.004
34,0.173+-0.007,0.277+-0.013,0.141+-0.009,0.082+-0.007
35,0.174+-0.006,0.257+-0.011,0.133+-0.004,0.077+-0.004
36,0.17+-0.009,0.253+-0.018,0.131+-0.002,0.077+-0.002
37,0.169+-0.007,0.257+-0.012,0.133+-0.004,0.076+-0.003
38,0.17+-0.007,0.258+-0.01,0.133+-0.004,0.077+-0.003
39,0.166+-0.006,0.253+-0.016,0.131+-0.009,0.076+-0.006
40,0.166+-0.006,0.251+-0.017,0.13+-0.007,0.077+-0.003
41,0.165+-0.009,0.256+-0.008,0.133+-0.005,0.078+-0.003
42,0.164+-0.006,0.257+-0.004,0.133+-0.006,0.076+-0.004
43,0.164+-0.006,0.255+-0.006,0.131+-0.006,0.075+-0.004
44,0.162+-0.006,0.251+-0.017,0.128+-0.004,0.075+-0.003
45,0.16+-0.005,0.255+-0.021,0.131+-0.003,0.076+-0.001
46,0.162+-0.006,0.253+-0.018,0.13+-0.002,0.075+-0.002
47,0.159+-0.004,0.256+-0.022,0.134+-0.006,0.079+-0.003
48,0.16+-0.006,0.256+-0.006,0.132+-0.005,0.078+-0.006
49,0.161+-0.006,0.257+-0.012,0.13+-0.004,0.076+-0.003
50,0.159+-0.005,0.255+-0.016,0.131+-0.003,0.075+-0.003
51,0.159+-0.005,0.266+-0.013,0.136+-0.004,0.077+-0.003
52,0.158+-0.006,0.251+-0.015,0.129+-0.005,0.074+-0.003
53,0.157+-0.007,0.252+-0.016,0.129+-0.004,0.075+-0.001
54,0.158+-0.008,0.251+-0.014,0.131+-0.004,0.075+-0.003
55,0.156+-0.007,0.251+-0.016,0.13+-0.001,0.075+-0.002
56,0.157+-0.008,0.254+-0.018,0.132+-0.003,0.077+-0.001
57,0.156+-0.005,0.255+-0.014,0.133+-0.003,0.077+-0.002
58,0.155+-0.006,0.252+-0.015,0.13+-0.003,0.074+-0.001
59,0.155+-0.008,0.264+-0.014,0.136+-0.001,0.078+-0.002
60,0.155+-0.008,0.272+-0.034,0.142+-0.014,0.082+-0.007
61,0.154+-0.003,0.257+-0.013,0.133+-0.001,0.076+-0.003
62,0.158+-0.0,0.25+-0.015,0.128+-0.004,0.075+-0.002
63,0.153+-0.006,0.25+-0.016,0.129+-0.002,0.074+-0.002
64,0.154+-0.005,0.247+-0.012,0.128+-0.003,0.074+-0.002
65,0.155+-0.007,0.254+-0.01,0.132+-0.005,0.077+-0.005
66,0.155+-0.004,0.258+-0.005,0.135+-0.007,0.078+-0.004
67,0.154+-0.003,0.255+-0.012,0.133+-0.002,0.075+-0.001
68,0.153+-0.004,0.252+-0.01,0.131+-0.004,0.075+-0.003
69,0.151+-0.005,0.251+-0.011,0.129+-0.003,0.075+-0.004
70,0.152+-0.007,0.254+-0.007,0.134+-0.006,0.077+-0.006
71,0.151+-0.004,0.252+-0.012,0.132+-0.008,0.075+-0.004
72,0.151+-0.004,0.256+-0.016,0.132+-0.009,0.075+-0.005
73,0.152+-0.003,0.25+-0.014,0.128+-0.002,0.073+-0.001
74,0.15+-0.003,0.251+-0.013,0.13+-0.001,0.075+-0.002
75,0.151+-0.007,0.25+-0.012,0.129+-0.003,0.074+-0.001
76,0.153+-0.005,0.251+-0.009,0.129+-0.003,0.073+-0.001
77,0.151+-0.005,0.25+-0.01,0.129+-0.004,0.073+-0.002
78,0.15+-0.004,0.25+-0.012,0.129+-0.002,0.073+-0.002
79,0.15+-0.004,0.249+-0.012,0.128+-0.002,0.073+-0.002
80,0.149+-0.005,0.249+-0.012,0.129+-0.003,0.073+-0.002
81,0.147+-0.007,0.247+-0.01,0.128+-0.002,0.073+-0.002
82,0.149+-0.003,0.249+-0.009,0.128+-0.002,0.073+-0.001
83,0.149+-0.006,0.248+-0.012,0.127+-0.002,0.072+-0.002
84,0.149+-0.004,0.248+-0.012,0.127+-0.002,0.072+-0.001
85,0.148+-0.004,0.248+-0.013,0.127+-0.004,0.072+-0.002
86,0.149+-0.004,0.249+-0.013,0.128+-0.003,0.072+-0.002
87,0.148+-0.005,0.253+-0.008,0.131+-0.003,0.075+-0.003
88,0.147+-0.006,0.25+-0.01,0.129+-0.003,0.073+-0.002
89,0.151+-0.006,0.249+-0.009,0.127+-0.003,0.072+-0.001
90,0.146+-0.005,0.248+-0.012,0.128+-0.005,0.073+-0.002
91,0.149+-0.007,0.253+-0.007,0.13+-0.004,0.074+-0.004
92,0.149+-0.004,0.254+-0.007,0.131+-0.005,0.075+-0.004
93,0.15+-0.007,0.248+-0.015,0.127+-0.004,0.072+-0.002
94,0.147+-0.006,0.252+-0.013,0.131+-0.004,0.074+-0.003
95,0.151+-0.004,0.249+-0.012,0.129+-0.002,0.073+-0.002
96,0.148+-0.003,0.247+-0.01,0.128+-0.001,0.073+-0.001
97,0.146+-0.006,0.248+-0.011,0.129+-0.004,0.073+-0.002
98,0.15+-0.004,0.246+-0.01,0.126+-0.002,0.072+-0.002
99,0.148+-0.008,0.248+-0.008,0.128+-0.003,0.073+-0.001
