epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,2.001+-0.032,2.441+-0.097,0.021+-0.008,0.491+-0.186,0.021+-0.008,0.01+-0.01,0.009+-0.013
1,1.755+-0.044,2.551+-0.166,0.025+-0.011,0.663+-0.02,0.025+-0.011,0.01+-0.007,0.006+-0.006
2,1.571+-0.084,2.683+-0.49,0.102+-0.085,0.734+-0.049,0.102+-0.085,0.056+-0.034,0.091+-0.092
3,1.405+-0.045,2.584+-0.718,0.216+-0.158,0.799+-0.05,0.216+-0.158,0.083+-0.049,0.183+-0.147
4,1.364+-0.135,2.629+-0.683,0.271+-0.09,0.847+-0.038,0.271+-0.09,0.13+-0.026,0.26+-0.068
5,1.188+-0.19,2.728+-1.028,0.205+-0.071,0.857+-0.008,0.205+-0.071,0.132+-0.046,0.211+-0.081
6,1.106+-0.136,2.402+-0.86,0.206+-0.07,0.877+-0.033,0.206+-0.07,0.155+-0.066,0.19+-0.036
7,0.916+-0.077,2.313+-0.879,0.259+-0.111,0.89+-0.045,0.259+-0.111,0.169+-0.063,0.267+-0.128
8,0.826+-0.131,2.113+-0.609,0.325+-0.132,0.891+-0.033,0.325+-0.132,0.207+-0.081,0.326+-0.122
9,0.802+-0.09,2.103+-0.291,0.3+-0.054,0.895+-0.031,0.3+-0.054,0.175+-0.03,0.284+-0.019
10,0.709+-0.085,2.46+-0.629,0.294+-0.049,0.902+-0.02,0.294+-0.049,0.171+-0.035,0.26+-0.036
11,0.772+-0.134,2.174+-0.284,0.304+-0.064,0.907+-0.022,0.304+-0.064,0.199+-0.031,0.307+-0.057
12,0.594+-0.026,2.372+-0.113,0.328+-0.092,0.907+-0.028,0.328+-0.092,0.183+-0.024,0.308+-0.079
13,0.66+-0.099,3.069+-1.413,0.275+-0.081,0.919+-0.025,0.275+-0.081,0.189+-0.006,0.268+-0.06
14,0.564+-0.125,2.991+-0.884,0.261+-0.074,0.93+-0.02,0.261+-0.074,0.176+-0.013,0.243+-0.038
15,0.597+-0.107,2.65+-1.141,0.334+-0.078,0.923+-0.033,0.334+-0.078,0.204+-0.048,0.319+-0.098
16,0.578+-0.289,2.383+-0.45,0.352+-0.047,0.941+-0.025,0.352+-0.047,0.237+-0.014,0.368+-0.022
17,0.465+-0.082,4.263+-3.234,0.295+-0.1,0.934+-0.024,0.295+-0.1,0.19+-0.028,0.287+-0.086
18,0.516+-0.151,3.682+-1.753,0.282+-0.099,0.913+-0.051,0.282+-0.099,0.196+-0.049,0.289+-0.1
19,0.577+-0.104,2.883+-0.86,0.318+-0.051,0.932+-0.031,0.318+-0.051,0.221+-0.036,0.347+-0.041
20,0.452+-0.137,2.387+-0.769,0.404+-0.04,0.946+-0.012,0.404+-0.04,0.258+-0.016,0.401+-0.034
21,0.551+-0.216,2.671+-1.465,0.387+-0.102,0.929+-0.028,0.387+-0.102,0.255+-0.018,0.389+-0.074
22,0.446+-0.167,3.202+-2.197,0.354+-0.138,0.927+-0.032,0.354+-0.138,0.248+-0.044,0.363+-0.126
23,0.477+-0.255,4.865+-5.054,0.343+-0.111,0.941+-0.01,0.343+-0.111,0.207+-0.07,0.345+-0.098
24,0.42+-0.27,5.18+-5.998,0.367+-0.136,0.941+-0.007,0.367+-0.136,0.214+-0.079,0.349+-0.127
