epoch,train_loss,val_loss,rmse,mae
0,0.398+-0.033,0.35+-0.026,0.158+-0.009,0.098+-0.007
1,0.309+-0.021,0.281+-0.006,0.135+-0.004,0.084+-0.005
2,0.256+-0.006,0.259+-0.007,0.123+-0.001,0.071+-0.002
3,0.237+-0.004,0.242+-0.005,0.117+-0.002,0.069+-0.002
4,0.221+-0.005,0.232+-0.002,0.113+-0.001,0.067+-0.001
5,0.213+-0.004,0.23+-0.002,0.112+-0.003,0.068+-0.002
6,0.208+-0.002,0.228+-0.001,0.113+-0.002,0.068+-0.002
7,0.205+-0.003,0.225+-0.004,0.112+-0.003,0.066+-0.002
8,0.204+-0.002,0.225+-0.003,0.112+-0.002,0.067+-0.001
9,0.201+-0.003,0.221+-0.002,0.109+-0.001,0.065+-0.002
10,0.198+-0.002,0.221+-0.003,0.109+-0.002,0.065+-0.001
11,0.198+-0.003,0.22+-0.001,0.109+-0.001,0.065+-0.002
12,0.197+-0.002,0.221+-0.002,0.109+-0.002,0.064+-0.002
13,0.199+-0.004,0.22+-0.003,0.107+-0.001,0.064+-0.001
14,0.196+-0.0,0.222+-0.002,0.109+-0.003,0.065+-0.002
15,0.195+-0.001,0.22+-0.001,0.107+-0.001,0.064+-0.001
16,0.193+-0.003,0.223+-0.004,0.109+-0.002,0.065+-0.002
17,0.193+-0.004,0.223+-0.003,0.109+-0.003,0.065+-0.002
18,0.195+-0.005,0.221+-0.002,0.107+-0.002,0.064+-0.001
19,0.193+-0.001,0.223+-0.001,0.109+-0.001,0.065+-0.001
20,0.193+-0.004,0.221+-0.002,0.107+-0.001,0.064+-0.001
21,0.193+-0.002,0.223+-0.002,0.109+-0.001,0.065+-0.002
22,0.192+-0.002,0.222+-0.003,0.108+-0.002,0.063+-0.001
23,0.192+-0.002,0.221+-0.004,0.107+-0.002,0.064+-0.002
24,0.191+-0.001,0.221+-0.001,0.107+-0.001,0.063+-0.001
25,0.19+-0.002,0.222+-0.0,0.108+-0.001,0.063+-0.001
26,0.191+-0.001,0.221+-0.002,0.107+-0.002,0.063+-0.001
27,0.191+-0.002,0.222+-0.003,0.108+-0.001,0.064+-0.001
28,0.19+-0.003,0.223+-0.002,0.109+-0.001,0.064+-0.001
29,0.19+-0.003,0.222+-0.001,0.107+-0.003,0.063+-0.001
30,0.188+-0.002,0.222+-0.002,0.107+-0.002,0.063+-0.003
31,0.188+-0.003,0.221+-0.002,0.107+-0.001,0.063+-0.002
32,0.19+-0.004,0.223+-0.002,0.108+-0.002,0.064+-0.002
33,0.189+-0.004,0.223+-0.002,0.108+-0.001,0.063+-0.001
34,0.189+-0.001,0.221+-0.001,0.107+-0.001,0.063+-0.001
35,0.186+-0.003,0.221+-0.001,0.107+-0.0,0.063+-0.001
36,0.188+-0.001,0.224+-0.004,0.11+-0.003,0.065+-0.002
37,0.187+-0.002,0.221+-0.002,0.107+-0.001,0.063+-0.0
38,0.188+-0.002,0.223+-0.003,0.109+-0.002,0.064+-0.001
39,0.187+-0.002,0.224+-0.003,0.108+-0.003,0.063+-0.001
40,0.187+-0.001,0.224+-0.002,0.109+-0.002,0.064+-0.002
41,0.188+-0.002,0.223+-0.003,0.109+-0.003,0.064+-0.002
42,0.186+-0.003,0.225+-0.004,0.11+-0.002,0.065+-0.002
43,0.187+-0.002,0.225+-0.001,0.11+-0.001,0.064+-0.001
44,0.188+-0.005,0.224+-0.004,0.109+-0.003,0.064+-0.003
45,0.187+-0.002,0.223+-0.002,0.108+-0.0,0.064+-0.001
46,0.186+-0.004,0.224+-0.002,0.108+-0.001,0.063+-0.001
47,0.186+-0.003,0.227+-0.003,0.11+-0.003,0.064+-0.003
48,0.187+-0.003,0.227+-0.002,0.11+-0.001,0.064+-0.0
49,0.186+-0.003,0.224+-0.002,0.108+-0.001,0.063+-0.001
50,0.184+-0.003,0.223+-0.001,0.108+-0.002,0.063+-0.001
51,0.185+-0.002,0.225+-0.002,0.109+-0.003,0.063+-0.002
52,0.187+-0.002,0.223+-0.001,0.108+-0.002,0.063+-0.001
53,0.185+-0.002,0.226+-0.002,0.109+-0.001,0.064+-0.001
54,0.185+-0.002,0.229+-0.005,0.112+-0.004,0.066+-0.003
55,0.186+-0.006,0.225+-0.002,0.109+-0.001,0.063+-0.002
