epoch,train_loss,val_loss,rmse,mae
0,0.35+-0.005,0.724+-0.637,0.174+-0.036,0.104+-0.026
1,0.259+-0.002,0.359+-0.089,0.164+-0.02,0.098+-0.013
2,0.23+-0.002,0.252+-0.014,0.131+-0.007,0.075+-0.007
3,0.217+-0.005,0.232+-0.006,0.118+-0.004,0.068+-0.001
4,0.209+-0.005,0.223+-0.005,0.114+-0.004,0.068+-0.004
5,0.203+-0.005,0.229+-0.009,0.117+-0.007,0.07+-0.005
6,0.2+-0.006,0.223+-0.013,0.111+-0.009,0.065+-0.005
7,0.195+-0.005,0.219+-0.004,0.11+-0.005,0.065+-0.003
8,0.195+-0.005,0.23+-0.01,0.116+-0.008,0.067+-0.007
9,0.192+-0.006,0.22+-0.009,0.111+-0.01,0.064+-0.007
10,0.191+-0.005,0.22+-0.007,0.107+-0.006,0.062+-0.005
11,0.188+-0.008,0.225+-0.011,0.112+-0.008,0.063+-0.006
12,0.188+-0.006,0.218+-0.002,0.106+-0.003,0.06+-0.005
13,0.187+-0.007,0.22+-0.009,0.108+-0.005,0.063+-0.004
14,0.183+-0.004,0.216+-0.001,0.105+-0.002,0.059+-0.001
15,0.182+-0.005,0.218+-0.002,0.107+-0.003,0.061+-0.002
16,0.182+-0.006,0.22+-0.002,0.109+-0.003,0.062+-0.002
17,0.181+-0.006,0.225+-0.012,0.112+-0.005,0.064+-0.004
18,0.182+-0.006,0.226+-0.016,0.112+-0.008,0.064+-0.006
19,0.18+-0.004,0.218+-0.005,0.107+-0.005,0.061+-0.003
20,0.179+-0.005,0.213+-0.002,0.102+-0.003,0.057+-0.0
21,0.178+-0.004,0.219+-0.009,0.107+-0.009,0.06+-0.005
22,0.177+-0.005,0.225+-0.009,0.112+-0.006,0.062+-0.004
23,0.177+-0.004,0.216+-0.004,0.104+-0.003,0.06+-0.003
24,0.176+-0.002,0.223+-0.013,0.107+-0.008,0.061+-0.006
25,0.174+-0.002,0.211+-0.002,0.1+-0.003,0.056+-0.003
26,0.174+-0.002,0.214+-0.004,0.102+-0.005,0.058+-0.005
27,0.174+-0.003,0.22+-0.006,0.109+-0.007,0.062+-0.002
28,0.173+-0.004,0.219+-0.009,0.107+-0.007,0.06+-0.003
29,0.173+-0.003,0.214+-0.007,0.103+-0.009,0.058+-0.006
30,0.172+-0.004,0.22+-0.008,0.108+-0.009,0.061+-0.006
31,0.171+-0.005,0.212+-0.005,0.099+-0.005,0.055+-0.003
32,0.171+-0.003,0.211+-0.002,0.099+-0.001,0.056+-0.002
33,0.17+-0.004,0.213+-0.006,0.1+-0.005,0.055+-0.003
34,0.169+-0.003,0.209+-0.002,0.098+-0.001,0.054+-0.002
35,0.168+-0.002,0.211+-0.005,0.099+-0.005,0.054+-0.002
36,0.171+-0.001,0.213+-0.003,0.102+-0.004,0.057+-0.002
37,0.169+-0.003,0.212+-0.002,0.1+-0.004,0.056+-0.003
38,0.17+-0.003,0.212+-0.002,0.101+-0.001,0.057+-0.001
39,0.169+-0.004,0.211+-0.004,0.099+-0.004,0.056+-0.002
40,0.168+-0.002,0.212+-0.002,0.1+-0.001,0.055+-0.001
41,0.168+-0.002,0.214+-0.008,0.101+-0.007,0.056+-0.003
42,0.168+-0.002,0.214+-0.004,0.104+-0.004,0.058+-0.004
43,0.168+-0.002,0.211+-0.003,0.1+-0.003,0.055+-0.002
44,0.168+-0.003,0.213+-0.004,0.1+-0.003,0.056+-0.002
45,0.167+-0.003,0.212+-0.005,0.101+-0.006,0.056+-0.005
46,0.167+-0.003,0.211+-0.005,0.098+-0.004,0.053+-0.002
47,0.167+-0.003,0.214+-0.005,0.101+-0.006,0.056+-0.004
48,0.167+-0.003,0.212+-0.004,0.1+-0.004,0.054+-0.002
49,0.166+-0.002,0.209+-0.002,0.097+-0.002,0.054+-0.002
50,0.166+-0.004,0.211+-0.005,0.1+-0.005,0.055+-0.004
51,0.165+-0.003,0.21+-0.003,0.099+-0.004,0.055+-0.002
52,0.167+-0.003,0.211+-0.003,0.101+-0.004,0.056+-0.004
53,0.166+-0.003,0.209+-0.001,0.097+-0.001,0.054+-0.001
54,0.166+-0.002,0.209+-0.002,0.098+-0.002,0.054+-0.001
55,0.166+-0.002,0.21+-0.001,0.098+-0.002,0.055+-0.002
56,0.166+-0.002,0.212+-0.002,0.1+-0.002,0.055+-0.001
57,0.165+-0.003,0.214+-0.007,0.1+-0.006,0.055+-0.003
58,0.165+-0.002,0.21+-0.005,0.099+-0.007,0.055+-0.004
59,0.165+-0.002,0.213+-0.004,0.1+-0.003,0.055+-0.003
60,0.165+-0.002,0.212+-0.004,0.099+-0.003,0.054+-0.001
61,0.165+-0.002,0.211+-0.004,0.099+-0.003,0.055+-0.002
62,0.165+-0.002,0.211+-0.002,0.1+-0.003,0.055+-0.002
63,0.166+-0.002,0.212+-0.003,0.1+-0.004,0.055+-0.003
64,0.165+-0.002,0.215+-0.006,0.102+-0.007,0.056+-0.005
65,0.165+-0.004,0.213+-0.007,0.102+-0.006,0.057+-0.004
66,0.166+-0.002,0.214+-0.005,0.1+-0.005,0.054+-0.002
67,0.166+-0.002,0.21+-0.002,0.098+-0.003,0.055+-0.002
68,0.164+-0.002,0.211+-0.003,0.099+-0.004,0.055+-0.003
69,0.164+-0.003,0.214+-0.011,0.099+-0.008,0.054+-0.003
70,0.165+-0.002,0.211+-0.004,0.098+-0.003,0.054+-0.002
71,0.164+-0.002,0.21+-0.003,0.098+-0.004,0.055+-0.003
72,0.165+-0.003,0.211+-0.004,0.099+-0.004,0.055+-0.003
