epoch,train_loss,val_loss,rmse,mae
0,0.378+-0.031,0.326+-0.026,0.142+-0.004,0.082+-0.003
1,0.274+-0.016,0.277+-0.017,0.138+-0.008,0.086+-0.006
2,0.22+-0.005,0.237+-0.013,0.114+-0.009,0.065+-0.005
3,0.201+-0.005,0.231+-0.009,0.112+-0.008,0.066+-0.006
4,0.187+-0.002,0.218+-0.004,0.102+-0.005,0.058+-0.004
5,0.178+-0.001,0.216+-0.009,0.102+-0.008,0.058+-0.004
6,0.175+-0.002,0.212+-0.004,0.097+-0.004,0.054+-0.002
7,0.172+-0.002,0.21+-0.002,0.095+-0.001,0.053+-0.001
8,0.172+-0.001,0.21+-0.0,0.095+-0.001,0.053+-0.001
9,0.17+-0.001,0.21+-0.002,0.094+-0.001,0.053+-0.001
10,0.169+-0.001,0.209+-0.001,0.093+-0.001,0.052+-0.002
11,0.168+-0.002,0.212+-0.001,0.096+-0.002,0.054+-0.0
12,0.168+-0.003,0.212+-0.004,0.096+-0.002,0.054+-0.001
13,0.168+-0.003,0.21+-0.001,0.095+-0.002,0.052+-0.001
14,0.166+-0.002,0.211+-0.003,0.095+-0.002,0.053+-0.001
15,0.166+-0.002,0.211+-0.003,0.096+-0.003,0.053+-0.002
16,0.165+-0.003,0.211+-0.003,0.095+-0.003,0.053+-0.002
17,0.166+-0.005,0.21+-0.003,0.094+-0.002,0.053+-0.002
18,0.166+-0.004,0.21+-0.001,0.094+-0.001,0.052+-0.0
19,0.165+-0.002,0.209+-0.002,0.094+-0.002,0.052+-0.001
20,0.166+-0.003,0.211+-0.002,0.095+-0.004,0.052+-0.002
21,0.165+-0.001,0.211+-0.002,0.096+-0.003,0.053+-0.001
22,0.164+-0.002,0.209+-0.002,0.094+-0.001,0.052+-0.001
23,0.165+-0.002,0.21+-0.002,0.094+-0.001,0.053+-0.001
24,0.165+-0.002,0.209+-0.002,0.094+-0.002,0.052+-0.001
25,0.163+-0.003,0.209+-0.001,0.095+-0.001,0.052+-0.001
26,0.165+-0.002,0.211+-0.001,0.096+-0.001,0.053+-0.002
27,0.165+-0.002,0.21+-0.002,0.095+-0.001,0.052+-0.001
28,0.164+-0.001,0.209+-0.001,0.094+-0.002,0.052+-0.002
29,0.164+-0.002,0.208+-0.001,0.093+-0.001,0.052+-0.001
30,0.164+-0.002,0.211+-0.005,0.095+-0.003,0.053+-0.003
31,0.164+-0.003,0.209+-0.002,0.094+-0.0,0.052+-0.001
32,0.164+-0.002,0.21+-0.003,0.094+-0.002,0.052+-0.002
33,0.163+-0.002,0.209+-0.001,0.093+-0.002,0.052+-0.001
34,0.163+-0.001,0.209+-0.001,0.094+-0.002,0.052+-0.0
35,0.163+-0.002,0.209+-0.002,0.093+-0.001,0.052+-0.001
36,0.164+-0.002,0.21+-0.003,0.095+-0.002,0.052+-0.002
37,0.164+-0.003,0.21+-0.003,0.095+-0.003,0.053+-0.002
38,0.164+-0.003,0.21+-0.002,0.096+-0.003,0.053+-0.002
39,0.163+-0.003,0.209+-0.002,0.095+-0.002,0.052+-0.002
40,0.162+-0.002,0.208+-0.001,0.094+-0.001,0.051+-0.001
41,0.163+-0.002,0.208+-0.001,0.094+-0.001,0.052+-0.001
42,0.163+-0.002,0.21+-0.001,0.094+-0.001,0.052+-0.001
43,0.163+-0.002,0.21+-0.002,0.095+-0.002,0.052+-0.001
44,0.164+-0.003,0.209+-0.002,0.094+-0.001,0.052+-0.001
45,0.162+-0.002,0.208+-0.002,0.093+-0.001,0.052+-0.001
46,0.162+-0.002,0.209+-0.002,0.094+-0.001,0.052+-0.001
47,0.162+-0.002,0.209+-0.001,0.093+-0.001,0.051+-0.001
48,0.162+-0.002,0.209+-0.002,0.093+-0.001,0.051+-0.001
49,0.162+-0.002,0.209+-0.001,0.094+-0.0,0.051+-0.002
