epoch,train_loss,val_loss,rmse,mae
0,0.384+-0.02,0.297+-0.011,0.156+-0.002,0.108+-0.001
1,0.292+-0.003,0.265+-0.004,0.144+-0.003,0.092+-0.003
2,0.261+-0.002,0.254+-0.004,0.14+-0.003,0.092+-0.003
3,0.252+-0.003,0.246+-0.004,0.136+-0.003,0.087+-0.004
4,0.248+-0.004,0.247+-0.004,0.135+-0.003,0.087+-0.003
5,0.247+-0.003,0.249+-0.007,0.136+-0.004,0.087+-0.003
6,0.246+-0.003,0.247+-0.004,0.135+-0.002,0.087+-0.001
7,0.247+-0.001,0.245+-0.001,0.133+-0.001,0.085+-0.001
8,0.245+-0.002,0.243+-0.002,0.131+-0.001,0.083+-0.001
9,0.243+-0.002,0.241+-0.001,0.129+-0.001,0.082+-0.002
10,0.241+-0.002,0.24+-0.001,0.129+-0.001,0.082+-0.001
11,0.241+-0.001,0.242+-0.002,0.131+-0.001,0.082+-0.001
12,0.242+-0.001,0.244+-0.003,0.131+-0.003,0.083+-0.002
13,0.24+-0.001,0.242+-0.002,0.129+-0.001,0.082+-0.002
14,0.24+-0.001,0.24+-0.002,0.128+-0.001,0.081+-0.001
15,0.239+-0.001,0.24+-0.001,0.129+-0.001,0.081+-0.0
16,0.238+-0.002,0.237+-0.001,0.127+-0.001,0.08+-0.001
17,0.238+-0.001,0.241+-0.004,0.128+-0.002,0.081+-0.001
18,0.239+-0.003,0.238+-0.003,0.128+-0.002,0.08+-0.002
19,0.238+-0.003,0.239+-0.003,0.128+-0.003,0.08+-0.002
20,0.238+-0.002,0.24+-0.002,0.129+-0.002,0.081+-0.002
21,0.238+-0.003,0.238+-0.001,0.127+-0.0,0.08+-0.0
22,0.238+-0.002,0.239+-0.004,0.128+-0.003,0.08+-0.003
23,0.237+-0.002,0.238+-0.001,0.127+-0.001,0.079+-0.002
24,0.236+-0.002,0.24+-0.001,0.128+-0.002,0.08+-0.002
25,0.238+-0.002,0.236+-0.002,0.125+-0.002,0.079+-0.002
26,0.235+-0.002,0.237+-0.001,0.126+-0.001,0.079+-0.001
27,0.235+-0.001,0.238+-0.002,0.126+-0.002,0.079+-0.002
28,0.235+-0.002,0.237+-0.0,0.126+-0.001,0.078+-0.001
29,0.236+-0.002,0.242+-0.003,0.128+-0.002,0.08+-0.001
30,0.235+-0.001,0.238+-0.002,0.127+-0.001,0.079+-0.002
31,0.234+-0.001,0.24+-0.004,0.128+-0.003,0.08+-0.001
32,0.234+-0.001,0.239+-0.002,0.126+-0.001,0.079+-0.002
33,0.234+-0.002,0.239+-0.006,0.127+-0.005,0.079+-0.003
34,0.235+-0.002,0.237+-0.002,0.125+-0.002,0.078+-0.002
35,0.233+-0.001,0.238+-0.002,0.125+-0.001,0.078+-0.001
36,0.235+-0.001,0.241+-0.004,0.128+-0.003,0.08+-0.002
37,0.233+-0.001,0.237+-0.003,0.126+-0.003,0.079+-0.001
38,0.233+-0.002,0.237+-0.001,0.125+-0.001,0.078+-0.001
39,0.232+-0.0,0.238+-0.002,0.126+-0.001,0.079+-0.001
40,0.233+-0.002,0.239+-0.004,0.125+-0.002,0.078+-0.001
41,0.232+-0.002,0.237+-0.003,0.125+-0.002,0.078+-0.001
42,0.232+-0.001,0.235+-0.002,0.124+-0.002,0.078+-0.001
43,0.231+-0.002,0.238+-0.004,0.126+-0.004,0.078+-0.002
44,0.232+-0.003,0.237+-0.004,0.125+-0.003,0.078+-0.001
45,0.23+-0.002,0.235+-0.002,0.124+-0.002,0.077+-0.002
46,0.23+-0.001,0.235+-0.001,0.124+-0.001,0.078+-0.001
47,0.23+-0.001,0.236+-0.001,0.124+-0.002,0.078+-0.002
48,0.232+-0.001,0.238+-0.002,0.126+-0.002,0.08+-0.001
49,0.232+-0.002,0.236+-0.0,0.124+-0.001,0.078+-0.0
50,0.231+-0.003,0.236+-0.004,0.124+-0.003,0.078+-0.002
