epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,1.678+-0.029,1.584+-0.103,0.397+-0.055,0.928+-0.029,0.397+-0.055,0.379+-0.034,0.405+-0.058
1,1.173+-0.014,1.442+-0.137,0.461+-0.041,0.963+-0.003,0.461+-0.041,0.447+-0.05,0.475+-0.039
2,1.014+-0.011,1.3+-0.068,0.501+-0.04,0.97+-0.002,0.501+-0.04,0.461+-0.044,0.51+-0.04
3,0.928+-0.017,1.182+-0.104,0.565+-0.032,0.978+-0.009,0.565+-0.032,0.518+-0.047,0.572+-0.029
4,0.852+-0.009,1.116+-0.018,0.581+-0.013,0.982+-0.004,0.581+-0.013,0.531+-0.01,0.592+-0.01
5,0.796+-0.005,1.2+-0.09,0.54+-0.021,0.98+-0.002,0.54+-0.021,0.524+-0.01,0.541+-0.029
6,0.744+-0.012,1.004+-0.023,0.596+-0.013,0.987+-0.001,0.596+-0.013,0.57+-0.011,0.605+-0.015
7,0.69+-0.005,1.01+-0.083,0.61+-0.044,0.985+-0.003,0.61+-0.044,0.577+-0.032,0.617+-0.042
8,0.628+-0.012,0.931+-0.041,0.629+-0.019,0.988+-0.003,0.629+-0.019,0.58+-0.03,0.632+-0.019
9,0.597+-0.009,0.965+-0.131,0.626+-0.048,0.988+-0.002,0.626+-0.048,0.58+-0.016,0.631+-0.048
10,0.559+-0.003,0.901+-0.048,0.643+-0.018,0.991+-0.001,0.643+-0.018,0.615+-0.009,0.647+-0.021
11,0.514+-0.012,0.877+-0.008,0.656+-0.003,0.991+-0.002,0.656+-0.003,0.612+-0.016,0.659+-0.003
12,0.479+-0.007,0.897+-0.031,0.637+-0.02,0.993+-0.001,0.637+-0.02,0.623+-0.01,0.64+-0.022
13,0.441+-0.005,0.946+-0.115,0.626+-0.039,0.991+-0.001,0.626+-0.039,0.611+-0.011,0.627+-0.041
14,0.418+-0.002,0.84+-0.026,0.661+-0.019,0.993+-0.001,0.661+-0.019,0.626+-0.021,0.664+-0.016
15,0.389+-0.014,0.817+-0.01,0.673+-0.012,0.991+-0.002,0.673+-0.012,0.641+-0.005,0.674+-0.01
16,0.374+-0.012,0.833+-0.053,0.674+-0.024,0.991+-0.002,0.674+-0.024,0.642+-0.015,0.674+-0.027
17,0.357+-0.006,0.948+-0.107,0.622+-0.033,0.99+-0.003,0.622+-0.033,0.606+-0.024,0.618+-0.039
18,0.337+-0.018,0.884+-0.027,0.652+-0.015,0.987+-0.001,0.652+-0.015,0.616+-0.008,0.652+-0.014
19,0.325+-0.01,0.92+-0.158,0.647+-0.04,0.989+-0.003,0.647+-0.04,0.619+-0.018,0.646+-0.042
20,0.308+-0.009,0.92+-0.029,0.638+-0.013,0.989+-0.002,0.638+-0.013,0.609+-0.008,0.638+-0.009
21,0.291+-0.009,0.821+-0.034,0.671+-0.021,0.991+-0.001,0.671+-0.021,0.631+-0.017,0.673+-0.021
22,0.276+-0.009,0.904+-0.133,0.659+-0.036,0.989+-0.001,0.659+-0.036,0.629+-0.019,0.66+-0.035
23,0.263+-0.021,0.834+-0.047,0.678+-0.006,0.989+-0.003,0.678+-0.006,0.627+-0.019,0.679+-0.004
24,0.242+-0.018,0.951+-0.09,0.649+-0.034,0.988+-0.003,0.649+-0.034,0.621+-0.03,0.646+-0.037
25,0.233+-0.019,0.823+-0.025,0.692+-0.005,0.988+-0.001,0.692+-0.005,0.631+-0.014,0.691+-0.006
26,0.223+-0.016,0.925+-0.034,0.671+-0.032,0.986+-0.001,0.671+-0.032,0.621+-0.017,0.67+-0.032
27,0.192+-0.011,0.896+-0.031,0.676+-0.011,0.987+-0.001,0.676+-0.011,0.63+-0.012,0.676+-0.011
28,0.178+-0.005,0.889+-0.077,0.687+-0.018,0.987+-0.002,0.687+-0.018,0.62+-0.004,0.686+-0.013
29,0.16+-0.01,0.915+-0.058,0.678+-0.01,0.987+-0.002,0.678+-0.01,0.621+-0.001,0.676+-0.008
30,0.146+-0.004,0.94+-0.058,0.681+-0.011,0.986+-0.001,0.681+-0.011,0.62+-0.01,0.68+-0.012
31,0.138+-0.008,0.924+-0.053,0.692+-0.018,0.989+-0.001,0.692+-0.018,0.623+-0.023,0.691+-0.018
32,0.121+-0.013,1.002+-0.033,0.674+-0.004,0.987+-0.001,0.674+-0.004,0.616+-0.001,0.669+-0.002
33,0.115+-0.004,0.966+-0.008,0.683+-0.007,0.987+-0.002,0.683+-0.007,0.622+-0.007,0.682+-0.008
34,0.104+-0.008,1.019+-0.049,0.676+-0.019,0.986+-0.002,0.676+-0.019,0.608+-0.02,0.675+-0.016
35,0.096+-0.007,1.076+-0.065,0.676+-0.019,0.986+-0.004,0.676+-0.019,0.621+-0.014,0.673+-0.017
36,0.079+-0.007,1.04+-0.039,0.688+-0.004,0.984+-0.002,0.688+-0.004,0.622+-0.011,0.684+-0.003
37,0.081+-0.012,1.128+-0.014,0.683+-0.01,0.983+-0.004,0.683+-0.01,0.621+-0.011,0.68+-0.011
38,0.079+-0.015,1.166+-0.075,0.676+-0.014,0.982+-0.005,0.676+-0.014,0.584+-0.025,0.665+-0.021
39,0.074+-0.012,1.146+-0.029,0.676+-0.012,0.986+-0.002,0.676+-0.012,0.62+-0.005,0.674+-0.012
40,0.059+-0.008,1.172+-0.03,0.681+-0.005,0.985+-0.001,0.681+-0.005,0.608+-0.011,0.679+-0.005
41,0.055+-0.008,1.163+-0.05,0.673+-0.008,0.983+-0.002,0.673+-0.008,0.615+-0.008,0.672+-0.007
42,0.056+-0.007,1.2+-0.048,0.68+-0.01,0.984+-0.002,0.68+-0.01,0.601+-0.015,0.675+-0.011
43,0.044+-0.002,1.169+-0.022,0.682+-0.003,0.983+-0.002,0.682+-0.003,0.609+-0.007,0.676+-0.002
44,0.04+-0.005,1.271+-0.035,0.688+-0.009,0.983+-0.002,0.688+-0.009,0.61+-0.006,0.681+-0.006
45,0.036+-0.002,1.256+-0.021,0.682+-0.008,0.983+-0.001,0.682+-0.008,0.611+-0.014,0.676+-0.009
46,0.033+-0.001,1.322+-0.061,0.666+-0.011,0.985+-0.002,0.666+-0.011,0.615+-0.007,0.663+-0.012
