epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,0.991+-0.009,1.111+-0.104,0.596+-0.039,0.974+-0.005,0.596+-0.039,0.52+-0.031,0.607+-0.035
1,0.755+-0.028,1.111+-0.075,0.604+-0.029,0.976+-0.004,0.604+-0.029,0.534+-0.014,0.62+-0.023
2,0.703+-0.005,1.089+-0.135,0.616+-0.055,0.979+-0.005,0.616+-0.055,0.552+-0.026,0.627+-0.044
3,0.678+-0.015,1.081+-0.092,0.612+-0.025,0.982+-0.007,0.612+-0.025,0.548+-0.02,0.625+-0.021
4,0.658+-0.022,1.182+-0.111,0.598+-0.031,0.979+-0.006,0.598+-0.031,0.534+-0.017,0.615+-0.014
5,0.644+-0.008,1.074+-0.072,0.614+-0.026,0.981+-0.002,0.614+-0.026,0.547+-0.013,0.625+-0.022
6,0.631+-0.003,1.052+-0.089,0.628+-0.029,0.985+-0.002,0.628+-0.029,0.555+-0.026,0.635+-0.033
7,0.629+-0.008,1.2+-0.082,0.588+-0.022,0.979+-0.001,0.588+-0.022,0.531+-0.008,0.599+-0.019
8,0.602+-0.015,1.15+-0.102,0.598+-0.027,0.98+-0.003,0.598+-0.027,0.544+-0.021,0.6+-0.04
9,0.605+-0.015,1.04+-0.047,0.631+-0.012,0.984+-0.001,0.631+-0.012,0.557+-0.019,0.644+-0.009
10,0.607+-0.007,1.134+-0.187,0.602+-0.063,0.979+-0.008,0.602+-0.063,0.54+-0.045,0.603+-0.078
11,0.597+-0.011,1.186+-0.212,0.607+-0.04,0.982+-0.006,0.607+-0.04,0.549+-0.034,0.61+-0.06
12,0.601+-0.009,1.063+-0.043,0.619+-0.013,0.983+-0.002,0.619+-0.013,0.557+-0.011,0.626+-0.018
13,0.6+-0.006,1.044+-0.086,0.65+-0.027,0.98+-0.006,0.65+-0.027,0.571+-0.014,0.654+-0.015
14,0.595+-0.008,1.03+-0.043,0.629+-0.016,0.985+-0.002,0.629+-0.016,0.56+-0.002,0.638+-0.02
15,0.581+-0.011,1.116+-0.087,0.607+-0.027,0.984+-0.002,0.607+-0.027,0.554+-0.008,0.605+-0.035
16,0.578+-0.006,1.071+-0.139,0.626+-0.038,0.983+-0.005,0.626+-0.038,0.559+-0.032,0.634+-0.039
17,0.579+-0.01,1.083+-0.126,0.631+-0.037,0.985+-0.004,0.631+-0.037,0.563+-0.021,0.638+-0.033
18,0.574+-0.006,1.064+-0.066,0.631+-0.022,0.985+-0.002,0.631+-0.022,0.554+-0.012,0.64+-0.023
19,0.576+-0.02,1.289+-0.243,0.569+-0.07,0.977+-0.007,0.569+-0.07,0.533+-0.043,0.565+-0.086
20,0.575+-0.0,1.109+-0.136,0.616+-0.038,0.984+-0.005,0.616+-0.038,0.553+-0.029,0.623+-0.043
21,0.561+-0.017,1.09+-0.079,0.624+-0.027,0.985+-0.002,0.624+-0.027,0.553+-0.019,0.635+-0.026
22,0.564+-0.01,1.181+-0.052,0.597+-0.004,0.981+-0.002,0.597+-0.004,0.542+-0.004,0.6+-0.001
23,0.577+-0.007,1.19+-0.209,0.603+-0.057,0.98+-0.004,0.603+-0.057,0.542+-0.042,0.605+-0.074
24,0.57+-0.008,1.095+-0.055,0.619+-0.015,0.985+-0.002,0.619+-0.015,0.559+-0.01,0.625+-0.016
25,0.559+-0.027,1.139+-0.075,0.607+-0.024,0.983+-0.002,0.607+-0.024,0.542+-0.012,0.619+-0.024
26,0.56+-0.006,1.159+-0.139,0.606+-0.037,0.984+-0.005,0.606+-0.037,0.542+-0.027,0.615+-0.032
27,0.552+-0.014,1.087+-0.087,0.626+-0.031,0.983+-0.002,0.626+-0.031,0.558+-0.014,0.627+-0.046
28,0.552+-0.007,1.055+-0.098,0.633+-0.037,0.985+-0.002,0.633+-0.037,0.565+-0.021,0.637+-0.036
29,0.556+-0.001,1.087+-0.153,0.628+-0.043,0.983+-0.004,0.628+-0.043,0.561+-0.032,0.634+-0.047
30,0.555+-0.011,1.152+-0.069,0.615+-0.033,0.983+-0.003,0.615+-0.033,0.547+-0.021,0.623+-0.037
31,0.552+-0.006,0.978+-0.044,0.663+-0.009,0.987+-0.0,0.663+-0.009,0.582+-0.006,0.669+-0.011
32,0.548+-0.024,1.089+-0.095,0.631+-0.035,0.984+-0.001,0.631+-0.035,0.557+-0.018,0.642+-0.031
33,0.564+-0.015,1.113+-0.038,0.623+-0.005,0.982+-0.002,0.623+-0.005,0.548+-0.003,0.63+-0.01
34,0.552+-0.016,1.145+-0.135,0.611+-0.044,0.983+-0.002,0.611+-0.044,0.551+-0.025,0.621+-0.041
35,0.551+-0.014,1.07+-0.079,0.631+-0.025,0.986+-0.001,0.631+-0.025,0.565+-0.019,0.64+-0.024
36,0.539+-0.007,1.065+-0.086,0.636+-0.029,0.986+-0.003,0.636+-0.029,0.564+-0.021,0.645+-0.026
