epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted,f1_per_class
00,2.655,4.461,0.135,0.692,0.135,0.038,0.087,"[0.0, 0.0, 0.0, 0.302, 0.0, 0.0, 0.0, 0.0, 0.079, 0.0]"
01,3.398,8.932,0.119,0.706,0.119,0.082,0.069,"[0.145, 0.323, 0.0, 0.0, 0.188, 0.0, 0.0, 0.16, 0.0, 0.0]"
02,7.269,8.014,0.259,0.815,0.259,0.159,0.197,"[0.296, 0.0, 0.08, 0.514, 0.039, 0.0, 0.06, 0.354, 0.247, 0.0]"
03,6.767,10.529,0.418,0.705,0.418,0.240,0.356,"[0.286, 0.0, 0.4, 0.548, 0.0, 0.0, 0.621, 0.0, 0.158, 0.385]"
04,7.672,8.825,0.278,0.840,0.278,0.188,0.201,"[0.371, 0.003, 0.433, 0.597, 0.0, 0.004, 0.019, 0.232, 0.095, 0.122]"
05,3.174,6.635,0.328,0.941,0.328,0.235,0.270,"[0.238, 0.561, 0.306, 0.193, 0.0, 0.332, 0.18, 0.327, 0.0, 0.212]"
06,4.205,9.938,0.285,0.948,0.285,0.176,0.238,"[0.202, 0.534, 0.371, 0.09, 0.0, 0.279, 0.277, 0.008, 0.0, 0.0]"
07,2.667,7.263,0.517,0.959,0.517,0.277,0.441,"[0.316, 0.246, 0.471, 0.609, 0.0, 0.175, 0.634, 0.0, 0.323, 0.0]"
08,3.650,14.133,0.322,0.938,0.322,0.205,0.231,"[0.309, 0.055, 0.457, 0.481, 0.0, 0.055, 0.156, 0.345, 0.188, 0.0]"
09,5.176,10.278,0.360,0.917,0.360,0.303,0.344,"[0.497, 0.53, 0.407, 0.448, 0.204, 0.212, 0.22, 0.318, 0.196, 0.0]"
10,2.898,14.522,0.388,0.930,0.388,0.334,0.336,"[0.5, 0.44, 0.444, 0.05, 0.233, 0.334, 0.527, 0.383, 0.43, 0.0]"
11,3.612,12.994,0.468,0.935,0.468,0.333,0.396,"[0.435, 0.542, 0.333, 0.101, 0.328, 0.45, 0.63, 0.225, 0.287, 0.0]"
12,2.419,12.714,0.451,0.945,0.451,0.291,0.427,"[0.279, 0.47, 0.338, 0.407, 0.338, 0.406, 0.577, 0.031, 0.069, 0.0]"
13,3.390,15.049,0.481,0.928,0.481,0.296,0.439,"[0.339, 0.155, 0.433, 0.639, 0.358, 0.399, 0.584, 0.039, 0.014, 0.0]"
14,2.980,19.483,0.451,0.934,0.451,0.294,0.383,"[0.408, 0.063, 0.533, 0.595, 0.306, 0.414, 0.463, 0.128, 0.0, 0.035]"
15,4.982,17.078,0.486,0.949,0.486,0.340,0.444,"[0.39, 0.289, 0.5, 0.594, 0.347, 0.416, 0.51, 0.24, 0.014, 0.102]"
