epoch,train_loss,val_loss,rmse,mae
0,0.228+-0.002,0.21+-0.004,0.099+-0.004,0.057+-0.002
1,0.205+-0.001,0.208+-0.007,0.096+-0.011,0.054+-0.007
2,0.201+-0.001,0.203+-0.007,0.091+-0.01,0.052+-0.006
3,0.198+-0.0,0.207+-0.008,0.093+-0.009,0.053+-0.006
4,0.195+-0.001,0.199+-0.004,0.087+-0.005,0.049+-0.003
5,0.194+-0.001,0.198+-0.006,0.083+-0.008,0.046+-0.005
6,0.193+-0.001,0.199+-0.006,0.086+-0.007,0.049+-0.004
7,0.192+-0.001,0.195+-0.003,0.08+-0.005,0.045+-0.003
8,0.19+-0.001,0.201+-0.003,0.087+-0.002,0.048+-0.002
9,0.189+-0.001,0.199+-0.006,0.084+-0.009,0.047+-0.006
10,0.188+-0.001,0.197+-0.002,0.082+-0.003,0.046+-0.001
11,0.187+-0.001,0.194+-0.004,0.078+-0.006,0.043+-0.004
12,0.186+-0.002,0.203+-0.007,0.09+-0.01,0.051+-0.007
13,0.185+-0.002,0.196+-0.007,0.08+-0.009,0.044+-0.005
14,0.183+-0.002,0.193+-0.002,0.076+-0.003,0.042+-0.002
15,0.182+-0.002,0.194+-0.002,0.077+-0.003,0.042+-0.002
16,0.181+-0.002,0.193+-0.001,0.077+-0.002,0.043+-0.002
17,0.18+-0.002,0.195+-0.005,0.078+-0.009,0.043+-0.004
18,0.179+-0.002,0.195+-0.003,0.08+-0.004,0.044+-0.003
19,0.178+-0.002,0.194+-0.005,0.078+-0.005,0.042+-0.003
20,0.177+-0.002,0.202+-0.009,0.086+-0.009,0.047+-0.006
21,0.177+-0.002,0.193+-0.0,0.076+-0.001,0.041+-0.001
22,0.176+-0.002,0.194+-0.002,0.079+-0.003,0.043+-0.001
23,0.176+-0.002,0.193+-0.002,0.076+-0.003,0.041+-0.002
24,0.175+-0.002,0.195+-0.002,0.079+-0.003,0.043+-0.002
25,0.174+-0.001,0.193+-0.002,0.077+-0.002,0.041+-0.001
26,0.174+-0.002,0.194+-0.003,0.078+-0.003,0.042+-0.003
27,0.174+-0.002,0.196+-0.004,0.081+-0.006,0.044+-0.003
28,0.173+-0.001,0.192+-0.001,0.075+-0.001,0.04+-0.001
29,0.173+-0.001,0.191+-0.001,0.073+-0.001,0.039+-0.001
30,0.172+-0.001,0.192+-0.001,0.075+-0.001,0.041+-0.001
31,0.172+-0.001,0.192+-0.001,0.076+-0.002,0.041+-0.001
32,0.172+-0.001,0.193+-0.003,0.077+-0.002,0.041+-0.002
33,0.172+-0.001,0.191+-0.001,0.074+-0.001,0.04+-0.001
34,0.171+-0.001,0.194+-0.002,0.077+-0.002,0.041+-0.002
35,0.171+-0.001,0.192+-0.001,0.075+-0.001,0.04+-0.0
36,0.171+-0.0,0.194+-0.003,0.077+-0.004,0.041+-0.001
37,0.171+-0.0,0.194+-0.001,0.077+-0.002,0.042+-0.001
38,0.171+-0.001,0.194+-0.002,0.077+-0.003,0.042+-0.002
39,0.171+-0.001,0.192+-0.0,0.074+-0.001,0.04+-0.0
40,0.17+-0.001,0.192+-0.0,0.075+-0.001,0.04+-0.002
41,0.17+-0.001,0.192+-0.001,0.074+-0.002,0.04+-0.001
42,0.17+-0.0,0.193+-0.002,0.075+-0.002,0.04+-0.001
43,0.17+-0.001,0.192+-0.0,0.075+-0.001,0.041+-0.001
44,0.17+-0.001,0.193+-0.001,0.076+-0.001,0.041+-0.0
45,0.17+-0.0,0.194+-0.004,0.077+-0.004,0.041+-0.002
46,0.17+-0.001,0.192+-0.001,0.075+-0.001,0.04+-0.001
47,0.17+-0.001,0.192+-0.001,0.075+-0.001,0.04+-0.0
48,0.169+-0.001,0.192+-0.001,0.074+-0.0,0.04+-0.001
49,0.169+-0.001,0.192+-0.001,0.075+-0.001,0.039+-0.001
50,0.169+-0.001,0.193+-0.002,0.076+-0.002,0.04+-0.001
51,0.169+-0.0,0.192+-0.001,0.074+-0.001,0.04+-0.001
52,0.169+-0.0,0.193+-0.002,0.076+-0.002,0.041+-0.001
53,0.169+-0.0,0.194+-0.003,0.077+-0.003,0.042+-0.003
54,0.169+-0.0,0.192+-0.001,0.074+-0.001,0.04+-0.0
55,0.169+-0.0,0.192+-0.001,0.074+-0.001,0.04+-0.0
56,0.169+-0.0,0.192+-0.001,0.075+-0.001,0.04+-0.001
57,0.169+-0.0,0.192+-0.001,0.074+-0.002,0.039+-0.001
58,0.169+-0.001,0.192+-0.001,0.075+-0.001,0.041+-0.001
59,0.169+-0.001,0.193+-0.001,0.075+-0.001,0.041+-0.001
60,0.169+-0.001,0.194+-0.004,0.077+-0.005,0.041+-0.003
61,0.169+-0.001,0.193+-0.001,0.075+-0.001,0.04+-0.001
62,0.169+-0.001,0.192+-0.001,0.074+-0.001,0.04+-0.001
63,0.168+-0.001,0.193+-0.001,0.075+-0.001,0.041+-0.001
64,0.169+-0.001,0.192+-0.001,0.074+-0.002,0.04+-0.001
65,0.169+-0.001,0.193+-0.001,0.075+-0.001,0.041+-0.001
66,0.168+-0.0,0.192+-0.001,0.074+-0.0,0.04+-0.001
67,0.168+-0.001,0.193+-0.001,0.075+-0.001,0.04+-0.001
68,0.168+-0.001,0.192+-0.001,0.074+-0.001,0.04+-0.001
69,0.168+-0.0,0.192+-0.001,0.074+-0.001,0.04+-0.001
70,0.168+-0.0,0.192+-0.0,0.074+-0.001,0.04+-0.001
71,0.168+-0.0,0.193+-0.001,0.075+-0.001,0.04+-0.0
72,0.168+-0.0,0.193+-0.001,0.075+-0.001,0.04+-0.001
73,0.168+-0.0,0.192+-0.001,0.074+-0.001,0.04+-0.001
74,0.168+-0.0,0.192+-0.001,0.074+-0.001,0.04+-0.0
75,0.168+-0.0,0.193+-0.001,0.074+-0.001,0.04+-0.001
76,0.168+-0.0,0.193+-0.001,0.075+-0.001,0.04+-0.001
77,0.168+-0.0,0.193+-0.001,0.074+-0.001,0.04+-0.0
78,0.168+-0.0,0.192+-0.001,0.074+-0.001,0.04+-0.0
79,0.168+-0.0,0.192+-0.002,0.074+-0.001,0.04+-0.001
80,0.168+-0.0,0.194+-0.001,0.076+-0.001,0.041+-0.001
81,0.168+-0.0,0.192+-0.001,0.074+-0.0,0.04+-0.001
82,0.168+-0.0,0.194+-0.001,0.076+-0.001,0.04+-0.001
83,0.168+-0.0,0.192+-0.0,0.074+-0.0,0.04+-0.001
84,0.168+-0.0,0.192+-0.001,0.074+-0.002,0.04+-0.001
