epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,1.365+-0.025,1.257+-0.118,0.584+-0.029,0.97+-0.01,0.584+-0.029,0.52+-0.022,0.594+-0.026
1,0.903+-0.03,1.337+-0.196,0.555+-0.047,0.97+-0.014,0.555+-0.047,0.502+-0.033,0.557+-0.058
2,0.777+-0.026,1.177+-0.073,0.595+-0.009,0.98+-0.006,0.595+-0.009,0.523+-0.019,0.604+-0.002
3,0.673+-0.013,1.107+-0.042,0.613+-0.02,0.982+-0.002,0.613+-0.02,0.544+-0.023,0.623+-0.019
4,0.621+-0.005,1.038+-0.029,0.636+-0.017,0.985+-0.003,0.636+-0.017,0.572+-0.009,0.642+-0.018
5,0.593+-0.026,1.04+-0.069,0.622+-0.025,0.984+-0.002,0.622+-0.025,0.55+-0.023,0.628+-0.024
6,0.55+-0.024,1.062+-0.041,0.618+-0.03,0.985+-0.002,0.618+-0.03,0.554+-0.017,0.626+-0.034
7,0.544+-0.009,1.042+-0.007,0.634+-0.007,0.984+-0.002,0.634+-0.007,0.557+-0.012,0.642+-0.01
8,0.544+-0.021,1.163+-0.086,0.601+-0.032,0.982+-0.003,0.601+-0.032,0.537+-0.02,0.614+-0.031
9,0.527+-0.023,1.05+-0.03,0.629+-0.023,0.984+-0.002,0.629+-0.023,0.557+-0.019,0.636+-0.021
10,0.522+-0.015,1.06+-0.072,0.632+-0.027,0.985+-0.001,0.632+-0.027,0.554+-0.02,0.642+-0.025
11,0.494+-0.036,1.098+-0.055,0.628+-0.014,0.985+-0.003,0.628+-0.014,0.557+-0.009,0.639+-0.014
12,0.503+-0.004,1.075+-0.051,0.633+-0.015,0.986+-0.003,0.633+-0.015,0.563+-0.003,0.647+-0.011
13,0.508+-0.014,1.077+-0.159,0.634+-0.048,0.986+-0.002,0.634+-0.048,0.565+-0.035,0.64+-0.046
14,0.495+-0.03,1.114+-0.126,0.616+-0.044,0.985+-0.002,0.616+-0.044,0.559+-0.024,0.617+-0.046
15,0.504+-0.016,1.161+-0.131,0.605+-0.045,0.986+-0.001,0.605+-0.045,0.551+-0.03,0.611+-0.045
16,0.513+-0.014,1.152+-0.03,0.612+-0.013,0.985+-0.003,0.612+-0.013,0.551+-0.016,0.617+-0.021
17,0.494+-0.013,1.116+-0.045,0.617+-0.007,0.985+-0.002,0.617+-0.007,0.558+-0.01,0.619+-0.009
18,0.48+-0.036,1.089+-0.067,0.625+-0.021,0.985+-0.002,0.625+-0.021,0.554+-0.02,0.629+-0.022
19,0.474+-0.029,1.128+-0.134,0.627+-0.037,0.983+-0.004,0.627+-0.037,0.556+-0.016,0.634+-0.036
20,0.48+-0.022,1.062+-0.056,0.636+-0.031,0.987+-0.002,0.636+-0.031,0.569+-0.02,0.646+-0.023
21,0.465+-0.024,1.107+-0.085,0.624+-0.029,0.984+-0.003,0.624+-0.029,0.553+-0.044,0.632+-0.023
22,0.465+-0.014,1.076+-0.101,0.631+-0.037,0.986+-0.002,0.631+-0.037,0.558+-0.027,0.635+-0.034
23,0.453+-0.019,1.09+-0.026,0.635+-0.006,0.986+-0.002,0.635+-0.006,0.564+-0.01,0.64+-0.007
24,0.478+-0.016,1.115+-0.056,0.628+-0.023,0.986+-0.002,0.628+-0.023,0.565+-0.005,0.632+-0.028
25,0.467+-0.023,1.153+-0.058,0.614+-0.012,0.985+-0.003,0.614+-0.012,0.551+-0.016,0.618+-0.015
26,0.488+-0.011,1.192+-0.087,0.607+-0.035,0.983+-0.001,0.607+-0.035,0.54+-0.02,0.612+-0.032
27,0.476+-0.006,1.151+-0.203,0.617+-0.061,0.984+-0.005,0.617+-0.061,0.559+-0.03,0.616+-0.068
28,0.484+-0.019,1.157+-0.126,0.62+-0.041,0.985+-0.002,0.62+-0.041,0.547+-0.028,0.627+-0.046
29,0.44+-0.013,1.061+-0.088,0.647+-0.029,0.986+-0.001,0.647+-0.029,0.569+-0.015,0.652+-0.029
30,0.445+-0.021,1.064+-0.042,0.642+-0.013,0.985+-0.002,0.642+-0.013,0.567+-0.004,0.648+-0.012
31,0.441+-0.008,1.103+-0.034,0.623+-0.01,0.986+-0.002,0.623+-0.01,0.56+-0.009,0.63+-0.012
32,0.439+-0.004,1.082+-0.078,0.638+-0.019,0.986+-0.002,0.638+-0.019,0.563+-0.011,0.642+-0.015
33,0.448+-0.008,1.106+-0.096,0.638+-0.033,0.985+-0.002,0.638+-0.033,0.562+-0.029,0.641+-0.031
34,0.44+-0.01,1.107+-0.058,0.625+-0.023,0.987+-0.001,0.625+-0.023,0.562+-0.018,0.63+-0.023
35,0.433+-0.028,1.092+-0.061,0.636+-0.027,0.986+-0.004,0.636+-0.027,0.563+-0.007,0.643+-0.025
36,0.428+-0.031,1.123+-0.068,0.629+-0.014,0.985+-0.001,0.629+-0.014,0.562+-0.016,0.633+-0.019
37,0.446+-0.024,1.122+-0.154,0.628+-0.048,0.986+-0.002,0.628+-0.048,0.563+-0.029,0.63+-0.049
38,0.441+-0.016,1.036+-0.024,0.661+-0.006,0.988+-0.001,0.661+-0.006,0.588+-0.007,0.664+-0.002
39,0.417+-0.015,1.169+-0.111,0.615+-0.029,0.986+-0.002,0.615+-0.029,0.555+-0.013,0.621+-0.029
40,0.436+-0.01,1.148+-0.095,0.624+-0.034,0.987+-0.001,0.624+-0.034,0.563+-0.01,0.63+-0.036
41,0.449+-0.008,1.108+-0.051,0.638+-0.023,0.986+-0.001,0.638+-0.023,0.567+-0.02,0.646+-0.02
42,0.44+-0.008,1.149+-0.107,0.63+-0.037,0.986+-0.002,0.63+-0.037,0.558+-0.008,0.639+-0.034
43,0.441+-0.023,1.13+-0.178,0.636+-0.044,0.985+-0.004,0.636+-0.044,0.565+-0.028,0.642+-0.041
44,0.422+-0.011,1.11+-0.069,0.636+-0.022,0.986+-0.002,0.636+-0.022,0.568+-0.012,0.642+-0.022
45,0.421+-0.012,1.116+-0.028,0.637+-0.008,0.986+-0.001,0.637+-0.008,0.562+-0.012,0.645+-0.006
46,0.433+-0.027,1.148+-0.107,0.625+-0.035,0.986+-0.002,0.625+-0.035,0.555+-0.032,0.631+-0.03
47,0.444+-0.024,1.173+-0.141,0.616+-0.037,0.984+-0.005,0.616+-0.037,0.556+-0.016,0.618+-0.04
48,0.424+-0.024,1.13+-0.071,0.63+-0.008,0.985+-0.002,0.63+-0.008,0.556+-0.012,0.636+-0.008
49,0.406+-0.009,1.157+-0.071,0.618+-0.024,0.986+-0.002,0.618+-0.024,0.555+-0.015,0.624+-0.028
50,0.431+-0.03,1.155+-0.01,0.625+-0.02,0.986+-0.001,0.625+-0.02,0.558+-0.006,0.626+-0.014
51,0.43+-0.014,1.128+-0.088,0.632+-0.026,0.987+-0.001,0.632+-0.026,0.56+-0.021,0.638+-0.024
52,0.434+-0.006,1.091+-0.068,0.651+-0.018,0.987+-0.002,0.651+-0.018,0.575+-0.025,0.653+-0.017
53,0.437+-0.013,1.178+-0.024,0.621+-0.007,0.986+-0.001,0.621+-0.007,0.553+-0.008,0.63+-0.007
54,0.426+-0.004,1.145+-0.015,0.626+-0.01,0.987+-0.001,0.626+-0.01,0.555+-0.005,0.634+-0.013
55,0.428+-0.055,1.196+-0.128,0.605+-0.034,0.986+-0.001,0.605+-0.034,0.553+-0.028,0.608+-0.032
56,0.434+-0.048,1.12+-0.046,0.644+-0.008,0.987+-0.001,0.644+-0.008,0.563+-0.012,0.649+-0.002
57,0.446+-0.046,1.17+-0.137,0.626+-0.04,0.986+-0.002,0.626+-0.04,0.555+-0.027,0.63+-0.041
