Trial name,status,loc,hidden_dim,lr,momentum,out_dim,weight_decay,loss,training_iteration
train_c4c15_00065,TERMINATED,192.168.7.51:59744,512,0.001,0.9,512,0.0,130.406,4
train_c4c15_00106,TERMINATED,192.168.7.51:112920,256,0.1,0.99,256,0.0001,131.4165,4
train_c4c15_00208,TERMINATED,192.168.7.51:39864,256,0.001,0.9,512,1e-05,133.491,4
train_c4c15_00136,TERMINATED,192.168.7.51:142387,256,0.001,0.9,512,0.0001,133.7302,4
train_c4c15_00030,TERMINATED,192.168.7.51:30664,128,0.01,0.99,256,0.0,135.3792,4
train_c4c15_00139,TERMINATED,192.168.7.51:144102,256,0.01,0.9,512,0.0001,137.269,4
train_c4c15_00102,TERMINATED,192.168.7.51:109185,128,0.01,0.99,256,0.0001,140.4473,4
train_c4c15_00068,TERMINATED,192.168.7.51:62412,512,0.01,0.9,512,0.0,143.169,4
train_c4c15_00067,TERMINATED,192.168.7.51:62102,256,0.01,0.9,512,0.0,143.1965,4
train_c4c15_00104,TERMINATED,192.168.7.51:111542,512,0.01,0.99,256,0.0001,143.5893,4
train_c4c15_00209,TERMINATED,192.168.7.51:40273,512,0.001,0.9,512,1e-05,143.9415,4
train_c4c15_00138,TERMINATED,192.168.7.51:144084,128,0.01,0.9,512,0.0001,144.5804,4
train_c4c15_00212,TERMINATED,192.168.7.51:43558,512,0.01,0.9,512,1e-05,148.4124,4
train_c4c15_00034,TERMINATED,192.168.7.51:34335,256,0.1,0.99,256,0.0,150.1107,4
train_c4c15_00137,TERMINATED,192.168.7.51:142470,512,0.001,0.9,512,0.0001,150.3734,4
train_c4c15_00105,TERMINATED,192.168.7.51:111608,128,0.1,0.99,256,0.0001,150.5738,4
train_c4c15_00210,TERMINATED,192.168.7.51:41847,128,0.01,0.9,512,1e-05,151.438,4
train_c4c15_00140,TERMINATED,192.168.7.51:145500,512,0.01,0.9,512,0.0001,152.2616,4
train_c4c15_00211,TERMINATED,192.168.7.51:41916,256,0.01,0.9,512,1e-05,154.021,4
train_c4c15_00035,TERMINATED,192.168.7.51:34402,512,0.1,0.99,256,0.0,155.1746,4
train_c4c15_00177,TERMINATED,192.168.7.51:7898,128,0.1,0.99,256,1e-05,156.9184,4
train_c4c15_00215,TERMINATED,192.168.7.51:45571,512,0.1,0.9,512,1e-05,161.1816,4
train_c4c15_00069,TERMINATED,192.168.7.51:63342,128,0.1,0.9,512,0.0,162.6341,4
train_c4c15_00070,TERMINATED,192.168.7.51:65119,256,0.1,0.9,512,0.0,162.8121,4
train_c4c15_00066,TERMINATED,192.168.7.51:61629,128,0.01,0.9,512,0.0,166.415,4
train_c4c15_00071,TERMINATED,192.168.7.51:65949,512,0.1,0.9,512,0.0,167.7752,4
train_c4c15_00213,TERMINATED,192.168.7.51:43975,128,0.1,0.9,512,1e-05,168.9147,4
train_c4c15_00179,TERMINATED,192.168.7.51:9924,512,0.1,0.99,256,1e-05,169.7554,4
train_c4c15_00141,TERMINATED,192.168.7.51:145570,128,0.1,0.9,512,0.0001,173.6664,4
train_c4c15_00178,TERMINATED,192.168.7.51:9854,256,0.1,0.99,256,1e-05,174.404,4
train_c4c15_00142,TERMINATED,192.168.7.51:147543,256,0.1,0.9,512,0.0001,175.8388,4
train_c4c15_00214,TERMINATED,192.168.7.51:45566,256,0.1,0.9,512,1e-05,180.7779,4
train_c4c15_00193,TERMINATED,192.168.7.51:26048,256,0.0001,0.99,512,1e-05,181.9109,4
train_c4c15_00192,TERMINATED,192.168.7.51:26028,128,0.0001,0.99,512,1e-05,187.304,4
train_c4c15_00048,TERMINATED,192.168.7.51:44544,128,0.0001,0.99,512,0.0,187.5749,4
train_c4c15_00143,TERMINATED,192.168.7.51:147646,512,0.1,0.9,512,0.0001,190.3996,4
train_c4c15_00122,TERMINATED,192.168.7.51:129186,512,0.0001,0.99,512,0.0001,190.8756,4
train_c4c15_00049,TERMINATED,192.168.7.51:44588,256,0.0001,0.99,512,0.0,193.83,4
train_c4c15_00194,TERMINATED,192.168.7.51:27480,512,0.0001,0.99,512,1e-05,205.2097,4
train_c4c15_00121,TERMINATED,192.168.7.51:127889,256,0.0001,0.99,512,0.0001,208.3937,4
train_c4c15_00050,TERMINATED,192.168.7.51:47914,512,0.0001,0.99,512,0.0,209.7815,4
train_c4c15_00196,TERMINATED,192.168.7.51:29538,256,0.001,0.99,512,1e-05,210.35,4
train_c4c15_00124,TERMINATED,192.168.7.51:131297,256,0.001,0.99,512,0.0001,214.3842,4
train_c4c15_00195,TERMINATED,192.168.7.51:27549,128,0.001,0.99,512,1e-05,214.4512,4
train_c4c15_00120,TERMINATED,192.168.7.51:127800,128,0.0001,0.99,512,0.0001,217.7057,4
train_c4c15_00053,TERMINATED,192.168.7.51:48024,512,0.001,0.99,512,0.0,222.7844,4
train_c4c15_00125,TERMINATED,192.168.7.51:131368,512,0.001,0.99,512,0.0001,231.9267,4
train_c4c15_00128,TERMINATED,192.168.7.51:135021,512,0.01,0.99,512,0.0001,236.0145,4
train_c4c15_00199,TERMINATED,192.168.7.51:31281,256,0.01,0.99,512,1e-05,239.8238,4
train_c4c15_00127,TERMINATED,192.168.7.51:132734,256,0.01,0.99,512,0.0001,242.4716,4
train_c4c15_00052,TERMINATED,192.168.7.51:47999,256,0.001,0.99,512,0.0,243.4357,4
train_c4c15_00051,TERMINATED,192.168.7.51:47991,128,0.001,0.99,512,0.0,245.8402,4
train_c4c15_00198,TERMINATED,192.168.7.51:31196,128,0.01,0.99,512,1e-05,246.4219,4
train_c4c15_00055,TERMINATED,192.168.7.51:52053,256,0.01,0.99,512,0.0,247.0289,4
train_c4c15_00197,TERMINATED,192.168.7.51:30235,512,0.001,0.99,512,1e-05,248.07,4
train_c4c15_00054,TERMINATED,192.168.7.51:51596,128,0.01,0.99,512,0.0,249.3032,4
train_c4c15_00126,TERMINATED,192.168.7.51:132663,128,0.01,0.99,512,0.0001,256.932,4
train_c4c15_00200,TERMINATED,192.168.7.51:33274,512,0.01,0.99,512,1e-05,270.1248,4
train_c4c15_00123,TERMINATED,192.168.7.51:129587,128,0.001,0.99,512,0.0001,282.8623,4
train_c4c15_00203,TERMINATED,192.168.7.51:34735,512,0.1,0.99,512,1e-05,282.9113,4
train_c4c15_00131,TERMINATED,192.168.7.51:136799,512,0.1,0.99,512,0.0001,299.5168,4
train_c4c15_00130,TERMINATED,192.168.7.51:136407,256,0.1,0.99,512,0.0001,299.8465,4
train_c4c15_00056,TERMINATED,192.168.7.51:52130,512,0.01,0.99,512,0.0,304.8014,4
train_c4c15_00201,TERMINATED,192.168.7.51:33702,128,0.1,0.99,512,1e-05,312.8963,4
train_c4c15_00202,TERMINATED,192.168.7.51:34666,256,0.1,0.99,512,1e-05,319.3473,4
train_c4c15_00057,TERMINATED,192.168.7.51:52132,128,0.1,0.99,512,0.0,321.2587,4
train_c4c15_00129,TERMINATED,192.168.7.51:135025,128,0.1,0.99,512,0.0001,343.8862,4
train_c4c15_00058,TERMINATED,192.168.7.51:55082,256,0.1,0.99,512,0.0,352.1262,4
train_c4c15_00059,TERMINATED,192.168.7.51:55527,512,0.1,0.99,512,0.0,367.2993,4
