Trial name,status,loc,hidden_dim,lr,momentum,out_dim,weight_decay,loss,training_iteration
train_c14a6_00189,TERMINATED,192.168.7.51:93751,128,0.1,0.9,256,1e-05,7.401,4
train_c14a6_00146,TERMINATED,192.168.7.51:38445,512,0.0001,0.99,128,1e-05,7.4041,4
train_c14a6_00197,TERMINATED,192.168.7.51:106101,512,0.001,0.99,512,1e-05,7.4051,4
train_c14a6_00070,TERMINATED,192.168.7.51:133390,256,0.1,0.9,512,0.0,7.407,4
train_c14a6_00122,TERMINATED,192.168.7.51:8617,512,0.0001,0.99,512,0.0001,7.4111,4
train_c14a6_00046,TERMINATED,192.168.7.51:104273,256,0.1,0.9,256,0.0,7.412,4
train_c14a6_00064,TERMINATED,192.168.7.51:122438,256,0.001,0.9,512,0.0,7.4138,4
train_c14a6_00142,TERMINATED,192.168.7.51:30676,256,0.1,0.9,512,0.0001,7.4139,4
train_c14a6_00207,TERMINATED,192.168.7.51:115275,128,0.001,0.9,512,1e-05,7.4166,4
train_c14a6_00117,TERMINATED,192.168.7.51:1302,128,0.1,0.9,256,0.0001,7.4179,4
train_c14a6_00213,TERMINATED,192.168.7.51:124964,128,0.1,0.9,512,1e-05,7.4181,4
train_c14a6_00100,TERMINATED,192.168.7.51:169714,256,0.001,0.99,256,0.0001,7.4193,4
train_c14a6_00170,TERMINATED,192.168.7.51:72108,512,0.0001,0.99,256,1e-05,7.4203,4
train_c14a6_00169,TERMINATED,192.168.7.51:70933,256,0.0001,0.99,256,1e-05,7.4215,4
train_c14a6_00072,TERMINATED,192.168.7.51:133469,128,0.0001,0.99,128,0.0001,7.424,4
train_c14a6_00135,TERMINATED,192.168.7.51:20943,128,0.001,0.9,512,0.0001,7.4285,4
train_c14a6_00171,TERMINATED,192.168.7.51:72175,128,0.001,0.99,256,1e-05,7.4313,4
train_c14a6_00097,TERMINATED,192.168.7.51:167022,256,0.0001,0.99,256,0.0001,7.4326,4
train_c14a6_00063,TERMINATED,192.168.7.51:122043,128,0.001,0.9,512,0.0,7.4328,4
train_c14a6_00168,TERMINATED,192.168.7.51:70866,128,0.0001,0.99,256,1e-05,7.4337,4
train_c14a6_00024,TERMINATED,192.168.7.51:80820,128,0.0001,0.99,256,0.0,7.4339,4
train_c14a6_00001,TERMINATED,192.168.7.51:51836,256,0.0001,0.99,128,0.0,7.4354,4
train_c14a6_00053,TERMINATED,192.168.7.51:112629,512,0.001,0.99,512,0.0,7.4369,4
train_c14a6_00125,TERMINATED,192.168.7.51:12041,512,0.001,0.99,512,0.0001,7.4402,4
train_c14a6_00098,TERMINATED,192.168.7.51:168633,512,0.0001,0.99,256,0.0001,7.4413,4
train_c14a6_00025,TERMINATED,192.168.7.51:81227,256,0.0001,0.99,256,0.0,7.4418,4
train_c14a6_00194,TERMINATED,192.168.7.51:101328,512,0.0001,0.99,512,1e-05,7.4435,4
train_c14a6_00049,TERMINATED,192.168.7.51:109288,256,0.0001,0.99,512,0.0,7.445,4
train_c14a6_00101,TERMINATED,192.168.7.51:170245,512,0.001,0.99,256,0.0001,7.4522,4
train_c14a6_00195,TERMINATED,192.168.7.51:103516,128,0.001,0.99,512,1e-05,7.4556,4
train_c14a6_00096,TERMINATED,192.168.7.51:165910,128,0.0001,0.99,256,0.0001,7.4574,4
train_c14a6_00029,TERMINATED,192.168.7.51:84348,512,0.001,0.99,256,0.0,7.4581,4
train_c14a6_00093,TERMINATED,192.168.7.51:161184,128,0.1,0.9,128,0.0001,7.4585,4
train_c14a6_00144,TERMINATED,192.168.7.51:34013,128,0.0001,0.99,128,1e-05,7.4588,4
train_c14a6_00123,TERMINATED,192.168.7.51:9385,128,0.001,0.99,512,0.0001,7.4611,4
train_c14a6_00073,TERMINATED,192.168.7.51:136727,256,0.0001,0.99,128,0.0001,7.4643,4
train_c14a6_00075,TERMINATED,192.168.7.51:139440,128,0.001,0.99,128,0.0001,7.4658,4
train_c14a6_00173,TERMINATED,192.168.7.51:75016,512,0.001,0.99,256,1e-05,7.466,4
train_c14a6_00121,TERMINATED,192.168.7.51:8551,256,0.0001,0.99,512,0.0001,7.4663,4
train_c14a6_00172,TERMINATED,192.168.7.51:74613,256,0.001,0.99,256,1e-05,7.4691,4
train_c14a6_00052,TERMINATED,192.168.7.51:112092,256,0.001,0.99,512,0.0,7.4699,4
train_c14a6_00051,TERMINATED,192.168.7.51:111617,128,0.001,0.99,512,0.0,7.4708,4
train_c14a6_00023,TERMINATED,192.168.7.51:78548,512,0.1,0.9,128,0.0,7.471,4
train_c14a6_00028,TERMINATED,192.168.7.51:84281,256,0.001,0.99,256,0.0,7.4725,4
train_c14a6_00192,TERMINATED,192.168.7.51:97051,128,0.0001,0.99,512,1e-05,7.4734,4
train_c14a6_00027,TERMINATED,192.168.7.51:82877,128,0.001,0.99,256,0.0,7.4755,4
train_c14a6_00095,TERMINATED,192.168.7.51:164151,512,0.1,0.9,128,0.0001,7.4765,4
train_c14a6_00022,TERMINATED,192.168.7.51:75911,256,0.1,0.9,128,0.0,7.4816,4
train_c14a6_00120,TERMINATED,192.168.7.51:6278,128,0.0001,0.99,512,0.0001,7.4883,4
train_c14a6_00048,TERMINATED,192.168.7.51:106649,128,0.0001,0.99,512,0.0,7.4956,4
train_c14a6_00076,TERMINATED,192.168.7.51:140264,256,0.001,0.99,128,0.0001,7.4963,4
train_c14a6_00118,TERMINATED,192.168.7.51:3279,256,0.1,0.9,256,0.0001,7.4985,4
train_c14a6_00003,TERMINATED,192.168.7.51:51878,128,0.001,0.99,128,0.0,7.4991,4
train_c14a6_00149,TERMINATED,192.168.7.51:41886,512,0.001,0.99,128,1e-05,7.5,4
train_c14a6_00005,TERMINATED,192.168.7.51:56231,512,0.001,0.99,128,0.0,7.5024,4
train_c14a6_00147,TERMINATED,192.168.7.51:38514,128,0.001,0.99,128,1e-05,7.5148,4
train_c14a6_00004,TERMINATED,192.168.7.51:56152,256,0.001,0.99,128,0.0,7.5209,4
train_c14a6_00124,TERMINATED,192.168.7.51:11974,256,0.001,0.99,512,0.0001,7.5219,4
train_c14a6_00148,TERMINATED,192.168.7.51:40233,256,0.001,0.99,128,1e-05,7.5222,4
train_c14a6_00085,TERMINATED,192.168.7.51:148667,256,0.0001,0.9,128,0.0001,7.5243,4
train_c14a6_00158,TERMINATED,192.168.7.51:49428,512,0.0001,0.9,128,1e-05,7.5257,4
train_c14a6_00013,TERMINATED,192.168.7.51:64992,256,0.0001,0.9,128,0.0,7.5268,4
train_c14a6_00077,TERMINATED,192.168.7.51:142405,512,0.001,0.99,128,0.0001,7.5335,4
train_c14a6_00157,TERMINATED,192.168.7.51:49211,256,0.0001,0.9,128,1e-05,7.5342,4
train_c14a6_00156,TERMINATED,192.168.7.51:48647,128,0.0001,0.9,128,1e-05,7.5417,4
train_c14a6_00128,TERMINATED,192.168.7.51:14901,512,0.01,0.99,512,0.0001,7.5419,4
train_c14a6_00127,TERMINATED,192.168.7.51:13411,256,0.01,0.99,512,0.0001,7.5432,4
train_c14a6_00086,TERMINATED,192.168.7.51:148676,512,0.0001,0.9,128,0.0001,7.544,4
train_c14a6_00200,TERMINATED,192.168.7.51:109490,512,0.01,0.99,512,1e-05,7.5462,4
train_c14a6_00014,TERMINATED,192.168.7.51:65395,512,0.0001,0.9,128,0.0,7.5521,4
train_c14a6_00099,TERMINATED,192.168.7.51:168700,128,0.001,0.99,256,0.0001,7.5524,4
train_c14a6_00084,TERMINATED,192.168.7.51:148598,128,0.0001,0.9,128,0.0001,7.5551,4
train_c14a6_00182,TERMINATED,192.168.7.51:83156,512,0.0001,0.9,256,1e-05,7.5662,4
train_c14a6_00032,TERMINATED,192.168.7.51:87059,512,0.01,0.99,256,0.0,7.5675,4
train_c14a6_00199,TERMINATED,192.168.7.51:107604,256,0.01,0.99,512,1e-05,7.5696,4
train_c14a6_00012,TERMINATED,192.168.7.51:64552,128,0.0001,0.9,128,0.0,7.5707,4
train_c14a6_00110,TERMINATED,192.168.7.51:179704,512,0.0001,0.9,256,0.0001,7.5749,4
train_c14a6_00181,TERMINATED,192.168.7.51:81956,256,0.0001,0.9,256,1e-05,7.5758,4
train_c14a6_00038,TERMINATED,192.168.7.51:93489,512,0.0001,0.9,256,0.0,7.5865,4
train_c14a6_00008,TERMINATED,192.168.7.51:61015,512,0.01,0.99,128,0.0,7.5867,4
train_c14a6_00109,TERMINATED,192.168.7.51:177572,256,0.0001,0.9,256,0.0001,7.5881,4
train_c14a6_00175,TERMINATED,192.168.7.51:75748,256,0.01,0.99,256,1e-05,7.5937,4
train_c14a6_00054,TERMINATED,192.168.7.51:114779,128,0.01,0.99,512,0.0,7.596,4
train_c14a6_00007,TERMINATED,192.168.7.51:59142,256,0.01,0.99,128,0.0,7.597,4
train_c14a6_00056,TERMINATED,192.168.7.51:114871,512,0.01,0.99,512,0.0,7.5976,4
train_c14a6_00030,TERMINATED,192.168.7.51:86535,128,0.01,0.99,256,0.0,7.5988,4
train_c14a6_00079,TERMINATED,192.168.7.51:143446,256,0.01,0.99,128,0.0001,7.5995,4
train_c14a6_00031,TERMINATED,192.168.7.51:86992,256,0.01,0.99,256,0.0,7.6,4
train_c14a6_00037,TERMINATED,192.168.7.51:93054,256,0.0001,0.9,256,0.0,7.6038,4
train_c14a6_00104,TERMINATED,192.168.7.51:173294,512,0.01,0.99,256,0.0001,7.6041,4
train_c14a6_00174,TERMINATED,192.168.7.51:75679,128,0.01,0.99,256,1e-05,7.6044,4
train_c14a6_00152,TERMINATED,192.168.7.51:44929,512,0.01,0.99,128,1e-05,7.6061,4
train_c14a6_00080,TERMINATED,192.168.7.51:144896,512,0.01,0.99,128,0.0001,7.6117,4
train_c14a6_00102,TERMINATED,192.168.7.51:172442,128,0.01,0.99,256,0.0001,7.6178,4
train_c14a6_00126,TERMINATED,192.168.7.51:12876,128,0.01,0.99,512,0.0001,7.6189,4
train_c14a6_00108,TERMINATED,192.168.7.51:177008,128,0.0001,0.9,256,0.0001,7.6218,4
train_c14a6_00198,TERMINATED,192.168.7.51:106949,128,0.01,0.99,512,1e-05,7.6221,4
train_c14a6_00134,TERMINATED,192.168.7.51:19467,512,0.0001,0.9,512,0.0001,7.6233,4
train_c14a6_00078,TERMINATED,192.168.7.51:142410,128,0.01,0.99,128,0.0001,7.6243,4
train_c14a6_00180,TERMINATED,192.168.7.51:81871,128,0.0001,0.9,256,1e-05,7.6273,4
train_c14a6_00206,TERMINATED,192.168.7.51:114461,512,0.0001,0.9,512,1e-05,7.6304,4
train_c14a6_00176,TERMINATED,192.168.7.51:78162,512,0.01,0.99,256,1e-05,7.631,4
train_c14a6_00150,TERMINATED,192.168.7.51:42277,128,0.01,0.99,128,1e-05,7.6323,4
train_c14a6_00006,TERMINATED,192.168.7.51:59076,128,0.01,0.99,128,0.0,7.6428,4
train_c14a6_00036,TERMINATED,192.168.7.51:92640,128,0.0001,0.9,256,0.0,7.6481,4
train_c14a6_00055,TERMINATED,192.168.7.51:114863,256,0.01,0.99,512,0.0,7.6491,4
train_c14a6_00103,TERMINATED,192.168.7.51:172512,256,0.01,0.99,256,0.0001,7.6497,4
train_c14a6_00151,TERMINATED,192.168.7.51:42829,256,0.01,0.99,128,1e-05,7.6601,4
train_c14a6_00177,TERMINATED,192.168.7.51:78233,128,0.1,0.99,256,1e-05,7.6624,4
train_c14a6_00033,TERMINATED,192.168.7.51:89597,128,0.1,0.99,256,0.0,7.6687,4
train_c14a6_00062,TERMINATED,192.168.7.51:121955,512,0.0001,0.9,512,0.0,7.6724,4
train_c14a6_00058,TERMINATED,192.168.7.51:118202,256,0.1,0.99,512,0.0,7.673,4
train_c14a6_00130,TERMINATED,192.168.7.51:16362,256,0.1,0.99,512,0.0001,7.6767,4
train_c14a6_00203,TERMINATED,192.168.7.51:111373,512,0.1,0.99,512,1e-05,7.6783,4
train_c14a6_00105,TERMINATED,192.168.7.51:174091,128,0.1,0.99,256,0.0001,7.681,4
train_c14a6_00205,TERMINATED,192.168.7.51:113608,256,0.0001,0.9,512,1e-05,7.6826,4
train_c14a6_00057,TERMINATED,192.168.7.51:116343,128,0.1,0.99,512,0.0,7.6924,4
train_c14a6_00061,TERMINATED,192.168.7.51:119860,256,0.0001,0.9,512,0.0,7.6984,4
train_c14a6_00060,TERMINATED,192.168.7.51:118665,128,0.0001,0.9,512,0.0,7.7046,4
train_c14a6_00204,TERMINATED,192.168.7.51:112464,128,0.0001,0.9,512,1e-05,7.7047,4
train_c14a6_00133,TERMINATED,192.168.7.51:19017,256,0.0001,0.9,512,0.0001,7.705,4
train_c14a6_00082,TERMINATED,192.168.7.51:145595,256,0.1,0.99,128,0.0001,7.7095,4
train_c14a6_00202,TERMINATED,192.168.7.51:110548,256,0.1,0.99,512,1e-05,7.7125,4
train_c14a6_00034,TERMINATED,192.168.7.51:90037,256,0.1,0.99,256,0.0,7.7141,4
train_c14a6_00132,TERMINATED,192.168.7.51:18608,128,0.0001,0.9,512,0.0001,7.7154,4
train_c14a6_00081,TERMINATED,192.168.7.51:145295,128,0.1,0.99,128,0.0001,7.7234,4
train_c14a6_00107,TERMINATED,192.168.7.51:175985,512,0.1,0.99,256,0.0001,7.7241,4
train_c14a6_00129,TERMINATED,192.168.7.51:15205,128,0.1,0.99,512,0.0001,7.7262,4
train_c14a6_00131,TERMINATED,192.168.7.51:17132,512,0.1,0.99,512,0.0001,7.7333,4
train_c14a6_00106,TERMINATED,192.168.7.51:175916,256,0.1,0.99,256,0.0001,7.7339,4
train_c14a6_00178,TERMINATED,192.168.7.51:79432,256,0.1,0.99,256,1e-05,7.7362,4
train_c14a6_00201,TERMINATED,192.168.7.51:109896,128,0.1,0.99,512,1e-05,7.7369,4
train_c14a6_00153,TERMINATED,192.168.7.51:45354,128,0.1,0.99,128,1e-05,7.7455,4
train_c14a6_00059,TERMINATED,192.168.7.51:118601,512,0.1,0.99,512,0.0,7.7501,4
train_c14a6_00179,TERMINATED,192.168.7.51:79830,512,0.1,0.99,256,1e-05,7.7569,4
train_c14a6_00083,TERMINATED,192.168.7.51:147154,512,0.1,0.99,128,0.0001,7.7651,4
train_c14a6_00035,TERMINATED,192.168.7.51:90110,512,0.1,0.99,256,0.0,7.7683,4
train_c14a6_00154,TERMINATED,192.168.7.51:45742,256,0.1,0.99,128,1e-05,7.8118,4
train_c14a6_00010,TERMINATED,192.168.7.51:61883,256,0.1,0.99,128,0.0,7.8125,4
train_c14a6_00155,TERMINATED,192.168.7.51:46514,512,0.1,0.99,128,1e-05,7.8329,4
train_c14a6_00009,TERMINATED,192.168.7.51:61479,128,0.1,0.99,128,0.0,7.8669,4
train_c14a6_00011,TERMINATED,192.168.7.51:62281,512,0.1,0.99,128,0.0,7.9151,4
