epoch,train_loss,val_loss,rmse,mae
0,0.321+-0.005,0.251+-0.002,0.139+-0.002,0.09+-0.002
1,0.253+-0.004,0.246+-0.004,0.135+-0.003,0.086+-0.003
2,0.248+-0.001,0.242+-0.001,0.132+-0.0,0.083+-0.001
3,0.246+-0.001,0.244+-0.005,0.132+-0.003,0.082+-0.002
4,0.244+-0.002,0.241+-0.002,0.129+-0.002,0.081+-0.002
5,0.243+-0.002,0.239+-0.002,0.128+-0.001,0.081+-0.001
6,0.242+-0.001,0.24+-0.002,0.129+-0.002,0.08+-0.001
7,0.242+-0.002,0.241+-0.002,0.129+-0.001,0.081+-0.002
8,0.241+-0.002,0.242+-0.006,0.129+-0.003,0.081+-0.002
9,0.24+-0.001,0.238+-0.002,0.126+-0.002,0.079+-0.001
10,0.238+-0.001,0.235+-0.002,0.125+-0.001,0.078+-0.002
11,0.239+-0.002,0.242+-0.011,0.129+-0.006,0.082+-0.005
12,0.238+-0.001,0.237+-0.003,0.126+-0.004,0.078+-0.002
13,0.238+-0.002,0.24+-0.003,0.126+-0.002,0.078+-0.001
14,0.238+-0.001,0.239+-0.003,0.127+-0.004,0.078+-0.003
15,0.237+-0.001,0.237+-0.001,0.126+-0.001,0.078+-0.002
16,0.238+-0.003,0.238+-0.008,0.126+-0.004,0.078+-0.003
17,0.237+-0.003,0.235+-0.001,0.124+-0.001,0.077+-0.002
18,0.236+-0.001,0.235+-0.002,0.124+-0.002,0.077+-0.002
19,0.237+-0.002,0.236+-0.002,0.124+-0.001,0.077+-0.002
20,0.236+-0.002,0.235+-0.001,0.123+-0.001,0.077+-0.001
21,0.235+-0.001,0.238+-0.003,0.126+-0.002,0.078+-0.001
22,0.235+-0.002,0.234+-0.001,0.123+-0.002,0.077+-0.001
23,0.235+-0.003,0.234+-0.002,0.123+-0.002,0.077+-0.002
24,0.235+-0.002,0.234+-0.001,0.123+-0.001,0.076+-0.001
25,0.234+-0.003,0.234+-0.001,0.123+-0.001,0.077+-0.001
26,0.234+-0.0,0.235+-0.002,0.124+-0.001,0.077+-0.001
27,0.235+-0.002,0.235+-0.002,0.123+-0.002,0.077+-0.002
28,0.233+-0.002,0.236+-0.003,0.124+-0.002,0.076+-0.002
29,0.234+-0.0,0.235+-0.002,0.123+-0.002,0.077+-0.001
30,0.233+-0.001,0.237+-0.006,0.124+-0.002,0.078+-0.001
31,0.234+-0.001,0.235+-0.003,0.123+-0.002,0.077+-0.002
32,0.233+-0.002,0.235+-0.002,0.123+-0.001,0.077+-0.001
33,0.233+-0.002,0.235+-0.003,0.123+-0.003,0.077+-0.003
34,0.232+-0.001,0.233+-0.0,0.122+-0.001,0.076+-0.001
35,0.233+-0.002,0.235+-0.002,0.124+-0.003,0.076+-0.002
36,0.234+-0.001,0.234+-0.003,0.122+-0.003,0.076+-0.002
37,0.232+-0.001,0.235+-0.002,0.124+-0.002,0.076+-0.002
38,0.233+-0.002,0.234+-0.002,0.122+-0.002,0.076+-0.002
39,0.233+-0.0,0.233+-0.001,0.122+-0.001,0.077+-0.001
40,0.233+-0.003,0.234+-0.001,0.122+-0.002,0.076+-0.001
41,0.232+-0.001,0.234+-0.001,0.122+-0.001,0.075+-0.001
42,0.233+-0.003,0.234+-0.001,0.122+-0.001,0.075+-0.001
43,0.231+-0.001,0.235+-0.001,0.123+-0.001,0.076+-0.001
44,0.233+-0.002,0.233+-0.001,0.121+-0.001,0.075+-0.002
45,0.231+-0.002,0.234+-0.003,0.122+-0.003,0.076+-0.002
46,0.231+-0.001,0.239+-0.003,0.124+-0.001,0.077+-0.002
47,0.232+-0.001,0.234+-0.002,0.122+-0.002,0.076+-0.002
48,0.232+-0.001,0.236+-0.003,0.124+-0.003,0.077+-0.002
49,0.231+-0.002,0.233+-0.003,0.121+-0.002,0.076+-0.002
50,0.232+-0.001,0.236+-0.004,0.123+-0.002,0.077+-0.001
51,0.231+-0.002,0.234+-0.002,0.122+-0.001,0.075+-0.001
52,0.23+-0.001,0.234+-0.001,0.122+-0.001,0.076+-0.001
53,0.23+-0.001,0.235+-0.003,0.123+-0.003,0.075+-0.002
54,0.23+-0.001,0.233+-0.001,0.121+-0.002,0.075+-0.002
55,0.231+-0.002,0.235+-0.001,0.123+-0.002,0.076+-0.001
56,0.231+-0.001,0.234+-0.001,0.122+-0.001,0.075+-0.001
57,0.23+-0.001,0.234+-0.001,0.122+-0.002,0.076+-0.001
58,0.23+-0.002,0.233+-0.001,0.121+-0.002,0.075+-0.001
59,0.23+-0.001,0.232+-0.001,0.121+-0.001,0.075+-0.001
60,0.23+-0.002,0.234+-0.002,0.121+-0.0,0.075+-0.001
61,0.231+-0.002,0.237+-0.003,0.123+-0.003,0.076+-0.001
62,0.231+-0.003,0.234+-0.0,0.122+-0.001,0.075+-0.001
63,0.23+-0.001,0.232+-0.001,0.121+-0.002,0.075+-0.001
64,0.229+-0.001,0.233+-0.0,0.121+-0.001,0.075+-0.001
65,0.229+-0.002,0.234+-0.002,0.121+-0.001,0.075+-0.001
66,0.229+-0.002,0.236+-0.002,0.123+-0.001,0.075+-0.001
67,0.229+-0.001,0.233+-0.001,0.121+-0.001,0.074+-0.001
68,0.23+-0.002,0.234+-0.003,0.121+-0.002,0.075+-0.002
69,0.229+-0.002,0.233+-0.001,0.121+-0.001,0.075+-0.001
70,0.229+-0.002,0.235+-0.001,0.122+-0.002,0.076+-0.001
71,0.23+-0.001,0.237+-0.004,0.124+-0.002,0.077+-0.001
72,0.23+-0.001,0.234+-0.0,0.121+-0.001,0.076+-0.001
73,0.231+-0.001,0.235+-0.004,0.123+-0.003,0.076+-0.002
74,0.23+-0.001,0.235+-0.003,0.123+-0.002,0.076+-0.002
75,0.229+-0.002,0.235+-0.003,0.123+-0.002,0.076+-0.001
76,0.229+-0.001,0.234+-0.002,0.121+-0.002,0.074+-0.001
77,0.231+-0.002,0.233+-0.002,0.121+-0.003,0.075+-0.002
78,0.229+-0.002,0.233+-0.001,0.121+-0.001,0.075+-0.001
79,0.229+-0.001,0.235+-0.003,0.122+-0.002,0.075+-0.001
80,0.229+-0.001,0.235+-0.004,0.122+-0.002,0.076+-0.002
81,0.23+-0.002,0.236+-0.002,0.122+-0.002,0.075+-0.002
82,0.23+-0.001,0.234+-0.003,0.122+-0.003,0.075+-0.002
83,0.229+-0.002,0.233+-0.001,0.121+-0.001,0.075+-0.001
84,0.228+-0.001,0.234+-0.002,0.121+-0.002,0.074+-0.002
85,0.228+-0.002,0.234+-0.002,0.122+-0.002,0.075+-0.001
86,0.229+-0.002,0.236+-0.002,0.122+-0.001,0.075+-0.001
87,0.23+-0.003,0.234+-0.001,0.121+-0.001,0.075+-0.001
88,0.229+-0.002,0.236+-0.003,0.123+-0.003,0.077+-0.002
89,0.228+-0.002,0.236+-0.003,0.123+-0.003,0.076+-0.002
90,0.228+-0.001,0.234+-0.001,0.121+-0.0,0.075+-0.001
91,0.229+-0.002,0.233+-0.001,0.121+-0.001,0.074+-0.001
92,0.228+-0.002,0.233+-0.001,0.121+-0.001,0.074+-0.001
93,0.229+-0.002,0.233+-0.002,0.121+-0.002,0.075+-0.001
94,0.228+-0.002,0.235+-0.002,0.123+-0.002,0.076+-0.002
95,0.229+-0.002,0.234+-0.003,0.122+-0.003,0.075+-0.002
96,0.229+-0.001,0.237+-0.001,0.123+-0.001,0.076+-0.001
97,0.23+-0.002,0.236+-0.001,0.122+-0.002,0.075+-0.002
98,0.228+-0.002,0.233+-0.002,0.121+-0.002,0.076+-0.001
99,0.229+-0.002,0.234+-0.002,0.122+-0.002,0.076+-0.001
