epoch,train_loss,val_loss,rmse,mae
0,0.294+-0.006,0.235+-0.005,0.123+-0.003,0.075+-0.002
1,0.233+-0.001,0.225+-0.002,0.115+-0.002,0.071+-0.002
2,0.229+-0.002,0.228+-0.005,0.116+-0.003,0.072+-0.003
3,0.227+-0.002,0.222+-0.001,0.112+-0.002,0.069+-0.001
4,0.226+-0.002,0.222+-0.002,0.111+-0.001,0.068+-0.001
5,0.224+-0.002,0.22+-0.001,0.109+-0.001,0.067+-0.0
6,0.223+-0.001,0.223+-0.004,0.111+-0.004,0.068+-0.002
7,0.223+-0.002,0.221+-0.003,0.11+-0.002,0.067+-0.001
8,0.223+-0.001,0.222+-0.002,0.111+-0.001,0.068+-0.001
9,0.222+-0.001,0.22+-0.0,0.108+-0.001,0.066+-0.001
10,0.221+-0.002,0.219+-0.002,0.108+-0.001,0.066+-0.001
11,0.22+-0.001,0.219+-0.001,0.107+-0.001,0.065+-0.001
12,0.22+-0.002,0.22+-0.002,0.108+-0.001,0.066+-0.001
13,0.22+-0.001,0.22+-0.005,0.108+-0.004,0.066+-0.003
14,0.22+-0.001,0.221+-0.003,0.108+-0.003,0.066+-0.002
15,0.219+-0.002,0.218+-0.001,0.107+-0.001,0.065+-0.001
16,0.219+-0.001,0.219+-0.002,0.108+-0.001,0.066+-0.001
17,0.219+-0.001,0.218+-0.002,0.106+-0.001,0.065+-0.001
18,0.219+-0.001,0.218+-0.002,0.106+-0.002,0.064+-0.002
19,0.219+-0.002,0.218+-0.002,0.107+-0.001,0.064+-0.001
20,0.218+-0.002,0.219+-0.004,0.107+-0.004,0.064+-0.002
21,0.217+-0.001,0.22+-0.004,0.108+-0.001,0.065+-0.002
22,0.219+-0.001,0.217+-0.001,0.105+-0.001,0.063+-0.001
23,0.217+-0.003,0.217+-0.002,0.106+-0.002,0.064+-0.001
24,0.217+-0.002,0.218+-0.003,0.105+-0.002,0.064+-0.002
25,0.217+-0.001,0.217+-0.002,0.105+-0.001,0.063+-0.001
26,0.216+-0.002,0.217+-0.0,0.105+-0.001,0.063+-0.001
27,0.216+-0.002,0.216+-0.002,0.104+-0.002,0.063+-0.002
28,0.217+-0.001,0.216+-0.002,0.104+-0.001,0.062+-0.001
