epoch,train_loss,val_loss,rmse,mae
0,0.377+-0.028,0.316+-0.038,0.139+-0.002,0.08+-0.002
1,0.268+-0.025,0.271+-0.017,0.133+-0.015,0.08+-0.012
2,0.219+-0.011,0.241+-0.012,0.119+-0.005,0.07+-0.002
3,0.198+-0.007,0.234+-0.016,0.111+-0.011,0.065+-0.007
4,0.185+-0.007,0.22+-0.007,0.103+-0.001,0.059+-0.002
5,0.181+-0.005,0.216+-0.004,0.098+-0.0,0.055+-0.001
6,0.175+-0.004,0.214+-0.007,0.097+-0.003,0.055+-0.002
7,0.172+-0.005,0.213+-0.003,0.098+-0.002,0.055+-0.001
8,0.171+-0.006,0.212+-0.006,0.095+-0.001,0.054+-0.001
9,0.17+-0.004,0.211+-0.005,0.095+-0.003,0.053+-0.002
10,0.168+-0.003,0.21+-0.001,0.094+-0.002,0.053+-0.001
11,0.169+-0.004,0.209+-0.002,0.094+-0.002,0.053+-0.001
12,0.167+-0.003,0.21+-0.005,0.095+-0.002,0.053+-0.002
13,0.167+-0.003,0.21+-0.004,0.095+-0.002,0.053+-0.002
14,0.167+-0.004,0.209+-0.001,0.093+-0.0,0.052+-0.001
15,0.166+-0.004,0.212+-0.002,0.095+-0.002,0.054+-0.001
16,0.165+-0.005,0.212+-0.004,0.096+-0.004,0.054+-0.002
17,0.166+-0.004,0.212+-0.001,0.095+-0.001,0.053+-0.001
18,0.165+-0.002,0.209+-0.002,0.094+-0.002,0.053+-0.001
19,0.165+-0.003,0.209+-0.001,0.095+-0.002,0.053+-0.001
20,0.166+-0.003,0.209+-0.003,0.095+-0.002,0.052+-0.001
21,0.164+-0.003,0.21+-0.004,0.095+-0.002,0.053+-0.001
22,0.165+-0.001,0.21+-0.002,0.095+-0.0,0.053+-0.0
23,0.164+-0.002,0.209+-0.001,0.094+-0.002,0.052+-0.001
24,0.164+-0.002,0.21+-0.001,0.095+-0.002,0.053+-0.0
25,0.164+-0.002,0.208+-0.002,0.094+-0.002,0.052+-0.001
26,0.163+-0.003,0.21+-0.003,0.094+-0.001,0.052+-0.001
27,0.163+-0.003,0.209+-0.001,0.096+-0.003,0.053+-0.002
28,0.163+-0.003,0.208+-0.003,0.093+-0.001,0.052+-0.001
