epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,1.414+-0.027,1.182+-0.008,0.559+-0.017,0.973+-0.005,0.559+-0.017,0.51+-0.004,0.57+-0.02
1,0.846+-0.004,1.014+-0.008,0.602+-0.015,0.986+-0.002,0.602+-0.015,0.567+-0.006,0.607+-0.019
2,0.707+-0.018,0.929+-0.103,0.648+-0.031,0.989+-0.002,0.648+-0.031,0.608+-0.023,0.655+-0.03
3,0.621+-0.008,0.836+-0.004,0.676+-0.003,0.991+-0.001,0.676+-0.003,0.621+-0.003,0.681+-0.002
4,0.554+-0.005,0.878+-0.024,0.655+-0.011,0.992+-0.001,0.655+-0.011,0.61+-0.004,0.668+-0.011
5,0.494+-0.011,0.843+-0.041,0.667+-0.024,0.993+-0.001,0.667+-0.024,0.628+-0.019,0.673+-0.026
6,0.447+-0.013,0.831+-0.056,0.673+-0.026,0.993+-0.002,0.673+-0.026,0.633+-0.01,0.678+-0.028
7,0.401+-0.005,0.73+-0.035,0.714+-0.022,0.995+-0.001,0.714+-0.022,0.661+-0.013,0.719+-0.02
8,0.366+-0.006,0.789+-0.057,0.691+-0.025,0.994+-0.001,0.691+-0.025,0.65+-0.012,0.695+-0.023
9,0.343+-0.005,0.8+-0.084,0.684+-0.028,0.994+-0.001,0.684+-0.028,0.655+-0.019,0.687+-0.029
10,0.318+-0.011,0.817+-0.082,0.689+-0.034,0.994+-0.001,0.689+-0.034,0.657+-0.019,0.689+-0.034
11,0.298+-0.006,0.817+-0.066,0.685+-0.021,0.994+-0.003,0.685+-0.021,0.655+-0.012,0.688+-0.019
12,0.288+-0.003,0.708+-0.02,0.722+-0.007,0.994+-0.001,0.722+-0.007,0.667+-0.019,0.725+-0.006
13,0.262+-0.016,0.728+-0.032,0.721+-0.008,0.992+-0.001,0.721+-0.008,0.657+-0.006,0.722+-0.006
14,0.238+-0.014,0.735+-0.051,0.718+-0.02,0.994+-0.001,0.718+-0.02,0.676+-0.011,0.721+-0.019
15,0.229+-0.01,0.822+-0.052,0.696+-0.02,0.993+-0.001,0.696+-0.02,0.663+-0.01,0.695+-0.025
16,0.208+-0.008,0.764+-0.083,0.72+-0.029,0.993+-0.001,0.72+-0.029,0.67+-0.013,0.719+-0.028
17,0.194+-0.006,0.771+-0.051,0.722+-0.02,0.994+-0.001,0.722+-0.02,0.669+-0.005,0.722+-0.021
18,0.179+-0.013,0.772+-0.04,0.728+-0.013,0.992+-0.001,0.728+-0.013,0.672+-0.008,0.728+-0.01
19,0.168+-0.005,0.832+-0.073,0.705+-0.027,0.993+-0.001,0.705+-0.027,0.662+-0.022,0.706+-0.026
20,0.155+-0.015,0.768+-0.023,0.724+-0.009,0.992+-0.001,0.724+-0.009,0.669+-0.012,0.724+-0.006
21,0.139+-0.003,0.799+-0.046,0.726+-0.014,0.992+-0.0,0.726+-0.014,0.673+-0.005,0.726+-0.014
22,0.125+-0.009,0.859+-0.014,0.725+-0.017,0.991+-0.002,0.725+-0.017,0.675+-0.013,0.725+-0.015
23,0.113+-0.008,0.865+-0.138,0.721+-0.033,0.992+-0.001,0.721+-0.033,0.67+-0.014,0.722+-0.028
24,0.097+-0.006,0.855+-0.033,0.722+-0.006,0.991+-0.001,0.722+-0.006,0.668+-0.012,0.721+-0.006
25,0.086+-0.005,0.885+-0.092,0.732+-0.012,0.991+-0.001,0.732+-0.012,0.675+-0.019,0.729+-0.013
26,0.079+-0.002,0.912+-0.049,0.711+-0.02,0.992+-0.001,0.711+-0.02,0.665+-0.014,0.71+-0.022
27,0.071+-0.01,0.912+-0.041,0.732+-0.007,0.992+-0.002,0.732+-0.007,0.671+-0.015,0.729+-0.007
28,0.073+-0.022,0.925+-0.082,0.727+-0.007,0.991+-0.001,0.727+-0.007,0.671+-0.004,0.728+-0.006
29,0.063+-0.008,0.956+-0.123,0.719+-0.022,0.991+-0.001,0.719+-0.022,0.671+-0.011,0.72+-0.019
30,0.056+-0.006,1.032+-0.114,0.727+-0.019,0.989+-0.001,0.727+-0.019,0.667+-0.009,0.722+-0.015
31,0.051+-0.008,0.955+-0.049,0.727+-0.008,0.99+-0.001,0.727+-0.008,0.665+-0.018,0.725+-0.008
32,0.042+-0.002,0.978+-0.031,0.737+-0.004,0.99+-0.002,0.737+-0.004,0.678+-0.002,0.735+-0.004
33,0.035+-0.004,0.991+-0.02,0.732+-0.006,0.99+-0.001,0.732+-0.006,0.677+-0.009,0.73+-0.007
34,0.03+-0.003,1.007+-0.059,0.736+-0.014,0.991+-0.001,0.736+-0.014,0.685+-0.018,0.733+-0.017
