epoch,train_loss,val_loss,rmse,mae
0,0.26+-0.001,0.222+-0.001,0.113+-0.001,0.068+-0.0
1,0.221+-0.0,0.212+-0.001,0.103+-0.002,0.062+-0.001
2,0.214+-0.001,0.207+-0.001,0.097+-0.001,0.058+-0.001
3,0.21+-0.0,0.205+-0.001,0.093+-0.001,0.054+-0.0
4,0.207+-0.001,0.203+-0.001,0.091+-0.002,0.053+-0.002
5,0.204+-0.001,0.201+-0.001,0.088+-0.001,0.051+-0.001
6,0.202+-0.001,0.204+-0.003,0.09+-0.003,0.052+-0.002
7,0.201+-0.001,0.199+-0.001,0.085+-0.001,0.049+-0.0
8,0.2+-0.001,0.198+-0.001,0.084+-0.001,0.048+-0.001
9,0.199+-0.001,0.198+-0.001,0.084+-0.001,0.048+-0.001
10,0.198+-0.001,0.198+-0.001,0.083+-0.001,0.047+-0.0
11,0.198+-0.001,0.199+-0.002,0.085+-0.003,0.049+-0.002
12,0.196+-0.001,0.198+-0.004,0.085+-0.006,0.048+-0.003
13,0.195+-0.001,0.196+-0.001,0.081+-0.001,0.046+-0.001
14,0.195+-0.001,0.195+-0.001,0.081+-0.001,0.045+-0.0
15,0.194+-0.001,0.196+-0.001,0.081+-0.002,0.046+-0.001
16,0.194+-0.001,0.197+-0.003,0.082+-0.003,0.047+-0.003
17,0.193+-0.001,0.197+-0.002,0.082+-0.002,0.047+-0.003
18,0.192+-0.001,0.196+-0.0,0.08+-0.0,0.045+-0.0
19,0.192+-0.001,0.195+-0.002,0.08+-0.002,0.045+-0.001
20,0.191+-0.001,0.195+-0.001,0.079+-0.001,0.045+-0.001
21,0.191+-0.0,0.195+-0.001,0.079+-0.002,0.045+-0.001
22,0.19+-0.001,0.197+-0.002,0.081+-0.002,0.046+-0.002
23,0.19+-0.001,0.196+-0.001,0.081+-0.002,0.045+-0.001
24,0.189+-0.001,0.196+-0.003,0.08+-0.003,0.046+-0.003
25,0.189+-0.001,0.197+-0.002,0.081+-0.002,0.045+-0.001
26,0.189+-0.001,0.194+-0.001,0.078+-0.001,0.044+-0.001
27,0.189+-0.001,0.196+-0.002,0.08+-0.002,0.045+-0.001
28,0.188+-0.001,0.195+-0.001,0.078+-0.0,0.044+-0.001
29,0.187+-0.001,0.194+-0.001,0.078+-0.0,0.043+-0.001
30,0.187+-0.001,0.195+-0.001,0.079+-0.001,0.045+-0.001
31,0.187+-0.001,0.195+-0.001,0.078+-0.001,0.044+-0.001
32,0.186+-0.001,0.196+-0.002,0.079+-0.002,0.044+-0.001
33,0.186+-0.0,0.196+-0.003,0.08+-0.002,0.046+-0.002
34,0.185+-0.001,0.196+-0.002,0.081+-0.002,0.045+-0.001
35,0.185+-0.001,0.195+-0.001,0.078+-0.001,0.043+-0.001
36,0.185+-0.001,0.195+-0.001,0.079+-0.002,0.045+-0.002
37,0.184+-0.001,0.196+-0.001,0.08+-0.002,0.044+-0.001
38,0.184+-0.001,0.197+-0.003,0.081+-0.002,0.045+-0.002
39,0.184+-0.001,0.195+-0.001,0.079+-0.002,0.044+-0.001
40,0.184+-0.001,0.195+-0.001,0.079+-0.0,0.044+-0.001
41,0.182+-0.001,0.195+-0.001,0.079+-0.001,0.044+-0.0
42,0.182+-0.001,0.197+-0.004,0.081+-0.004,0.045+-0.002
43,0.182+-0.001,0.197+-0.003,0.081+-0.004,0.046+-0.003
44,0.182+-0.001,0.195+-0.001,0.079+-0.002,0.044+-0.001
45,0.181+-0.001,0.196+-0.002,0.08+-0.003,0.045+-0.002
46,0.182+-0.001,0.196+-0.002,0.081+-0.003,0.044+-0.001
47,0.181+-0.001,0.195+-0.001,0.08+-0.002,0.045+-0.001
48,0.181+-0.001,0.196+-0.002,0.08+-0.001,0.045+-0.001
