epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,2.027+-0.047,1.998+-0.149,0.186+-0.127,0.803+-0.022,0.186+-0.127,0.138+-0.046,0.154+-0.088
1,1.765+-0.103,1.798+-0.231,0.342+-0.095,0.885+-0.041,0.342+-0.095,0.244+-0.032,0.315+-0.145
2,1.617+-0.117,1.893+-0.127,0.246+-0.061,0.864+-0.037,0.246+-0.061,0.229+-0.038,0.211+-0.038
3,1.502+-0.07,1.79+-0.176,0.335+-0.095,0.893+-0.037,0.335+-0.095,0.288+-0.059,0.305+-0.126
4,1.44+-0.062,1.743+-0.197,0.346+-0.044,0.896+-0.04,0.346+-0.044,0.309+-0.022,0.359+-0.016
5,1.406+-0.054,1.82+-0.159,0.314+-0.073,0.88+-0.061,0.314+-0.073,0.272+-0.019,0.274+-0.061
6,1.339+-0.073,1.716+-0.085,0.352+-0.011,0.908+-0.015,0.352+-0.011,0.306+-0.014,0.349+-0.013
7,1.326+-0.054,1.811+-0.066,0.343+-0.034,0.859+-0.033,0.343+-0.034,0.263+-0.025,0.298+-0.105
8,1.315+-0.016,1.691+-0.132,0.338+-0.093,0.91+-0.028,0.338+-0.093,0.322+-0.05,0.29+-0.115
9,1.24+-0.048,1.715+-0.128,0.328+-0.04,0.898+-0.037,0.328+-0.04,0.294+-0.046,0.319+-0.07
10,1.231+-0.044,1.633+-0.06,0.395+-0.055,0.917+-0.004,0.395+-0.055,0.349+-0.039,0.405+-0.061
11,1.226+-0.114,1.649+-0.042,0.391+-0.001,0.898+-0.03,0.391+-0.001,0.329+-0.011,0.37+-0.036
12,1.216+-0.052,1.599+-0.08,0.416+-0.011,0.923+-0.021,0.416+-0.011,0.359+-0.008,0.44+-0.015
13,1.173+-0.055,1.594+-0.155,0.402+-0.078,0.935+-0.009,0.402+-0.078,0.345+-0.053,0.383+-0.102
14,1.175+-0.027,1.577+-0.063,0.396+-0.038,0.922+-0.024,0.396+-0.038,0.35+-0.01,0.397+-0.04
15,1.15+-0.066,1.542+-0.143,0.413+-0.057,0.942+-0.004,0.413+-0.057,0.333+-0.073,0.374+-0.081
16,1.09+-0.026,1.654+-0.146,0.392+-0.059,0.904+-0.04,0.392+-0.059,0.328+-0.04,0.376+-0.074
17,1.124+-0.068,1.498+-0.087,0.446+-0.039,0.94+-0.014,0.446+-0.039,0.387+-0.027,0.448+-0.064
18,1.083+-0.06,1.488+-0.138,0.46+-0.051,0.943+-0.01,0.46+-0.051,0.383+-0.024,0.455+-0.047
19,1.096+-0.026,1.487+-0.039,0.432+-0.006,0.94+-0.006,0.432+-0.006,0.367+-0.012,0.423+-0.034
20,1.039+-0.032,1.481+-0.015,0.449+-0.027,0.944+-0.005,0.449+-0.027,0.396+-0.004,0.459+-0.036
21,1.076+-0.045,1.473+-0.089,0.446+-0.023,0.933+-0.025,0.446+-0.023,0.391+-0.015,0.422+-0.047
22,1.071+-0.03,1.604+-0.055,0.42+-0.051,0.922+-0.008,0.42+-0.051,0.38+-0.032,0.422+-0.07
23,1.038+-0.045,1.481+-0.058,0.448+-0.051,0.937+-0.015,0.448+-0.051,0.395+-0.027,0.448+-0.066
24,1.027+-0.045,1.468+-0.121,0.47+-0.049,0.94+-0.013,0.47+-0.049,0.382+-0.043,0.482+-0.042
25,1.013+-0.043,1.412+-0.073,0.471+-0.038,0.95+-0.013,0.471+-0.038,0.405+-0.025,0.457+-0.053
26,0.999+-0.035,1.505+-0.152,0.449+-0.063,0.933+-0.026,0.449+-0.063,0.402+-0.044,0.438+-0.083
27,1.006+-0.053,1.423+-0.011,0.485+-0.015,0.946+-0.008,0.485+-0.015,0.421+-0.007,0.5+-0.007
28,0.994+-0.032,1.47+-0.028,0.455+-0.02,0.94+-0.006,0.455+-0.02,0.39+-0.023,0.45+-0.021
29,0.975+-0.053,1.491+-0.093,0.449+-0.048,0.939+-0.011,0.449+-0.048,0.387+-0.018,0.432+-0.076
30,0.955+-0.048,1.433+-0.051,0.46+-0.031,0.948+-0.006,0.46+-0.031,0.417+-0.021,0.464+-0.025
31,0.963+-0.014,1.492+-0.056,0.453+-0.018,0.936+-0.015,0.453+-0.018,0.387+-0.013,0.475+-0.011
32,0.985+-0.036,1.51+-0.051,0.432+-0.006,0.937+-0.006,0.432+-0.006,0.383+-0.026,0.41+-0.038
33,0.943+-0.023,1.481+-0.06,0.449+-0.04,0.944+-0.007,0.449+-0.04,0.404+-0.015,0.46+-0.04
34,0.949+-0.029,1.529+-0.106,0.427+-0.061,0.927+-0.031,0.427+-0.061,0.395+-0.02,0.426+-0.071
35,0.919+-0.011,1.457+-0.147,0.466+-0.056,0.94+-0.027,0.466+-0.056,0.393+-0.054,0.472+-0.069
36,0.945+-0.081,1.457+-0.12,0.447+-0.066,0.939+-0.03,0.447+-0.066,0.387+-0.04,0.434+-0.086
37,0.93+-0.062,1.609+-0.09,0.399+-0.03,0.932+-0.017,0.399+-0.03,0.367+-0.038,0.391+-0.068
