epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,1.643+-0.097,1.579+-0.1,0.483+-0.014,0.934+-0.015,0.483+-0.014,0.381+-0.043,0.472+-0.036
1,1.42+-0.185,2.007+-0.213,0.449+-0.043,0.942+-0.022,0.449+-0.043,0.404+-0.03,0.459+-0.057
2,1.427+-0.091,2.129+-0.182,0.484+-0.028,0.956+-0.008,0.484+-0.028,0.402+-0.009,0.471+-0.054
3,1.454+-0.117,2.256+-0.129,0.45+-0.058,0.969+-0.006,0.45+-0.058,0.416+-0.026,0.411+-0.046
4,1.424+-0.137,2.016+-0.178,0.515+-0.015,0.965+-0.009,0.515+-0.015,0.44+-0.014,0.517+-0.014
5,1.366+-0.169,2.213+-0.173,0.473+-0.03,0.966+-0.009,0.473+-0.03,0.432+-0.023,0.479+-0.024
6,1.415+-0.134,2.757+-0.682,0.437+-0.028,0.958+-0.024,0.437+-0.028,0.41+-0.011,0.408+-0.043
7,1.397+-0.215,2.444+-0.433,0.458+-0.073,0.968+-0.005,0.458+-0.073,0.41+-0.042,0.449+-0.099
8,1.225+-0.131,2.343+-0.19,0.485+-0.028,0.97+-0.004,0.485+-0.028,0.439+-0.014,0.473+-0.039
9,1.181+-0.016,2.392+-0.405,0.491+-0.065,0.973+-0.002,0.491+-0.065,0.448+-0.034,0.499+-0.071
10,1.093+-0.026,2.489+-0.527,0.467+-0.057,0.971+-0.006,0.467+-0.057,0.436+-0.039,0.475+-0.06
11,1.078+-0.043,2.409+-0.249,0.484+-0.01,0.971+-0.002,0.484+-0.01,0.449+-0.019,0.476+-0.027
12,1.054+-0.176,2.419+-0.582,0.498+-0.06,0.967+-0.014,0.498+-0.06,0.465+-0.015,0.484+-0.082
13,1.051+-0.169,2.45+-0.351,0.483+-0.042,0.967+-0.009,0.483+-0.042,0.445+-0.013,0.482+-0.035
14,1.043+-0.032,2.825+-0.376,0.417+-0.013,0.963+-0.015,0.417+-0.013,0.416+-0.024,0.422+-0.018
15,1.18+-0.185,2.256+-0.148,0.491+-0.004,0.976+-0.005,0.491+-0.004,0.457+-0.016,0.485+-0.012
16,1.017+-0.27,2.541+-0.938,0.503+-0.071,0.977+-0.005,0.503+-0.071,0.462+-0.054,0.487+-0.104
17,1.037+-0.234,2.215+-0.437,0.519+-0.051,0.974+-0.008,0.519+-0.051,0.466+-0.05,0.527+-0.036
18,0.927+-0.225,2.068+-0.228,0.537+-0.008,0.974+-0.005,0.537+-0.008,0.472+-0.031,0.54+-0.01
19,0.846+-0.151,2.199+-0.107,0.52+-0.04,0.973+-0.001,0.52+-0.04,0.469+-0.009,0.497+-0.063
20,0.843+-0.237,2.069+-0.295,0.537+-0.008,0.976+-0.004,0.537+-0.008,0.481+-0.035,0.538+-0.023
21,0.763+-0.17,2.067+-0.155,0.54+-0.027,0.977+-0.007,0.54+-0.027,0.496+-0.009,0.54+-0.042
22,0.708+-0.152,2.041+-0.241,0.515+-0.046,0.976+-0.003,0.515+-0.046,0.481+-0.017,0.518+-0.033
23,0.688+-0.093,1.97+-0.509,0.531+-0.052,0.976+-0.006,0.531+-0.052,0.474+-0.046,0.541+-0.038
24,0.76+-0.081,1.91+-0.382,0.55+-0.044,0.979+-0.006,0.55+-0.044,0.488+-0.026,0.556+-0.019
25,0.792+-0.066,1.815+-0.152,0.592+-0.002,0.976+-0.004,0.592+-0.002,0.515+-0.01,0.592+-0.006
26,0.78+-0.172,1.755+-0.341,0.59+-0.021,0.978+-0.005,0.59+-0.021,0.514+-0.051,0.588+-0.022
27,0.778+-0.067,2.016+-0.361,0.548+-0.067,0.974+-0.005,0.548+-0.067,0.48+-0.037,0.551+-0.059
28,0.826+-0.096,2.175+-0.046,0.543+-0.035,0.979+-0.004,0.543+-0.035,0.474+-0.014,0.537+-0.026
29,0.846+-0.229,2.293+-0.07,0.55+-0.048,0.968+-0.014,0.55+-0.048,0.476+-0.019,0.525+-0.057
30,0.778+-0.201,2.265+-0.089,0.518+-0.06,0.974+-0.006,0.518+-0.06,0.487+-0.025,0.525+-0.062
31,0.754+-0.101,2.293+-0.587,0.539+-0.08,0.972+-0.01,0.539+-0.08,0.484+-0.034,0.541+-0.079
32,0.698+-0.098,2.025+-0.092,0.551+-0.017,0.976+-0.009,0.551+-0.017,0.499+-0.004,0.55+-0.021
33,0.678+-0.023,1.934+-0.097,0.559+-0.018,0.975+-0.004,0.559+-0.018,0.496+-0.01,0.56+-0.019
34,0.697+-0.06,1.918+-0.285,0.579+-0.035,0.978+-0.007,0.579+-0.035,0.496+-0.024,0.574+-0.027
35,0.687+-0.133,1.927+-0.298,0.589+-0.014,0.979+-0.002,0.589+-0.014,0.499+-0.032,0.577+-0.015
36,0.62+-0.128,1.902+-0.121,0.583+-0.002,0.981+-0.003,0.583+-0.002,0.508+-0.013,0.586+-0.011
37,0.672+-0.171,2.141+-0.367,0.548+-0.028,0.977+-0.006,0.548+-0.028,0.504+-0.027,0.55+-0.026
38,0.691+-0.158,2.241+-0.524,0.551+-0.027,0.971+-0.011,0.551+-0.027,0.504+-0.021,0.523+-0.065
39,0.637+-0.154,2.041+-0.267,0.556+-0.011,0.976+-0.004,0.556+-0.011,0.484+-0.016,0.545+-0.009
40,0.667+-0.147,2.292+-0.32,0.536+-0.026,0.967+-0.007,0.536+-0.026,0.473+-0.023,0.518+-0.041
41,0.676+-0.158,2.3+-0.552,0.548+-0.023,0.977+-0.007,0.548+-0.023,0.478+-0.024,0.53+-0.049
42,0.623+-0.171,1.872+-0.321,0.589+-0.019,0.979+-0.003,0.589+-0.019,0.508+-0.034,0.58+-0.022
43,0.64+-0.126,2.147+-0.548,0.56+-0.035,0.97+-0.008,0.56+-0.035,0.485+-0.024,0.537+-0.058
44,0.709+-0.294,1.774+-0.134,0.599+-0.005,0.98+-0.002,0.599+-0.005,0.523+-0.012,0.6+-0.01
45,0.832+-0.307,2.28+-0.577,0.56+-0.046,0.972+-0.009,0.56+-0.046,0.5+-0.029,0.553+-0.049
46,0.788+-0.326,2.796+-1.317,0.513+-0.091,0.958+-0.017,0.513+-0.091,0.454+-0.091,0.486+-0.119
47,0.834+-0.308,2.749+-0.677,0.506+-0.014,0.974+-0.004,0.506+-0.014,0.478+-0.022,0.49+-0.048
48,0.806+-0.296,2.535+-0.571,0.51+-0.046,0.961+-0.012,0.51+-0.046,0.475+-0.02,0.503+-0.047
49,0.827+-0.225,2.355+-0.592,0.53+-0.038,0.963+-0.015,0.53+-0.038,0.48+-0.034,0.52+-0.045
50,0.731+-0.174,2.501+-0.999,0.533+-0.056,0.968+-0.017,0.533+-0.056,0.487+-0.053,0.515+-0.085
