epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,2.183+-0.012,1.967+-0.088,0.309+-0.084,0.809+-0.061,0.309+-0.084,0.234+-0.042,0.305+-0.093
1,1.368+-0.007,1.354+-0.126,0.516+-0.055,0.964+-0.013,0.516+-0.055,0.462+-0.061,0.519+-0.047
2,0.924+-0.025,1.252+-0.108,0.541+-0.039,0.966+-0.014,0.541+-0.039,0.498+-0.018,0.543+-0.041
3,0.758+-0.018,1.305+-0.224,0.546+-0.067,0.963+-0.016,0.546+-0.067,0.495+-0.047,0.553+-0.072
4,0.666+-0.065,1.204+-0.075,0.582+-0.041,0.979+-0.003,0.582+-0.041,0.525+-0.02,0.586+-0.04
5,0.674+-0.085,1.242+-0.18,0.588+-0.052,0.977+-0.007,0.588+-0.052,0.533+-0.039,0.589+-0.053
6,0.59+-0.021,1.208+-0.061,0.594+-0.034,0.979+-0.006,0.594+-0.034,0.538+-0.008,0.596+-0.039
7,0.538+-0.032,1.204+-0.036,0.599+-0.014,0.98+-0.003,0.599+-0.014,0.535+-0.005,0.602+-0.02
8,0.468+-0.012,1.21+-0.032,0.587+-0.002,0.982+-0.002,0.587+-0.002,0.53+-0.01,0.59+-0.007
9,0.461+-0.026,1.18+-0.033,0.598+-0.01,0.982+-0.001,0.598+-0.01,0.538+-0.01,0.602+-0.014
10,0.442+-0.01,1.207+-0.017,0.584+-0.009,0.983+-0.001,0.584+-0.009,0.537+-0.01,0.587+-0.01
11,0.445+-0.018,1.172+-0.098,0.607+-0.017,0.982+-0.004,0.607+-0.017,0.537+-0.01,0.607+-0.023
12,0.43+-0.044,1.223+-0.03,0.589+-0.022,0.983+-0.0,0.589+-0.022,0.535+-0.006,0.587+-0.022
13,0.418+-0.037,1.233+-0.074,0.59+-0.015,0.982+-0.001,0.59+-0.015,0.525+-0.008,0.589+-0.021
14,0.38+-0.051,1.197+-0.051,0.602+-0.008,0.983+-0.002,0.602+-0.008,0.537+-0.014,0.599+-0.011
15,0.343+-0.036,1.185+-0.036,0.602+-0.012,0.983+-0.002,0.602+-0.012,0.54+-0.005,0.604+-0.012
