epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,1.346+-0.023,1.819+-0.512,0.409+-0.122,0.945+-0.017,0.409+-0.122,0.363+-0.071,0.419+-0.098
1,0.861+-0.038,1.455+-0.366,0.505+-0.094,0.971+-0.015,0.505+-0.094,0.424+-0.095,0.508+-0.112
2,0.655+-0.056,1.62+-0.266,0.478+-0.036,0.961+-0.015,0.478+-0.036,0.416+-0.027,0.503+-0.027
3,0.51+-0.052,1.694+-0.587,0.461+-0.11,0.966+-0.005,0.461+-0.11,0.398+-0.074,0.434+-0.134
4,0.471+-0.05,1.438+-0.12,0.51+-0.04,0.975+-0.011,0.51+-0.04,0.458+-0.068,0.508+-0.039
5,0.429+-0.014,1.513+-0.346,0.488+-0.07,0.963+-0.025,0.488+-0.07,0.433+-0.068,0.485+-0.048
6,0.429+-0.062,1.402+-0.25,0.522+-0.052,0.973+-0.01,0.522+-0.052,0.474+-0.058,0.506+-0.071
7,0.378+-0.023,1.67+-0.477,0.487+-0.091,0.976+-0.007,0.487+-0.091,0.47+-0.026,0.483+-0.092
8,0.36+-0.008,1.948+-0.794,0.44+-0.126,0.976+-0.009,0.44+-0.126,0.414+-0.112,0.394+-0.161
9,0.346+-0.054,1.547+-0.108,0.532+-0.014,0.969+-0.018,0.532+-0.014,0.449+-0.068,0.505+-0.001
10,0.321+-0.045,1.186+-0.198,0.597+-0.052,0.977+-0.012,0.597+-0.052,0.515+-0.093,0.594+-0.067
11,0.25+-0.054,1.462+-0.349,0.568+-0.069,0.961+-0.022,0.568+-0.069,0.519+-0.071,0.56+-0.072
12,0.273+-0.084,1.935+-0.784,0.489+-0.139,0.969+-0.018,0.489+-0.139,0.449+-0.072,0.461+-0.149
13,0.231+-0.046,1.569+-0.416,0.545+-0.075,0.983+-0.001,0.545+-0.075,0.524+-0.045,0.532+-0.092
14,0.209+-0.046,1.695+-0.334,0.536+-0.047,0.977+-0.01,0.536+-0.047,0.511+-0.048,0.515+-0.073
15,0.169+-0.019,1.499+-0.137,0.566+-0.018,0.981+-0.002,0.566+-0.018,0.518+-0.013,0.564+-0.03
16,0.165+-0.024,1.254+-0.122,0.632+-0.011,0.972+-0.017,0.632+-0.011,0.534+-0.05,0.627+-0.018
17,0.169+-0.023,1.678+-0.038,0.577+-0.062,0.98+-0.005,0.577+-0.062,0.46+-0.042,0.56+-0.052
18,0.121+-0.016,1.452+-0.338,0.606+-0.048,0.981+-0.007,0.606+-0.048,0.54+-0.054,0.597+-0.038
19,0.109+-0.017,1.449+-0.129,0.608+-0.037,0.978+-0.004,0.608+-0.037,0.533+-0.029,0.599+-0.039
20,0.085+-0.024,1.717+-0.13,0.588+-0.063,0.979+-0.003,0.588+-0.063,0.513+-0.026,0.57+-0.066
21,0.063+-0.033,1.572+-0.191,0.601+-0.029,0.975+-0.006,0.601+-0.029,0.518+-0.035,0.585+-0.033
22,0.061+-0.031,1.731+-0.284,0.598+-0.037,0.977+-0.007,0.598+-0.037,0.532+-0.016,0.589+-0.032
23,0.057+-0.016,1.599+-0.149,0.615+-0.032,0.973+-0.006,0.615+-0.032,0.529+-0.027,0.6+-0.024
24,0.059+-0.017,1.352+-0.128,0.655+-0.006,0.978+-0.003,0.655+-0.006,0.548+-0.039,0.64+-0.011
25,0.067+-0.028,2.188+-0.807,0.543+-0.082,0.967+-0.019,0.543+-0.082,0.469+-0.053,0.526+-0.099
26,0.082+-0.052,2.19+-0.623,0.545+-0.119,0.958+-0.026,0.545+-0.119,0.458+-0.1,0.524+-0.135
27,0.067+-0.045,1.817+-0.574,0.59+-0.1,0.97+-0.006,0.59+-0.1,0.521+-0.087,0.586+-0.085
28,0.059+-0.046,1.549+-0.161,0.62+-0.039,0.972+-0.008,0.62+-0.039,0.535+-0.054,0.62+-0.037
29,0.041+-0.024,1.652+-0.233,0.627+-0.05,0.976+-0.007,0.627+-0.05,0.557+-0.038,0.616+-0.055
30,0.033+-0.022,1.711+-0.274,0.63+-0.015,0.975+-0.005,0.63+-0.015,0.549+-0.007,0.612+-0.028
31,0.026+-0.01,1.726+-0.187,0.643+-0.005,0.979+-0.002,0.643+-0.005,0.531+-0.047,0.627+-0.016
32,0.025+-0.005,1.552+-0.278,0.644+-0.032,0.974+-0.007,0.644+-0.032,0.569+-0.011,0.635+-0.033
33,0.024+-0.008,1.548+-0.058,0.651+-0.022,0.977+-0.002,0.651+-0.022,0.562+-0.02,0.644+-0.022
34,0.036+-0.029,2.095+-0.725,0.581+-0.079,0.977+-0.011,0.581+-0.079,0.522+-0.058,0.574+-0.077
35,0.051+-0.053,1.742+-0.17,0.618+-0.018,0.976+-0.008,0.618+-0.018,0.55+-0.012,0.614+-0.024
36,0.04+-0.032,1.897+-0.336,0.612+-0.047,0.968+-0.009,0.612+-0.047,0.492+-0.028,0.587+-0.056
37,0.027+-0.014,2.379+-0.979,0.609+-0.054,0.966+-0.015,0.609+-0.054,0.549+-0.049,0.595+-0.063
38,0.02+-0.019,1.684+-0.404,0.647+-0.031,0.972+-0.012,0.647+-0.031,0.548+-0.056,0.635+-0.038
39,0.022+-0.027,1.613+-0.123,0.627+-0.048,0.981+-0.002,0.627+-0.048,0.563+-0.039,0.626+-0.04
40,0.01+-0.01,1.48+-0.105,0.657+-0.033,0.981+-0.003,0.657+-0.033,0.573+-0.046,0.651+-0.037
41,0.012+-0.009,1.718+-0.293,0.661+-0.027,0.975+-0.007,0.661+-0.027,0.554+-0.027,0.644+-0.035
42,0.008+-0.006,1.595+-0.213,0.665+-0.037,0.98+-0.003,0.665+-0.037,0.571+-0.019,0.66+-0.031
43,0.007+-0.004,1.647+-0.149,0.638+-0.041,0.975+-0.007,0.638+-0.041,0.546+-0.028,0.635+-0.04
44,0.01+-0.009,2.066+-0.582,0.618+-0.067,0.972+-0.013,0.618+-0.067,0.537+-0.037,0.616+-0.052
45,0.008+-0.007,1.715+-0.25,0.662+-0.027,0.979+-0.005,0.662+-0.027,0.589+-0.008,0.656+-0.027
46,0.008+-0.01,1.583+-0.315,0.656+-0.062,0.976+-0.009,0.656+-0.062,0.566+-0.027,0.647+-0.06
47,0.006+-0.008,1.622+-0.369,0.653+-0.068,0.976+-0.009,0.653+-0.068,0.573+-0.034,0.642+-0.072
48,0.012+-0.017,1.576+-0.292,0.666+-0.052,0.979+-0.007,0.666+-0.052,0.568+-0.046,0.659+-0.051
49,0.006+-0.007,1.577+-0.386,0.672+-0.048,0.98+-0.005,0.672+-0.048,0.577+-0.036,0.668+-0.044
50,0.004+-0.003,1.564+-0.186,0.674+-0.01,0.979+-0.005,0.674+-0.01,0.578+-0.012,0.668+-0.012
51,0.003+-0.002,1.704+-0.504,0.649+-0.071,0.976+-0.008,0.649+-0.071,0.562+-0.042,0.647+-0.06
52,0.002+-0.002,1.429+-0.09,0.693+-0.009,0.98+-0.003,0.693+-0.009,0.593+-0.009,0.686+-0.008
53,0.002+-0.002,1.508+-0.071,0.684+-0.014,0.98+-0.001,0.684+-0.014,0.591+-0.023,0.676+-0.017
54,0.001+-0.001,1.489+-0.068,0.685+-0.011,0.981+-0.002,0.685+-0.011,0.587+-0.019,0.679+-0.012
55,0.001+-0.0,1.513+-0.06,0.687+-0.012,0.979+-0.002,0.687+-0.012,0.581+-0.032,0.678+-0.017
56,0.001+-0.001,1.452+-0.053,0.691+-0.006,0.981+-0.002,0.691+-0.006,0.586+-0.012,0.684+-0.006
57,0.001+-0.0,1.463+-0.085,0.69+-0.002,0.98+-0.003,0.69+-0.002,0.595+-0.002,0.684+-0.002
58,0.001+-0.001,1.441+-0.078,0.695+-0.005,0.98+-0.003,0.695+-0.005,0.598+-0.011,0.689+-0.006
59,0.001+-0.001,1.454+-0.045,0.693+-0.003,0.981+-0.003,0.693+-0.003,0.6+-0.012,0.686+-0.004
60,0.0+-0.001,1.456+-0.054,0.692+-0.005,0.982+-0.003,0.692+-0.005,0.594+-0.019,0.686+-0.006
61,0.0+-0.0,1.466+-0.058,0.691+-0.004,0.98+-0.003,0.691+-0.004,0.596+-0.018,0.685+-0.004
62,0.001+-0.001,1.456+-0.054,0.693+-0.006,0.981+-0.002,0.693+-0.006,0.596+-0.019,0.687+-0.006
63,0.0+-0.0,1.466+-0.086,0.691+-0.006,0.981+-0.003,0.691+-0.006,0.601+-0.012,0.686+-0.005
64,0.0+-0.0,1.457+-0.073,0.695+-0.004,0.981+-0.003,0.695+-0.004,0.601+-0.015,0.689+-0.005
65,0.0+-0.0,1.461+-0.091,0.697+-0.003,0.981+-0.003,0.697+-0.003,0.601+-0.009,0.69+-0.003
66,0.0+-0.0,1.449+-0.081,0.694+-0.005,0.981+-0.003,0.694+-0.005,0.597+-0.009,0.687+-0.005
67,0.0+-0.0,1.457+-0.084,0.693+-0.006,0.981+-0.003,0.693+-0.006,0.595+-0.012,0.687+-0.006
68,0.0+-0.0,1.452+-0.089,0.692+-0.005,0.981+-0.003,0.692+-0.005,0.594+-0.01,0.686+-0.005
69,0.0+-0.0,1.466+-0.068,0.693+-0.007,0.982+-0.003,0.693+-0.007,0.595+-0.011,0.686+-0.006
