epoch,train_loss,val_loss,rmse,mae
0,0.383+-0.013,0.327+-0.016,0.144+-0.006,0.081+-0.004
1,0.302+-0.017,0.259+-0.015,0.127+-0.003,0.077+-0.001
2,0.249+-0.006,0.233+-0.001,0.117+-0.002,0.07+-0.002
3,0.232+-0.002,0.224+-0.003,0.111+-0.002,0.067+-0.002
4,0.227+-0.002,0.22+-0.002,0.109+-0.001,0.066+-0.001
5,0.224+-0.001,0.218+-0.001,0.107+-0.001,0.065+-0.001
6,0.222+-0.001,0.218+-0.002,0.106+-0.001,0.065+-0.001
7,0.221+-0.001,0.218+-0.001,0.105+-0.002,0.064+-0.001
8,0.221+-0.002,0.218+-0.001,0.107+-0.001,0.064+-0.001
9,0.221+-0.002,0.217+-0.002,0.105+-0.001,0.064+-0.001
10,0.22+-0.003,0.218+-0.003,0.105+-0.002,0.063+-0.001
11,0.22+-0.003,0.218+-0.002,0.105+-0.001,0.064+-0.0
12,0.221+-0.001,0.218+-0.003,0.106+-0.002,0.063+-0.001
13,0.22+-0.001,0.216+-0.001,0.105+-0.002,0.063+-0.001
14,0.219+-0.002,0.215+-0.002,0.104+-0.002,0.063+-0.001
15,0.218+-0.002,0.215+-0.001,0.103+-0.001,0.062+-0.001
16,0.217+-0.001,0.214+-0.001,0.103+-0.001,0.061+-0.001
17,0.217+-0.001,0.215+-0.001,0.103+-0.001,0.062+-0.0
18,0.217+-0.001,0.215+-0.002,0.103+-0.001,0.062+-0.001
19,0.217+-0.001,0.215+-0.002,0.104+-0.002,0.062+-0.001
20,0.217+-0.0,0.215+-0.001,0.103+-0.001,0.062+-0.001
21,0.218+-0.003,0.219+-0.006,0.105+-0.004,0.063+-0.003
22,0.218+-0.003,0.216+-0.002,0.103+-0.001,0.062+-0.001
23,0.218+-0.002,0.217+-0.002,0.104+-0.002,0.063+-0.002
24,0.217+-0.001,0.216+-0.002,0.103+-0.002,0.062+-0.002
25,0.218+-0.001,0.215+-0.001,0.102+-0.001,0.061+-0.001
26,0.217+-0.0,0.217+-0.002,0.105+-0.002,0.063+-0.001
27,0.217+-0.001,0.214+-0.002,0.102+-0.002,0.061+-0.001
28,0.216+-0.001,0.214+-0.002,0.102+-0.001,0.061+-0.001
29,0.216+-0.001,0.215+-0.0,0.103+-0.001,0.062+-0.001
30,0.216+-0.001,0.214+-0.001,0.102+-0.001,0.061+-0.001
31,0.216+-0.0,0.214+-0.001,0.101+-0.001,0.06+-0.001
32,0.215+-0.0,0.213+-0.0,0.101+-0.0,0.06+-0.001
33,0.215+-0.001,0.214+-0.001,0.101+-0.0,0.061+-0.001
34,0.215+-0.001,0.215+-0.002,0.102+-0.002,0.061+-0.001
35,0.216+-0.002,0.217+-0.003,0.105+-0.002,0.063+-0.002
36,0.216+-0.001,0.216+-0.002,0.103+-0.002,0.062+-0.001
37,0.217+-0.001,0.213+-0.001,0.101+-0.001,0.061+-0.001
38,0.216+-0.002,0.216+-0.002,0.102+-0.001,0.061+-0.001
39,0.216+-0.002,0.216+-0.006,0.102+-0.002,0.062+-0.001
40,0.216+-0.003,0.214+-0.001,0.101+-0.001,0.06+-0.001
41,0.216+-0.002,0.215+-0.003,0.102+-0.001,0.06+-0.001
42,0.215+-0.0,0.214+-0.002,0.101+-0.002,0.06+-0.002
43,0.215+-0.0,0.214+-0.002,0.102+-0.002,0.061+-0.001
44,0.214+-0.0,0.212+-0.001,0.101+-0.001,0.061+-0.001
45,0.214+-0.001,0.213+-0.001,0.101+-0.001,0.06+-0.0
46,0.214+-0.001,0.214+-0.002,0.101+-0.001,0.061+-0.001
47,0.214+-0.0,0.215+-0.002,0.102+-0.001,0.061+-0.001
48,0.215+-0.001,0.214+-0.002,0.102+-0.002,0.061+-0.001
49,0.215+-0.002,0.216+-0.001,0.103+-0.002,0.062+-0.001
50,0.215+-0.001,0.213+-0.001,0.101+-0.001,0.06+-0.0
51,0.215+-0.002,0.214+-0.001,0.1+-0.001,0.06+-0.001
52,0.214+-0.001,0.214+-0.001,0.101+-0.001,0.061+-0.001
53,0.215+-0.002,0.217+-0.005,0.103+-0.003,0.062+-0.003
54,0.215+-0.002,0.215+-0.001,0.101+-0.001,0.061+-0.0
55,0.214+-0.001,0.213+-0.001,0.1+-0.001,0.06+-0.001
56,0.213+-0.001,0.214+-0.002,0.101+-0.001,0.06+-0.001
57,0.214+-0.0,0.213+-0.001,0.1+-0.001,0.06+-0.0
58,0.214+-0.001,0.214+-0.003,0.101+-0.002,0.06+-0.002
59,0.214+-0.001,0.215+-0.002,0.102+-0.001,0.06+-0.001
