epoch,train_loss,val_loss,rmse,mae
0,0.268+-0.004,0.242+-0.01,0.128+-0.002,0.077+-0.001
1,0.232+-0.002,0.231+-0.003,0.121+-0.003,0.072+-0.003
2,0.224+-0.001,0.227+-0.003,0.117+-0.003,0.068+-0.002
3,0.22+-0.001,0.248+-0.017,0.126+-0.009,0.072+-0.007
4,0.217+-0.001,0.223+-0.008,0.113+-0.008,0.066+-0.005
5,0.213+-0.002,0.217+-0.008,0.105+-0.004,0.06+-0.002
6,0.211+-0.001,0.215+-0.002,0.105+-0.004,0.061+-0.004
7,0.21+-0.001,0.213+-0.003,0.103+-0.006,0.06+-0.004
8,0.208+-0.001,0.209+-0.005,0.099+-0.004,0.058+-0.003
9,0.207+-0.001,0.213+-0.006,0.102+-0.004,0.058+-0.001
10,0.205+-0.001,0.212+-0.004,0.102+-0.005,0.058+-0.003
11,0.203+-0.001,0.214+-0.005,0.105+-0.007,0.06+-0.004
12,0.202+-0.0,0.211+-0.007,0.101+-0.006,0.058+-0.002
13,0.201+-0.001,0.211+-0.001,0.098+-0.002,0.056+-0.002
14,0.197+-0.001,0.212+-0.008,0.1+-0.009,0.057+-0.006
15,0.195+-0.001,0.21+-0.005,0.098+-0.005,0.055+-0.004
16,0.193+-0.001,0.209+-0.007,0.096+-0.007,0.054+-0.003
17,0.192+-0.002,0.209+-0.004,0.095+-0.003,0.054+-0.003
18,0.189+-0.001,0.209+-0.003,0.095+-0.004,0.054+-0.002
19,0.188+-0.002,0.208+-0.003,0.095+-0.003,0.054+-0.002
20,0.186+-0.001,0.206+-0.001,0.094+-0.002,0.053+-0.001
21,0.185+-0.002,0.208+-0.004,0.095+-0.006,0.054+-0.004
22,0.184+-0.002,0.207+-0.002,0.093+-0.003,0.052+-0.001
23,0.182+-0.001,0.21+-0.004,0.095+-0.006,0.054+-0.003
24,0.181+-0.001,0.207+-0.001,0.093+-0.001,0.052+-0.001
25,0.18+-0.002,0.207+-0.002,0.095+-0.002,0.053+-0.002
26,0.179+-0.001,0.206+-0.002,0.093+-0.002,0.052+-0.001
27,0.178+-0.001,0.206+-0.002,0.092+-0.003,0.052+-0.001
28,0.177+-0.001,0.209+-0.003,0.094+-0.003,0.052+-0.001
29,0.177+-0.001,0.206+-0.002,0.093+-0.001,0.052+-0.001
30,0.177+-0.002,0.206+-0.003,0.093+-0.004,0.051+-0.002
31,0.176+-0.001,0.207+-0.001,0.094+-0.001,0.052+-0.001
32,0.175+-0.001,0.206+-0.002,0.091+-0.002,0.051+-0.001
33,0.175+-0.001,0.207+-0.001,0.093+-0.001,0.052+-0.001
34,0.174+-0.001,0.207+-0.001,0.094+-0.001,0.052+-0.001
35,0.174+-0.001,0.208+-0.003,0.094+-0.004,0.052+-0.002
36,0.174+-0.001,0.21+-0.004,0.096+-0.005,0.053+-0.003
37,0.173+-0.0,0.205+-0.001,0.09+-0.001,0.05+-0.001
38,0.173+-0.001,0.204+-0.001,0.09+-0.001,0.05+-0.001
39,0.173+-0.001,0.207+-0.002,0.093+-0.002,0.053+-0.002
40,0.173+-0.001,0.206+-0.002,0.093+-0.002,0.051+-0.001
41,0.173+-0.001,0.207+-0.003,0.093+-0.004,0.051+-0.001
42,0.172+-0.0,0.206+-0.003,0.091+-0.003,0.051+-0.002
43,0.172+-0.001,0.206+-0.002,0.093+-0.003,0.051+-0.001
44,0.172+-0.0,0.206+-0.002,0.092+-0.002,0.051+-0.002
45,0.172+-0.001,0.206+-0.001,0.091+-0.001,0.052+-0.001
46,0.172+-0.001,0.208+-0.008,0.093+-0.006,0.052+-0.004
