epoch,train_loss,val_loss,rmse,mae
0,0.344+-0.012,0.422+-0.098,0.149+-0.003,0.089+-0.002
1,0.258+-0.004,0.265+-0.023,0.136+-0.005,0.083+-0.005
2,0.239+-0.004,0.243+-0.001,0.132+-0.002,0.08+-0.002
3,0.233+-0.001,0.271+-0.031,0.138+-0.011,0.083+-0.008
4,0.23+-0.002,0.251+-0.01,0.134+-0.006,0.082+-0.006
5,0.226+-0.005,0.241+-0.016,0.129+-0.015,0.078+-0.01
6,0.226+-0.003,0.241+-0.009,0.126+-0.008,0.073+-0.004
7,0.222+-0.002,0.236+-0.006,0.123+-0.003,0.072+-0.002
8,0.219+-0.002,0.241+-0.006,0.126+-0.003,0.074+-0.002
9,0.216+-0.003,0.228+-0.004,0.119+-0.003,0.068+-0.003
10,0.216+-0.003,0.228+-0.004,0.117+-0.004,0.07+-0.003
11,0.214+-0.002,0.225+-0.01,0.115+-0.009,0.068+-0.006
12,0.213+-0.003,0.227+-0.002,0.117+-0.003,0.069+-0.003
13,0.211+-0.002,0.238+-0.019,0.119+-0.008,0.069+-0.003
14,0.208+-0.003,0.247+-0.037,0.125+-0.019,0.072+-0.01
15,0.208+-0.004,0.229+-0.006,0.115+-0.005,0.068+-0.005
16,0.207+-0.003,0.227+-0.004,0.117+-0.004,0.069+-0.003
17,0.205+-0.003,0.229+-0.01,0.114+-0.007,0.068+-0.006
18,0.203+-0.002,0.228+-0.003,0.116+-0.003,0.067+-0.001
19,0.201+-0.004,0.225+-0.002,0.113+-0.001,0.064+-0.001
20,0.198+-0.003,0.227+-0.006,0.111+-0.004,0.064+-0.001
21,0.196+-0.003,0.223+-0.006,0.111+-0.005,0.064+-0.003
22,0.194+-0.004,0.239+-0.029,0.117+-0.013,0.067+-0.007
23,0.194+-0.005,0.229+-0.003,0.114+-0.003,0.065+-0.004
24,0.192+-0.004,0.224+-0.007,0.111+-0.006,0.064+-0.004
25,0.19+-0.003,0.22+-0.003,0.107+-0.001,0.06+-0.001
26,0.189+-0.004,0.222+-0.006,0.11+-0.006,0.063+-0.004
27,0.187+-0.004,0.222+-0.003,0.109+-0.003,0.063+-0.002
28,0.186+-0.003,0.222+-0.001,0.11+-0.002,0.064+-0.002
29,0.186+-0.002,0.221+-0.001,0.107+-0.003,0.063+-0.002
30,0.185+-0.002,0.229+-0.006,0.118+-0.01,0.068+-0.005
31,0.184+-0.004,0.224+-0.006,0.11+-0.005,0.063+-0.005
32,0.182+-0.004,0.223+-0.007,0.108+-0.008,0.063+-0.005
33,0.182+-0.005,0.223+-0.004,0.109+-0.004,0.063+-0.002
34,0.181+-0.004,0.222+-0.002,0.108+-0.002,0.061+-0.002
35,0.18+-0.003,0.224+-0.008,0.108+-0.005,0.062+-0.003
36,0.179+-0.004,0.22+-0.0,0.106+-0.002,0.06+-0.001
37,0.178+-0.002,0.223+-0.004,0.109+-0.003,0.063+-0.002
38,0.178+-0.002,0.226+-0.004,0.112+-0.003,0.062+-0.002
39,0.177+-0.002,0.219+-0.001,0.105+-0.001,0.06+-0.001
40,0.177+-0.003,0.222+-0.001,0.108+-0.001,0.06+-0.0
41,0.176+-0.002,0.219+-0.003,0.106+-0.002,0.061+-0.001
42,0.176+-0.001,0.221+-0.003,0.108+-0.003,0.06+-0.001
43,0.176+-0.002,0.221+-0.002,0.107+-0.001,0.06+-0.002
44,0.176+-0.002,0.22+-0.001,0.107+-0.002,0.061+-0.002
45,0.175+-0.002,0.221+-0.002,0.108+-0.002,0.062+-0.003
46,0.175+-0.002,0.223+-0.001,0.111+-0.003,0.063+-0.003
47,0.174+-0.003,0.22+-0.001,0.107+-0.002,0.06+-0.001
48,0.174+-0.002,0.22+-0.003,0.107+-0.002,0.06+-0.001
49,0.174+-0.002,0.222+-0.003,0.108+-0.002,0.061+-0.001
50,0.174+-0.003,0.221+-0.003,0.108+-0.002,0.061+-0.002
51,0.174+-0.001,0.222+-0.001,0.109+-0.002,0.061+-0.001
52,0.174+-0.002,0.221+-0.001,0.106+-0.001,0.061+-0.001
53,0.174+-0.001,0.223+-0.002,0.108+-0.001,0.061+-0.001
54,0.174+-0.002,0.221+-0.003,0.107+-0.002,0.061+-0.002
55,0.173+-0.001,0.222+-0.004,0.108+-0.003,0.061+-0.002
56,0.173+-0.001,0.222+-0.004,0.107+-0.004,0.06+-0.002
57,0.172+-0.0,0.224+-0.002,0.109+-0.001,0.061+-0.002
58,0.173+-0.001,0.225+-0.005,0.11+-0.005,0.062+-0.002
59,0.173+-0.002,0.222+-0.002,0.109+-0.003,0.061+-0.002
60,0.172+-0.001,0.22+-0.002,0.106+-0.002,0.06+-0.001
61,0.172+-0.002,0.219+-0.001,0.105+-0.002,0.059+-0.001
62,0.172+-0.002,0.22+-0.001,0.106+-0.001,0.06+-0.0
63,0.172+-0.001,0.222+-0.004,0.109+-0.005,0.062+-0.002
64,0.172+-0.001,0.223+-0.001,0.108+-0.001,0.061+-0.001
65,0.172+-0.002,0.223+-0.002,0.108+-0.003,0.062+-0.002
66,0.172+-0.001,0.221+-0.001,0.107+-0.002,0.06+-0.001
67,0.172+-0.001,0.222+-0.005,0.107+-0.005,0.061+-0.003
68,0.171+-0.001,0.22+-0.001,0.106+-0.002,0.059+-0.001
69,0.171+-0.0,0.222+-0.002,0.108+-0.002,0.06+-0.001
70,0.171+-0.001,0.221+-0.002,0.108+-0.004,0.061+-0.003
71,0.171+-0.001,0.221+-0.003,0.107+-0.004,0.061+-0.002
72,0.172+-0.001,0.222+-0.002,0.108+-0.002,0.061+-0.002
73,0.17+-0.002,0.222+-0.001,0.109+-0.001,0.061+-0.001
74,0.171+-0.001,0.221+-0.003,0.107+-0.003,0.06+-0.002
75,0.171+-0.001,0.222+-0.001,0.107+-0.003,0.06+-0.001
76,0.17+-0.001,0.221+-0.002,0.107+-0.003,0.06+-0.002
77,0.171+-0.002,0.223+-0.004,0.109+-0.003,0.061+-0.002
78,0.17+-0.001,0.22+-0.001,0.108+-0.001,0.061+-0.001
79,0.171+-0.001,0.222+-0.001,0.108+-0.001,0.06+-0.001
80,0.17+-0.001,0.22+-0.001,0.107+-0.002,0.06+-0.001
81,0.171+-0.001,0.222+-0.003,0.108+-0.003,0.061+-0.002
82,0.17+-0.001,0.221+-0.003,0.107+-0.003,0.06+-0.001
83,0.169+-0.001,0.221+-0.001,0.107+-0.001,0.06+-0.001
84,0.17+-0.001,0.221+-0.001,0.108+-0.001,0.061+-0.001
85,0.17+-0.001,0.223+-0.001,0.109+-0.001,0.061+-0.001
86,0.17+-0.001,0.22+-0.001,0.108+-0.003,0.061+-0.001
87,0.17+-0.002,0.221+-0.001,0.107+-0.001,0.06+-0.001
88,0.17+-0.001,0.222+-0.003,0.107+-0.002,0.06+-0.001
89,0.169+-0.001,0.222+-0.002,0.107+-0.003,0.06+-0.002
90,0.169+-0.001,0.221+-0.002,0.107+-0.002,0.06+-0.001
91,0.169+-0.001,0.221+-0.002,0.107+-0.003,0.06+-0.001
92,0.17+-0.001,0.222+-0.001,0.108+-0.001,0.061+-0.001
93,0.17+-0.001,0.222+-0.001,0.107+-0.001,0.06+-0.001
94,0.17+-0.001,0.224+-0.004,0.109+-0.004,0.061+-0.002
95,0.17+-0.001,0.222+-0.001,0.108+-0.001,0.06+-0.001
96,0.17+-0.001,0.222+-0.005,0.108+-0.005,0.061+-0.002
97,0.169+-0.001,0.223+-0.003,0.108+-0.002,0.06+-0.001
98,0.17+-0.001,0.221+-0.0,0.106+-0.001,0.06+-0.001
99,0.169+-0.001,0.221+-0.001,0.107+-0.001,0.06+-0.0
