epoch,train_loss,val_loss,rmse,mae
0,0.363+-0.029,0.28+-0.009,0.133+-0.003,0.08+-0.003
1,0.256+-0.006,0.242+-0.004,0.116+-0.004,0.068+-0.002
2,0.23+-0.005,0.225+-0.009,0.11+-0.003,0.066+-0.003
3,0.22+-0.004,0.219+-0.002,0.108+-0.002,0.064+-0.001
4,0.213+-0.0,0.22+-0.003,0.108+-0.001,0.065+-0.001
5,0.212+-0.003,0.222+-0.007,0.109+-0.006,0.065+-0.004
6,0.211+-0.002,0.218+-0.002,0.105+-0.0,0.063+-0.001
7,0.209+-0.002,0.215+-0.001,0.103+-0.001,0.062+-0.001
8,0.208+-0.002,0.216+-0.001,0.104+-0.001,0.063+-0.001
9,0.207+-0.003,0.218+-0.004,0.104+-0.003,0.062+-0.002
10,0.21+-0.002,0.218+-0.003,0.104+-0.002,0.062+-0.001
11,0.209+-0.003,0.22+-0.003,0.106+-0.001,0.063+-0.001
12,0.205+-0.001,0.216+-0.001,0.103+-0.002,0.061+-0.001
13,0.204+-0.002,0.215+-0.001,0.102+-0.001,0.061+-0.001
14,0.203+-0.001,0.217+-0.003,0.103+-0.003,0.061+-0.002
15,0.204+-0.001,0.217+-0.002,0.103+-0.001,0.06+-0.001
16,0.204+-0.002,0.217+-0.001,0.103+-0.0,0.061+-0.0
17,0.204+-0.0,0.22+-0.004,0.105+-0.002,0.062+-0.002
18,0.204+-0.001,0.217+-0.001,0.103+-0.001,0.06+-0.0
19,0.202+-0.001,0.219+-0.001,0.103+-0.001,0.061+-0.001
20,0.203+-0.002,0.218+-0.003,0.103+-0.002,0.061+-0.002
21,0.203+-0.001,0.218+-0.003,0.104+-0.001,0.061+-0.001
22,0.202+-0.002,0.217+-0.001,0.102+-0.001,0.061+-0.001
23,0.203+-0.002,0.217+-0.003,0.103+-0.002,0.061+-0.001
24,0.204+-0.002,0.22+-0.002,0.105+-0.002,0.062+-0.001
25,0.202+-0.001,0.216+-0.002,0.102+-0.003,0.06+-0.001
26,0.202+-0.002,0.218+-0.003,0.103+-0.003,0.061+-0.002
27,0.201+-0.002,0.218+-0.003,0.104+-0.002,0.061+-0.001
28,0.201+-0.003,0.218+-0.002,0.103+-0.002,0.06+-0.001
29,0.201+-0.001,0.219+-0.002,0.104+-0.002,0.061+-0.001
30,0.202+-0.002,0.223+-0.003,0.107+-0.002,0.063+-0.001
31,0.201+-0.002,0.219+-0.0,0.104+-0.001,0.06+-0.001
32,0.2+-0.003,0.218+-0.001,0.104+-0.001,0.061+-0.001
33,0.199+-0.002,0.218+-0.004,0.103+-0.003,0.061+-0.002
34,0.199+-0.002,0.22+-0.003,0.104+-0.002,0.061+-0.001
35,0.2+-0.002,0.221+-0.003,0.104+-0.003,0.061+-0.001
36,0.2+-0.003,0.219+-0.001,0.103+-0.002,0.06+-0.001
37,0.2+-0.002,0.222+-0.002,0.105+-0.002,0.061+-0.002
38,0.201+-0.002,0.219+-0.002,0.103+-0.001,0.061+-0.0
39,0.199+-0.001,0.224+-0.007,0.107+-0.005,0.063+-0.003
40,0.201+-0.002,0.219+-0.002,0.104+-0.002,0.06+-0.001
41,0.199+-0.001,0.217+-0.002,0.103+-0.002,0.06+-0.001
42,0.198+-0.001,0.219+-0.001,0.104+-0.002,0.061+-0.001
43,0.198+-0.001,0.221+-0.003,0.105+-0.002,0.062+-0.001
44,0.199+-0.002,0.219+-0.002,0.104+-0.001,0.061+-0.001
45,0.198+-0.002,0.218+-0.001,0.103+-0.002,0.06+-0.001
46,0.198+-0.003,0.221+-0.002,0.105+-0.002,0.061+-0.001
47,0.198+-0.002,0.22+-0.002,0.104+-0.002,0.061+-0.001
